date,Adj Close,MACD,MACD_Signal,RSI,Moving Average,Moving Average1,Moving Average2,Moving Average3,Volatility,MA_diff,Moving Average Slope,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Open,High,Low,Close
2024-03-26 19:55:00,1.0831888914108276,-4.422734151088292e-05,-4.4575988467224875e-06,44.44632481525357,1.0835746015821184,1.0837157198360987,1.0847031678472245,1.0846902478308904,0.00015642605268243508,-0.0003857101712907429,-2.3957417935831823e-06,-0.00010839145756469382,0.00011742115020751953,-0.00011742115020751953,0.0,-0.00010839145756468934,1.0833063125610352,1.0833063125610352,1.0831888914108276,1.0831888914108276
2024-03-26 20:00:00,1.0831888914108276,-6.680349125720575e-05,-1.692677732881914e-05,44.44632481525357,1.0835494484220232,1.083687172617231,1.0846939376422338,1.0846835346448989,0.00018542531486860942,-0.0003605570111955281,-1.796654292515346e-06,0.0,0.00011742115020751953,0.0,0.00010840320754635998,0.0,1.0831888914108276,1.0833063125610352,1.0831888914108276,1.0831888914108276
2024-03-26 20:05:00,1.0831888914108276,-8.373006452000453e-05,-3.0287434767056222e-05,47.05847219733621,1.083524295261928,1.083660307952336,1.0846821870122636,1.0846762611752465,0.00020743823636178776,-0.00033540385110031323,-1.796654292515346e-06,0.0,0.0,0.0,0.0,0.0,1.0831888914108276,1.0831888914108276,1.0831888914108276,1.0831888914108276
2024-03-26 20:10:00,1.0833063125610352,-8.667050663802023e-05,-4.156404914124902e-05,50.0,1.0835075293268477,1.0836368015834263,1.0846695934023176,1.0846701071375893,0.000214763918854903,-0.00020121676581252856,-1.1975667914475098e-06,0.00010840320754645916,0.00011742115020751953,0.00011742115020751953,0.00010840320754635998,0.0,1.0831888914108276,1.0833063125610352,1.0831888914108276,1.0833063125610352
2024-03-26 20:15:00,1.0833063125610352,-8.798657374886609e-05,-5.084855406277244e-05,47.06163401815576,1.0834823761667525,1.0836200186184475,1.0846561585153853,1.0846645128159296,0.0002162308811183254,-0.00017606360571731372,-1.796654292515346e-06,0.0,0.00011742115020751953,0.0,0.0,-0.00010839145756468934,1.0833063125610352,1.0833063125610352,1.0831888914108276,1.0833063125610352
2024-03-26 20:20:00,1.0834236145019531,-7.865756467406726e-05,-5.6410356185031404e-05,50.0,1.0834572144917078,1.083608271394457,1.084642720222473,1.084659477074941,0.00020053984495191647,-3.3599989754717896e-05,-1.7972625031876483e-06,0.00010828141547580827,0.00011730194091796875,0.00011730194091796875,0.00010828141547579118,0.0,1.0833063125610352,1.0834236145019531,1.0833063125610352,1.0834236145019531
2024-03-26 20:25:00,1.0833063125610352,-7.980954926534167e-05,-6.109019480109347e-05,44.44632481525357,1.0834320613316126,1.0835898092814855,1.0846309670380183,1.0846533230372837,0.00019574812467494326,-0.0001257487705774718,-1.796654292515346e-06,-0.00010826969188026947,0.00011730194091796875,0.0,0.00010828141547579118,0.0,1.0833063125610352,1.0834236145019531,1.0833063125610352,1.0833063125610352
2024-03-26 20:30:00,1.0834236145019531,-7.04451709740983e-05,-6.296119003569444e-05,47.367858478969595,1.0834068996565682,1.083571342059544,1.084619211299079,1.0846477275802975,0.0001710138962613263,1.6714845384901977e-05,-1.7972625031717878e-06,0.00010828141547580827,0.00011730194091796875,0.00011730194091796875,0.00010828141547579118,0.0,1.0833063125610352,1.0834236145019531,1.0833063125610352,1.0834236145019531
2024-03-26 20:35:00,1.0834236145019531,-6.230561338438356e-05,-6.283007470543226e-05,44.44319079318515,1.0833901252065385,1.0835595948355539,1.0846057730061667,1.0846415718396505,0.0001564105349085418,3.3489295414579345e-05,-1.198175002119812e-06,0.0,0.0,0.0,0.0,0.0,1.0834236145019531,1.0834236145019531,1.0834236145019531,1.0834236145019531
2024-03-26 20:40:00,1.0833063125610352,-6.45758514328243e-05,-6.317923005091068e-05,38.8885754583921,1.0833733592714583,1.083542811870575,1.0845923381192344,1.0846354178019932,0.00015184927227553403,-6.704671042312427e-05,-1.1975667914475098e-06,-0.00010826969188026947,0.0,0.0,0.0,0.0,1.0833063125610352,1.0833063125610352,1.0833063125610352,1.0833063125610352
2024-03-26 20:45:00,1.0833063125610352,-6.561862082765657e-05,-6.366710820625987e-05,41.17682198327359,1.083348206111363,1.0835277097565787,1.0845797445092882,1.0846303837639946,0.00013015703143321082,-4.1893550327909423e-05,-1.796654292515346e-06,0.0,0.00011730194091796875,0.0,0.00010828141547579118,0.0,1.0833063125610352,1.0834236145019531,1.0833063125610352,1.0833063125610352
2024-03-26 20:50:00,1.0834236145019531,-5.633039505714699e-05,-6.219976557643729e-05,47.05776928131907,1.0833314316613334,1.0835176416805812,1.0845679887703488,1.084625348023006,0.00010094677639821283,9.21828406197367e-05,-1.198175002119812e-06,0.00010828141547580827,0.00011730194091796875,0.00011730194091796875,0.00010828141547579118,0.0,1.0833063125610352,1.0834236145019531,1.0833063125610352,1.0834236145019531
2024-03-26 20:55:00,1.0834236145019531,-4.841135327038337e-05,-5.944208311522651e-05,47.05776928131907,1.0833230444363184,1.0835075736045838,1.0845537092004502,1.0846203122820173,8.711344362369002e-05,0.0001005700656346864,-5.990875010678362e-07,0.0,0.0,0.0,0.0,0.0,1.0834236145019531,1.0834236145019531,1.0834236145019531,1.0834236145019531
2024-03-26 21:00:00,1.0835410356521606,-3.228835010737896e-05,-5.4011336513657e-05,50.0,1.083339810371399,1.083500862121582,1.0845402683530534,1.084616395973024,0.00010335355107010738,0.00020122528076171875,1.1975667914633701e-06,0.00010837972205490765,0.0003521442413330078,0.00023472309112548828,0.00021667287304048051,-0.00010839145756468934,1.0833063125610352,1.0835410356521606,1.0831888914108276,1.0835410356521606
2024-03-26 21:05:00,1.0833063125610352,-3.80127583161638e-05,-5.0811620874158365e-05,42.104981825956806,1.0833481975964137,1.0834891183035715,1.0845243087836673,1.0846113619350253,9.520958996298443e-05,-4.188503537849719e-05,5.990875010519758e-07,-0.00021662593607651992,0.0003521442413330078,-0.00011730194091796875,0.00021675944410995271,-0.00010826969188030125,1.0834236145019531,1.0836584568023682,1.0833063125610352,1.0833063125610352
2024-03-26 21:10:00,1.0835410356521606,-2.334015054583638e-05,-4.5317326808493977e-05,44.99796871826123,1.0833733507565089,1.0834773693765913,1.0845083424023219,1.0846091247740246,9.631000496478962e-05,0.00016768489565177624,1.796654292515346e-06,0.00021667287304039107,0.00011742115020751953,0.00011742115020751953,0.00010837972205497636,0.0,1.0834236145019531,1.0835410356521606,1.0834236145019531,1.0835410356521606
2024-03-26 21:15:00,1.0835410356521606,-1.1578533055889295e-05,-3.8569568057973046e-05,47.36729566472444,1.083398503916604,1.0834639395986285,1.0844940594264438,1.0846074467613585,9.066975882929088e-05,0.0001425317355565614,1.796654292515346e-06,0.0,0.00011742115020751953,0.00011742115020751953,0.00010837972205497636,0.0,1.0834236145019531,1.0835410356521606,1.0834236145019531,1.0835410356521606
2024-03-26 21:20:00,1.0833063125610352,-2.0955990633009236e-05,-3.504685257298029e-05,39.997968615103346,1.083398503916604,1.0834538749286107,1.0844780998570578,1.0846046510196867,9.066975882929088e-05,-9.219135556892688e-05,0.0,-0.00021662593607651992,0.00023472309112548828,-0.00011730194091796875,0.00010837972205497636,-0.00010826969188030125,1.0834236145019531,1.0835410356521606,1.0833063125610352,1.0833063125610352
2024-03-26 21:25:00,1.0835410356521606,-9.339837697464048e-06,-2.9905449597877044e-05,47.617896009673515,1.0834152698516846,1.083448840890612,1.0844629756041935,1.0846024138586863,9.372252733280372e-05,0.00012576580047607422,1.1975667914633701e-06,0.00021667287304039107,0.00011742115020751953,0.00011742115020751953,0.00010837972205497636,0.0,1.0834236145019531,1.0835410356521606,1.0834236145019531,1.0835410356521606
2024-03-26 21:30:00,1.0835410356521606,-1.3242627838749854e-07,-2.395084493397914e-05,50.0,1.0834236570766993,1.0834471634456089,1.084447009222848,1.0846001766976856,9.918861382910067e-05,0.00011737857546134656,5.990875010519758e-07,0.0,0.00011742115020751953,-0.00011742115020751953,0.0,-0.00010835623481775142,1.0836584568023682,1.0836584568023682,1.0835410356521606,1.0835410356521606
2024-03-26 21:35:00,1.0835410356521606,7.0828667282363256e-06,-1.7744102601536047e-05,47.367014167334936,1.0834404230117798,1.0834421294076102,1.0844318849699839,1.084597939536685,9.77642858019891e-05,0.00010061264038085938,1.1975667914633701e-06,0.0,0.0,0.0,0.0,0.0,1.0835410356521606,1.0835410356521606,1.0835410356521606,1.0835410356521606
2024-03-26 21:40:00,1.0835410356521606,1.2655157639596126e-05,-1.1664250553309613e-05,47.367014167334936,1.0834488102367945,1.0834421294076102,1.0844150764601572,1.084595142659687,0.00010094748206348368,9.222541536613171e-05,5.990875010519758e-07,0.0,0.00011742115020751953,0.0,0.00010836797716373169,0.0,1.0835410356521606,1.0836584568023682,1.0835410356521606,1.0835410356521606
2024-03-26 21:45:00,1.0836584568023682,2.6243623667987492e-05,-4.082675709050193e-06,52.632985832665064,1.0834655846868242,1.0834538647106715,1.084399106672832,1.084592904931023,0.00011403101860464066,0.00019287211554397388,1.198175002119812e-06,0.0001083679771636259,0.00011742115020751953,0.00011742115020751953,0.00010836797716373169,0.0,1.0835410356521606,1.0836584568023682,1.0835410356521606,1.0836584568023682
2024-03-26 21:50:00,1.0835410356521606,2.7223855739944014e-05,2.178630580748648e-06,55.55555555555556,1.0834823506219047,1.0834555421556746,1.0843797700745719,1.0845906677700223,0.00010637968081445863,5.868503025596716e-05,1.1975667914633701e-06,-0.00010835623481775247,0.00011742115020751953,0.0,0.0,-0.00010836797716373169,1.0835410356521606,1.0835410356521606,1.0834236145019531,1.0835410356521606
2024-03-26 21:55:00,1.0835410356521606,2.768160046029422e-05,7.279224556657763e-06,58.82528680688336,1.083499116556985,1.0834588953426907,1.084361276456288,1.0845873111770266,9.522608160644953e-05,4.1919095175702026e-05,1.1975667914475098e-06,0.0,0.00011742115020751953,0.00011742115020751953,0.00010837972205497636,0.0,1.0834236145019531,1.0835410356521606,1.0834236145019531,1.0835410356521606
