date,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,Volatility,MA_diff,ADX,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2024-01-02 13:00:00,0.07973215941257195,48.039164354154664,179.7401008605957,180.4771731624965,179.0030285586949,179.5240020751953,179.5240020751953,0.0,0.0,36.70632001190696,0,0,0,0,0,179.6790008544922,179.7519989013672,179.28900146484375,179.5240020751953
2024-01-02 14:00:00,0.013531428483844365,35.17578306852225,179.70950088500976,180.55116578737008,178.86783598264944,179.1510009765625,179.1510009765625,0.3730010986328125,-0.3730010986328125,36.70632001190696,0,0,0,0,0,179.5260009765625,179.5469970703125,178.73800659179688,178.7779998779297
2024-01-02 15:00:00,-0.016022916578236845,37.20428053756081,179.70595092773436,180.5563476482968,178.85555420717193,179.15999857584634,179.15999857584634,0.30481982652041484,0.017995198567717807,36.70632001190696,0,0,0,0,0,178.7519989013672,179.21200561523438,178.72900390625,179.17799377441406
2024-01-02 16:00:00,-0.03833599810397459,37.31370160478789,179.71060104370116,180.54810398542838,178.87309810197394,179.16975021362305,179.16975021362305,0.2645215081953363,0.029254913330078125,36.70632001190696,1,0,0,0,0,179.18600463867188,179.2429962158203,178.92799377441406,179.19900512695312
2024-01-02 17:00:00,-0.046914724192760104,39.8202100938609,179.71340103149413,180.54539595356115,178.8814061094271,179.20580139160157,179.20580139160157,0.24733793152871342,0.14420471191405682,36.70632001190696,0,0,1,0,2,179.2010040283203,179.37899780273438,179.18600463867188,179.35000610351562
2024-01-02 18:00:00,-0.06062448579589841,38.37514700117601,179.7112014770508,180.5483377068131,178.87406524728848,179.20933532714844,179.20933532714844,0.22592584435237317,0.017669677734375,36.70632001190696,0,0,0,-1,0,179.34800720214844,179.37399291992188,179.18800354003906,179.2270050048828
2024-01-02 19:00:00,-0.07636140653207235,35.58845256324331,179.68785095214844,180.56277708027682,178.81292482402006,179.1990007672991,179.1990007672991,0.2106929567687577,-0.0620073590959862,36.70632001190696,0,0,0,0,0,179.2239990234375,179.23800659179688,179.12100219726562,179.13699340820312
2024-01-02 20:00:00,-0.08841284099349878,32.64148919323446,179.6643508911133,180.57334423066698,178.7553575515596,179.19087600708008,179.19087600708008,0.19825403874393943,-0.056873321533203125,36.70632001190696,1,0,0,0,0,179.13400268554688,179.18600463867188,178.96200561523438,179.13400268554688
2024-01-02 21:00:00,-0.10041058258312319,31.04147249512343,179.62265090942384,180.55951442018122,178.68578739866646,179.17855665418836,179.17855665418836,0.19013576898701187,-0.09855482313366792,36.70632001190696,0,0,0,0,0,179.13299560546875,179.21099853515625,179.07699584960938,179.0800018310547
2024-01-02 22:00:00,-0.09915085711722327,28.856591896677656,179.5885009765625,180.527982654434,178.649019298691,179.185400390625,179.185400390625,0.18154332854495395,0.061593627929681816,36.70632001190696,0,0,0,0,0,179.1300048828125,179.3209991455078,178.9550018310547,179.2469940185547
2024-01-02 23:00:00,-0.08560470900329165,39.11405642444867,179.56255111694335,180.4872658629197,178.637836370967,179.20872774991122,179.20872774991122,0.1881580639760469,0.2332735928622185,36.70632001190696,0,0,0,0,0,179.2519989013672,179.44200134277344,179.16200256347656,179.44200134277344
2024-01-03 00:00:00,-0.08260016381518653,39.77661312118826,179.5297508239746,180.44291584601524,178.61658580193398,179.2159169514974,179.2159169514974,0.1817187380721275,0.07908121744790719,36.70632001190696,0,0,-1,0,-2,179.45199584960938,179.4550018310547,179.16600036621094,179.2949981689453
2024-01-03 01:00:00,-0.07658829337353268,44.99990463293216,179.49505081176758,180.37950971688255,178.61059190665262,179.22561528132513,179.22561528132513,0.17779274516307875,0.11637995793267919,36.70632001190696,0,0,0,1,0,179.2969970703125,179.4669952392578,179.1999969482422,179.3419952392578
2024-01-03 02:00:00,-0.06940704787618301,43.2990974575438,179.45495071411133,180.2811766426686,178.62872478555406,179.23585728236608,179.23585728236608,0.1752599957517947,0.1331460135323539,36.70632001190696,0,0,0,0,0,179.3419952392578,179.3990020751953,179.29299926757812,179.36900329589844
2024-01-03 03:00:00,-0.06432238890241138,45.943333240604225,179.4114501953125,180.15659712641101,178.666303264214,179.24319966634116,179.24319966634116,0.1596567785018529,0.10279337565103219,36.70632001190696,0,1,0,0,-2,179.3719940185547,179.39199829101562,179.2729949951172,179.3459930419922
2024-01-03 04:00:00,-0.05759130766344356,70.31000648635292,179.35670013427733,179.9086907923855,178.80470947616917,179.2517499923706,179.2517499923706,0.10604298943849881,0.12825489044189453,36.70632001190696,0,0,0,0,0,179.3459930419922,179.41799926757812,179.31100463867188,179.3800048828125
