date,Hammer,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Moving Average2,Moving Average3,Volatility,Log Returns,RSI,MACD,MACD_Signal,Stochastic,Close
2024-03-04 16:55:00,False,-0.0004342726958229681,0.0002359151840209961,0.0002359151840209961,0.00021718350634485317,0.0,1.0864840745925903,1.0864840745925903,1.0864840745925903,1.0864840745925903,0.0,-0.0004343670195192625,42.85765843799625,0.0,0.0,20.008084074373482,1.0864840745925903
2024-03-04 17:00:00,False,-0.0004342726958229681,0.00035393238067626953,-0.00035393238067626953,0.0,-0.00032579473505173873,1.0862481594085693,1.0862481594085693,1.0862481594085693,1.0862481594085693,0.0002359151840209961,-0.0004343670195192625,42.85765843799625,-3.763888975849561e-05,-7.527777951699122e-06,20.008084074373482,1.0860122442245483
2024-03-04 17:05:00,False,0.0,0.00011801719665527344,0.0,0.0,-0.00010867022658620386,1.0861695210138957,1.0861695210138957,1.0861695210138957,1.0861695210138957,0.00022242296854150452,0.0,42.85765843799625,-6.669911518430993e-05,-1.9362045398221283e-05,20.008084074373482,1.0860122442245483
2024-03-04 17:10:00,False,0.00010856045868057329,0.00011789798736572266,0.00011789798736572266,0.00010856045868056123,0.0,1.0861596763134003,1.0861596763134003,1.0861596763134003,1.0861596763134003,0.00019337718863569298,0.00010855456642041928,42.85765843799625,-7.930202653794183e-05,-3.1350041626165395e-05,20.008084074373482,1.086130142211914
2024-03-04 17:15:00,False,0.00010865843057716873,0.00011801719665527344,0.00011801719665527344,0.0001086584305771409,0.0,1.086177372932434,1.086177372932434,1.086177372932434,1.086177372932434,0.0001765459457722799,0.00010865252767749698,42.85765843799625,-7.885789836081791e-05,-4.08516129730959e-05,20.008084074373482,1.0862481594085693
2024-03-04 17:20:00,False,0.00021718350634492012,0.00011789798736572266,0.00011789798736572266,0.00010852509025468831,0.0,1.0862284898757935,1.0862284898757935,1.0862284898757935,1.0862284898757935,0.0001975814649688128,0.00021715992542140262,42.85765843799625,-5.8791824301573925e-05,-4.44396552387915e-05,20.008084074373482,1.0864840745925903
2024-03-04 17:25:00,False,-0.0003257593819854243,0.00023603439331054688,-0.00023603439331054688,0.0,-0.0002172696447970504,1.086214440209525,1.086214440209525,1.086214440209525,1.086214440209525,0.00018613402349999862,-0.00032581245309882173,42.85765843799625,-7.063447101218756e-05,-4.9678618393470716e-05,20.008084074373482,1.086130142211914
2024-03-04 17:30:00,False,0.00010865843057716873,0.00011801719665527344,0.0,0.0,-0.00010864662520535858,1.0862186551094055,1.0862186551094055,1.0862186551094055,1.0862186551094055,0.00017446918935239424,0.00010865252767749698,42.85765843799625,-6.96934694595086e-05,-5.36815886066783e-05,20.008084074373482,1.0862481594085693
2024-03-04 17:35:00,False,0.0,0.00011801719665527344,-0.00011801719665527344,0.0,-0.0001086348223985252,1.0862219333648682,1.0862219333648682,1.0862219333648682,1.0862219333648682,0.00016475226024600137,0.0,42.85765843799625,-6.816198995873712e-05,-5.6577668877090065e-05,20.008084074373482,1.0862481594085693
2024-03-04 17:40:00,False,0.0,0.00011801719665527344,0.0,0.0,-0.00010864662520535858,1.0862245559692383,1.0862245559692383,1.0862245559692383,1.0862245559692383,0.00015649561979074356,0.0,42.85765843799625,-6.61853380425903e-05,-5.8499202710190115e-05,20.008084074373482,1.0862481594085693
