date,Adj Close,SMA,EMA,MACD,MACD_Signal,RSI,Moving Average,Moving Average1,Moving Average3,Volatility,Open,High,Low,Close
2024-03-26 12:30:00,1.0855406522750854,1.085894329207284,1.0856638965845917,-5.2338833064879964e-05,3.055087694994978e-05,31.99773581854204,1.085894329207284,1.0855139664241247,1.084714576743898,0.0002520605773229859,1.0854227542877197,1.0856584310531616,1.0854227542877197,1.0855406522750854
2024-03-26 12:35:00,1.0857763290405273,1.085894329207284,1.0856678415830456,-4.993508696604643e-05,1.4453684166750541e-05,38.45794937594775,1.085894329207284,1.085522382599967,1.0847229838371277,0.0002520605773229859,1.0854227542877197,1.0857763290405273,1.0854227542877197,1.0857763290405273
2024-03-26 12:40:00,1.0855406522750854,1.0858606440680367,1.08566337880031,-6.628317502133108e-05,-1.6936876708657811e-06,38.4609402340864,1.0858606440680367,1.0855257494109019,1.08473082780838,0.0002652197559919975,1.0857763290405273,1.0857763290405273,1.0855406522750854,1.0855406522750854
2024-03-26 12:45:00,1.0856584310531616,1.0858269504138403,1.085663205195147,-6.894068422069743e-05,-1.5143086980832112e-05,42.306047054248495,1.0858269504138403,1.0855291162218366,1.0847381137666248,0.000258726061243444,1.0854227542877197,1.0856584310531616,1.0854227542877197,1.0856584310531616
2024-03-26 12:50:00,1.0854227542877197,1.085776422704969,1.0856547683212021,-8.903755523292922e-05,-2.9921980631251535e-05,40.74074074074074,1.085776422704969,1.0855274319648742,1.0847448371705555,0.0002636088820309414,1.0854227542877197,1.0855406522750854,1.0854227542877197,1.0854227542877197
2024-03-26 12:55:00,1.0854227542877197,1.0857258949960982,1.085646627477922,-0.00010376829400038368,-4.4691243305077965e-05,42.30933768910668,1.0857258949960982,1.0855274319648742,1.0847510008584886,0.0002587160835300855,1.0853049755096436,1.0855406522750854,1.0851871967315674,1.0854227542877197
2024-03-26 13:00:00,1.085894227027893,1.0857090439115251,1.0856553151814297,-7.651656539708895e-05,-5.105630772348016e-05,50.0,1.0857090439115251,1.0855358498437064,1.0847588499387106,0.00023874980942370624,1.0854227542877197,1.085894227027893,1.0854227542877197,1.085894227027893
2024-03-26 13:05:00,1.0857763290405273,1.0856921928269523,1.085659561281749,-6.369847998022315e-05,-5.358474217482876e-05,46.664644217480706,1.0856921928269523,1.0855442660195487,1.0847661375999451,0.00022466515291018566,1.085894227027893,1.0860122442245483,1.0857763290405273,1.0857763290405273
2024-03-26 13:10:00,1.086130142211914,1.0857090439115251,1.0856760728933337,-2.4705499329868985e-05,-4.7808893605836815e-05,50.0,1.0857090439115251,1.0855594192232405,1.0847751100858052,0.00024693094057250017,1.0857763290405273,1.086130142211914,1.0857763290405273,1.086130142211914
2024-03-26 13:15:00,1.0860122442245483,1.0857174737112862,1.0856878683786395,-3.2788667658767423e-06,-3.89028882378448e-05,51.614692066805844,1.0857174737112862,1.0855728881699698,1.084783521152678,0.0002549917692873945,1.0860122442245483,1.086130142211914,1.0860122442245483,1.0860122442245483
2024-03-26 13:20:00,1.0855406522750854,1.085683788572039,1.0856827029013218,-2.4074123639916678e-05,-3.593713531825918e-05,47.06004818130447,1.085683788572039,1.0855796200888497,1.0847896865436009,0.0002447712865384114,1.085894227027893,1.085894227027893,1.0855406522750854,1.0855406522750854
2024-03-26 13:25:00,1.0855406522750854,1.0856501034327917,1.0856777186688222,-4.009235482449469e-05,-3.6768179219506285e-05,47.06004818130447,1.0856501034327917,1.0855880328587124,1.0847958519345238,0.00022920686248627806,1.0854227542877197,1.0855406522750854,1.0854227542877197,1.0855406522750854
2024-03-26 13:30:00,1.0854227542877197,1.0856585162026542,1.085668772550187,-6.15903257723538e-05,-4.173260853007579e-05,42.42331382343028,1.0856585162026542,1.0855981247765678,1.0848014559064592,0.000218286264541329,1.0855406522750854,1.0856584310531616,1.0854227542877197,1.0854227542877197
2024-03-26 13:35:00,1.0854227542877197,1.0856500949178423,1.0856601403304513,-7.77315813496049e-05,-4.893240309398161e-05,40.623814941221084,1.0856500949178423,1.0856098975454058,1.0848070598783948,0.00022484652362481978,1.0854227542877197,1.0854227542877197,1.0853049755096436,1.0854227542877197
2024-03-26 13:40:00,1.0851871967315674,1.0856248480933053,1.0856435458182097,-0.00010828295038267655,-6.080251255172061e-05,38.236168947055326,1.0856248480933053,1.0856166243553163,1.0848115421476818,0.0002537091750867209,1.0853049755096436,1.0853049755096436,1.0850694179534912,1.0851871967315674
