date,Adj Close,SMA,EMA,MACD,MACD_Signal,RSI,Moving Average,Moving Average1,Moving Average3,Volatility,Open,High,Low,Close
2024-03-26 13:45:00,1.0853049755096436,1.0855911799839564,1.08563166615826,-0.00012158975635556679,-7.295996131248985e-05,39.999422098936655,1.0855911799839564,1.0856300745691572,1.0848171449842907,0.00026249615609666904,1.0854227542877197,1.0855406522750854,1.0853049755096436,1.0853049755096436
2024-03-26 13:50:00,1.0853049755096436,1.0855743459292821,1.0856202033284839,-0.00013062967834165384,-8.449390471832266e-05,39.999422098936655,1.0855743459292821,1.0856418439320155,1.0848216283889043,0.0002725608455946865,1.0853049755096436,1.0853049755096436,1.0851871967315674,1.0853049755096436
2024-03-26 13:55:00,1.0856584310531616,1.0855743459292821,1.0856215446521569,-0.00010802769718565308,-8.920066321178875e-05,45.94358189372404,1.0855743459292821,1.0856569835117884,1.0848283546311515,0.0002725608455946865,1.0853049755096436,1.0856584310531616,1.0853049755096436,1.0856584310531616
2024-03-26 14:00:00,1.0856584310531616,1.0855911799839564,1.0856228389118414,-8.908850742317398e-05,-8.91782320540658e-05,47.22144181603641,1.0855911799839564,1.0856754830905369,1.0848350808733986,0.0002699437362577026,1.0855406522750854,1.0856584310531616,1.0855406522750854,1.0856584310531616
2024-03-26 14:05:00,1.0854227542877197,1.0855911799839564,1.0856158183987143,-9.20352829729687e-05,-8.974964223784638e-05,44.73663197679061,1.0855911799839564,1.0856906158583506,1.0848412445613316,0.0002699437362577026,1.0856584310531616,1.0856584310531616,1.0854227542877197,1.0854227542877197
2024-03-26 14:10:00,1.0851871967315674,1.0855406778199332,1.0856007790419722,-0.00011208609128221525,-9.421693204672017e-05,41.024976009544304,1.0855406778199332,1.0857007026672363,1.0848462865466164,0.00027462091895821914,1.0854227542877197,1.0854227542877197,1.0851871967315674,1.0851871967315674
2024-03-26 14:15:00,1.0850694179534912,1.0854901841708593,1.0855821347932535,-0.00013591353773811932,-0.00010255625318500001,40.0,1.0854901841708593,1.0857040660721915,1.0848518865449088,0.00029114220033423204,1.0850694179534912,1.0850694179534912,1.0850694179534912,1.0850694179534912
2024-03-26 14:20:00,1.0849517583847046,1.085406013897487,1.085560016322778,-0.00016241884130097084,-0.00011452877080819418,45.718084337697626,1.085406013897487,1.0857023852212089,1.0848563671112061,0.00026293183193718385,1.0849517583847046,1.0849517583847046,1.0848339796066284,1.0849517583847046
2024-03-26 14:25:00,1.084481120109558,1.0852966478892736,1.0855221603152967,-0.00021887797183839375,-0.00013539861101423412,37.8479628110473,1.0852966478892736,1.085692298412323,1.0848586065428598,0.00030335321849808363,1.0848339796066284,1.0848339796066284,1.084481120109558,1.084481120109558
2024-03-26 14:30:00,1.0842459201812744,1.0852041670254298,1.085477379959717,-0.0002793803849507892,-0.00016419496580154515,35.91054147315985,1.0852041670254298,1.0856771690504892,1.084859725974855,0.0003975889016504584,1.0843634605407715,1.084481120109558,1.0842459201812744,1.0842459201812744
2024-03-26 14:35:00,1.0845986604690552,1.0851368818964278,1.0854465476968866,-0.00029545991203971944,-0.00019044795504918001,37.502846299810244,1.0851368818964278,1.0856721247945513,1.0848625251225064,0.0004143075903944648,1.0842459201812744,1.0845986604690552,1.0842459201812744,1.0845986604690552
2024-03-26 14:40:00,1.0847163200378418,1.0850864223071508,1.0854209256737624,-0.0002953048190916796,-0.00021141932785767996,41.02763721292332,1.0850864223071508,1.0856670805386135,1.0848658845538184,0.00041940551320722804,1.0847163200378418,1.0847163200378418,1.084481120109558,1.0847163200378418
2024-03-26 14:45:00,1.0842459201812744,1.085002362728119,1.085379697410868,-0.00032934278532192884,-0.00023500401935052978,35.72168799556552,1.085002362728119,1.0856519511767797,1.084867563134148,0.0004595816596182776,1.0845986604690552,1.0845986604690552,1.0842459201812744,1.0842459201812744
2024-03-26 14:50:00,1.084481120109558,1.0849519286836897,1.085348168382752,-0.0003334951260058894,-0.0002547022406816017,40.48060931813252,1.0849519286836897,1.0856418643678938,1.0848698025658017,0.0004750138482839238,1.0842459201812744,1.084481120109558,1.0842459201812744,1.084481120109558
2024-03-26 14:55:00,1.0843634605407715,1.0848846776144845,1.0853136172304017,-0.00034233381862724954,-0.00027222855627073126,39.53997551558527,1.0848846776144845,1.0856317792619978,1.0848714817137945,0.00048677282692497506,1.084481120109558,1.0845986604690552,1.0843634605407715,1.0843634605407715
2024-03-26 15:00:00,1.0841283798217773,1.0848006350653512,1.085272029952906,-0.0003641103580238614,-0.0002906049166213573,31.709184303459864,1.0848006350653512,1.0856183358601161,1.084872041429792,0.0005080579916378691,1.084481120109558,1.084481120109558,1.0841283798217773,1.0841283798217773
2024-03-26 15:05:00,1.0841283798217773,1.084691345691681,1.0852319018781296,-0.00037702234349956676,-0.0003078884019969992,32.50303766707168,1.084691345691681,1.0855998447963169,1.0848726011457897,0.00047529056790884594,1.0841283798217773,1.0841283798217773,1.0840108394622803,1.0841283798217773
2024-03-26 15:10:00,1.0840108394622803,1.0845736605780465,1.0851890575828365,-0.00039221845944736877,-0.0003247544134870731,26.30989819306008,1.0845736605780465,1.085579674584525,1.0848726011457897,0.0004222857329453142,1.0842459201812744,1.0843634605407715,1.0840108394622803,1.0840108394622803
2024-03-26 15:15:00,1.0841283798217773,1.0844812052590507,1.0851518408192906,-0.00039027808332758873,-0.00033785914745517625,28.940003731442744,1.0844812052590507,1.0855594992637634,1.0848731608617874,0.0003639266393353372,1.0841283798217773,1.0841283798217773,1.0840108394622803,1.0841283798217773
2024-03-26 15:20:00,1.0843634605407715,1.0844223669597082,1.0851241783533776,-0.00036555735427334923,-0.00034339878881881086,36.105248346700435,1.0844223669597082,1.0855393154280526,1.08487484000978,0.0003071957270795314,1.0842459201812744,1.0843634605407715,1.0841283798217773,1.0843634605407715
2024-03-26 15:25:00,1.0847163200378418,1.0843971456800188,1.0851098675352886,-0.0003138750299855886,-0.00033749403705216643,41.01831406676192,1.0843971456800188,1.0855275392532349,1.0848787585894266,0.00026457470570806545,1.0845986604690552,1.0847163200378418,1.0845986604690552,1.0847163200378418
