date,Adj Close,SMA,EMA,MACD,MACD_Signal,RSI,Moving Average,Moving Average1,Moving Average2,Volatility,ADX,Moving Average Slope,Open,High,Low,Close
2024-03-01 02:20:00,1.0821340084075928,1.082033668245588,1.0815129766033134,0.00026376497947833144,0.0002552842975891633,76.45719762774816,1.0821340084075928,1.0821340084075928,1.0821340084075928,0.0,51.118635435797025,0.0,1.0820168256759644,1.0822510719299316,1.0820168256759644,1.0821340084075928
2024-03-01 02:25:00,1.0821340084075928,1.0820754681314741,1.0815347671929372,0.00025005054953441963,0.0002542375479782146,76.45719762774816,1.0821340084075928,1.0821340084075928,1.0821340084075928,0.0,51.118635435797025,0.0,1.0821340084075928,1.0821340084075928,1.0821340084075928,1.0821340084075928
2024-03-01 02:30:00,1.0822510719299316,1.0821172765323095,1.0815599006924808,0.0002457944475193763,0.00025254892788644694,77.76520509193776,1.0821730295817058,1.0821730295817058,1.0821730295817058,5.518427365023775e-05,51.118635435797025,2.7872267223592672e-06,1.0821340084075928,1.0822510719299316,1.0821340084075928,1.0822510719299316
2024-03-01 02:35:00,1.0820168256759644,1.0821423530578613,1.0815759331480415,0.00022097250747576958,0.0002462336438043115,68.40666702395626,1.0821339786052704,1.0821339786052704,1.0821339786052704,8.281856268610107e-05,51.118635435797025,-2.7893554596726744e-06,1.0821340084075928,1.0821340084075928,1.0820168256759644,1.0820168256759644
2024-03-01 02:40:00,1.0822510719299316,1.0821674466133118,1.0815996222281077,0.00021769322419729065,0.00024052555988290735,71.41679596586502,1.0821573972702025,1.0821573972702025,1.0821573972702025,8.764055527637629e-05,51.118635435797025,1.6727617808687256e-06,1.0820168256759644,1.0822510719299316,1.0820168256759644,1.0822510719299316
2024-03-01 02:45:00,1.0822510719299316,1.0821925401687622,1.0816224801123822,0.0002126431506976889,0.00023494907804586367,71.41679596586502,1.0821730097134907,1.0821730097134907,1.0821730097134907,8.72895432918122e-05,51.118635435797025,1.115174520584437e-06,1.0822510719299316,1.0822510719299316,1.0822510719299316,1.0822510719299316
2024-03-01 02:50:00,1.0822510719299316,1.0822176337242126,1.0816445359656295,0.00020626325663730682,0.00022921191376415231,68.41343835396239,1.0821841614586967,1.0821841614586967,1.0821841614586967,8.530614271657662e-05,51.118635435797025,7.96553228995681e-07,1.0822510719299316,1.0822510719299316,1.0821340084075928,1.0822510719299316
2024-03-01 02:55:00,1.0822510719299316,1.0822259954043798,1.081665817929289,0.00019891418571660324,0.00022315236815464252,68.41343835396239,1.082192525267601,1.082192525267601,1.082192525267601,8.280802396359575e-05,51.118635435797025,5.974149217388305e-07,1.0821340084075928,1.0822510719299316,1.0821340084075928,1.0822510719299316
2024-03-01 03:00:00,1.0822510719299316,1.0822259954043798,1.0816863531573817,0.00019088953829204947,0.00021669980218212394,66.65912561506701,1.0821990304523044,1.0821990304523044,1.0821990304523044,8.021097561353398e-05,51.118635435797025,4.646560502395504e-07,1.0821340084075928,1.0822510719299316,1.0821340084075928,1.0822510719299316
2024-03-01 03:05:00,1.08236825466156,1.0822259954043798,1.0817102795259492,0.00019177495222555407,0.00021171483219081,72.2146815971044,1.08221595287323,1.08221595287323,1.08221595287323,9.147532737205819e-05,51.118635435797025,1.2087443518327134e-06,1.08236825466156,1.08236825466156,1.08236825466156,1.08236825466156
