date,USDNOK=X,GBPAUD=X,EURUSD=X,GBPUSD=X,USDJPY=X,USDCHF=X,AUDUSD=X,USDCAD=X,EURGBP=X,EURJPY=X,AUDJPY=X,NZDUSD=X,EURCHF=X,EURCAD=X,GBPCAD=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2023-12-18 18:00:00,10.392640113830566,1.8860499858856201,1.0926573276519775,1.2641586065292358,142.93699645996094,0.8679599761962891,0.6702772378921509,1.3394399881362915,0.8640499711036682,156.13499450683594,95.7959976196289,0.6211951971054077,0.948140025138855,1.4630000591278076,1.6931300163269043,0.10795028910445126,55.340904803229826,180.6236488342285,181.06947764652804,180.17782002192897,180.68899536132812,180.68899536132812,0.0,36.51908766539808,-0.00047594782949722525,0.22900390625,180.72450256347656,180.75999450683594,0.042999267578125,1.0098087931623307,0.22900390625,0,0,0,0,0,180.83099365234375,180.83900451660156,180.61000061035156,180.68899536132812
2023-12-18 19:00:00,10.398759841918945,1.8859699964523315,1.0920606851577759,1.2640467882156372,142.88299560546875,0.868369996547699,0.6701963543891907,1.339210033416748,0.8636500239372253,155.98800659179688,95.75499725341797,0.6213109493255615,0.9480000138282776,1.461899995803833,1.6927200555801392,0.09343036833820406,52.47466674487837,180.64014892578126,181.05466173989115,180.22563611167138,180.64599609375,180.64599609375,-0.042999267578125,36.51908766539808,-0.00047594782949722525,0.1349945068359375,180.6604995727539,180.6449966430664,0.042999267578125,1.0098087931623307,0.1349945068359375,0,0,0,0,0,180.68699645996094,180.72799682617188,180.59300231933594,180.60299682617188
2023-12-18 20:00:00,10.39501953125,1.8864500522613525,1.0921800136566162,1.2647660970687866,142.91700744628906,0.8672599792480469,0.6705109477043152,1.3394299745559692,0.8633800148963928,156.0570068359375,95.80799865722656,0.6211565732955933,0.9470499753952026,1.4625600576400757,1.6939300298690796,0.08909329653144482,54.48698143414881,180.66684951782227,181.02973448475652,180.30396455088803,180.6779988606771,180.6779988606771,0.06400553385415719,36.51908766539808,0.0007696858346883939,0.177001953125,180.6804962158203,180.67250061035156,0.0695037841796875,1.0098087931623307,0.177001953125,0,0,0,0,0,180.60299682617188,180.7689971923828,180.5919952392578,180.74200439453125
2023-12-18 21:00:00,10.391369819641113,1.885830044746399,1.0926573276519775,1.2648141384124756,142.73699951171875,0.8671000003814697,0.6708303093910217,1.339840054512024,0.8635799884796143,155.9219970703125,95.73899841308594,0.6214268207550049,0.9470900297164917,1.4635499715805054,1.6945699453353882,0.07305855347613033,46.648683153841404,180.67464904785157,181.0186016364742,180.33069645922896,180.64474868774414,180.64474868774414,-0.09975051879882812,36.51908766539808,-0.0010899858405680751,0.2740020751953125,180.64299774169922,180.64199829101562,0.09850311279296875,1.0098087931623307,0.2740020751953125,0,0,0,0,0,180.73899841308594,180.77999877929688,180.50599670410156,180.5449981689453
2023-12-18 22:00:00,10.388449668884277,1.886330008506775,1.0924185514450073,1.2649260759353638,142.79400634765625,0.8670600056648254,0.6706188321113586,1.3396300077438354,0.8632799983024597,155.95199584960938,95.70700073242188,0.6212337613105774,0.9469699859619141,1.4628900289535522,1.6940699815750122,0.06332159764122025,49.75166190197361,180.67944869995117,181.01657403120697,180.34232336869536,180.63779907226564,180.63779907226564,-0.02779846191407387,36.51908766539808,0.00036003457346089895,0.3820037841796875,180.56999969482422,180.56700134277344,0.032501220703125,1.0098087931623307,0.3820037841796875,0,0,0,0,0,180.5240020751953,180.76100158691406,180.37899780273438,180.61000061035156
2023-12-18 23:00:00,10.394359588623047,1.8870899677276611,1.0926573276519775,1.2651981115341187,142.66299438476562,0.8670600056648254,0.6706008911132812,1.3398100137710571,0.8633400201797485,155.83599853515625,95.63800048828125,0.6215426921844482,0.9472000002861023,1.4634599685668945,1.6949700117111206,0.047533959799295644,50.045387456431506,180.68004837036133,181.01567430208175,180.34442243864092,180.61249796549478,180.61249796549478,-0.1265055338541572,36.51908766539808,-0.0006866074873587147,0.2580108642578125,180.53099822998047,180.54999542236328,0.06200408935546875,1.0098087931623307,0.2580108642578125,0,0,0,0,0,180.61399841308594,180.66000366210938,180.40199279785156,180.48599243164062
2023-12-19 00:00:00,10.388919830322266,1.884559988975525,1.0922993421554565,1.2654223442077637,142.54100036621094,0.8671799898147583,0.6714473366737366,1.339269995689392,0.8629599809646606,155.65499877929688,95.697998046875,0.6221613883972168,0.9469799995422363,1.4624799489974976,1.694659948348999,0.027047667908107087,39.88218806442185,180.67449798583985,181.027749211334,180.3212467603457,180.57671247209822,180.57671247209822,-0.2147129603794724,36.51908766539808,-0.0006869946983217856,0.5019989013671875,180.28499603271484,180.4489974975586,0.0619964599609375,1.0098087931623307,0.5019989013671875,0,0,0,0,0,180.53599548339844,180.53599548339844,180.03399658203125,180.36199951171875
2023-12-19 01:00:00,10.389240264892578,1.8850799798965454,1.0921800136566162,1.2652782201766968,142.54600524902344,0.8673400282859802,0.6712896227836609,1.3392399549484253,0.8629099726676941,155.63999938964844,95.66999816894531,0.6220065951347351,0.9470099806785583,1.462249994277954,1.6943800449371338,0.010281234678103601,42.89468169141236,180.66754760742188,181.04019265222738,180.2949025626164,180.54974746704102,180.54974746704102,-0.18875503540039062,36.51908766539808,-5.583659977492772e-06,0.239990234375,180.27999877929688,180.36249542236328,0.0005035400390625,1.0098087931623307,0.239990234375,1,0,0,0,0,180.36399841308594,180.39999389648438,180.16000366210938,180.36099243164062
2023-12-19 02:00:00,10.388500213623047,1.883139967918396,1.0925379991531372,1.26558256149292,143.6649932861328,0.8670899868011475,0.6721965670585632,1.3393299579620361,0.8629500269889832,156.90199279785156,96.5459976196289,0.6225875020027161,0.9470000267028809,1.462689995765686,1.6949700117111206,0.0828887025692211,66.51162350983674,180.73094787597657,181.36028902649016,180.10160672546297,180.6903313530816,180.6903313530816,1.1246710883246465,36.51908766539808,0.008061665608303459,1.58599853515625,181.08999633789062,181.0875015258789,0.7270050048828125,1.0098087931623307,1.58599853515625,0,0,0,0,0,180.36000061035156,181.88299560546875,180.2969970703125,181.81500244140625
2023-12-19 03:00:00,10.382060050964355,1.8842799663543701,1.0928961038589478,1.2660951614379883,143.51600646972656,0.8666200041770935,0.6719481945037842,1.3392200469970703,0.8629500269889832,156.79600524902344,96.41600036621094,0.6230141520500183,0.9468100070953369,1.4631199836730957,1.6954200267791748,0.13292789332069788,62.31242758166881,180.78074798583984,181.5416551121792,180.01984085950048,180.79029846191406,180.79029846191406,0.8997039794921875,36.51908766539808,-0.0006875120222286091,0.5889892578125,181.65750122070312,181.75250244140625,0.0625,1.0098087931623307,0.5889892578125,0,0,0,0,0,181.81500244140625,181.95199584960938,181.36300659179688,181.69000244140625
