date,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Volume Change,Moving Average,Moving Average1,Moving Average2,Moving Average3,Volatility,Volume MA,Log Returns,Close
2024-03-04 16:05:00,0.0,0.0003542900085449219,0.00023615360260009766,0.00021730853127405436,-0.00010870911382765667,0.0,1.08695650100708,1.08695650100708,1.08695650100708,1.08695650100708,0.0,0.0,0.0,1.08695650100708
2024-03-04 16:10:00,0.0,0.00023615360260009766,0.00023615360260009766,0.00021730853127405436,0.0,0.0,1.08695650100708,1.08695650100708,1.08695650100708,1.08695650100708,0.0,0.0,0.0,1.08695650100708
2024-03-04 16:15:00,-0.00032594681407827064,0.00023615360260009766,-0.00023615360260009766,0.0,-0.0002172849342567742,0.0,1.0868384043375652,1.0868384043375652,1.0868384043375652,1.0868384043375652,0.00016701391169919558,0.0,-0.0003259999462869043,1.0866022109985352
2024-03-04 16:20:00,-0.00010872093278391226,0.00023603439331054688,-0.00011813640594482422,0.0,-0.00021722244895272449,0.0,1.0867498219013214,1.0867498219013214,1.0867498219013214,1.0867498219013214,0.00021085724805756326,0.0,-0.00010872684333292911,1.0864840745925903
2024-03-04 16:25:00,-0.00021713634791142855,0.0003540515899658203,-0.0002359151840209961,0.00010873275431038691,-0.00021713634791145885,0.0,1.086649489402771,1.086649489402771,1.086649489402771,1.086649489402771,0.00027538167024731094,0.0,-0.0002171599254213054,1.0862481594085693
2024-03-04 16:30:00,0.0,0.00011801719665527344,-0.00011801719665527344,0.0,-0.0001086348223985252,0.0,1.086582601070404,1.086582601070404,1.086582601070404,1.086582601070404,0.0002925168917475534,0.0,0.0,1.0862481594085693
2024-03-04 16:35:00,-0.0002171835063448091,0.0002359151840209961,-0.00011789798736572266,0.0001086584305771409,-0.00010854867458665894,0.0,1.086501121520996,1.086501121520996,1.086501121520996,1.086501121520996,0.0003364162609791431,0.0,-0.0002172070940978323,1.0860122442245483
2024-03-04 16:40:00,0.00010856045868057329,0.00011801719665527344,0.0,0.0001086584305771409,0.0,0.0,1.0864547491073608,1.0864547491073608,1.0864547491073608,1.0864547491073608,0.0003377598529936649,0.0,0.00010855456642041928,1.086130142211914
2024-03-04 16:45:00,0.00010865843057716873,0.00011801719665527344,0.0,0.00010864662520535858,0.0,0.0,1.086431794696384,1.086431794696384,1.086431794696384,1.086431794696384,0.0003249941717685156,0.0,0.00010865252767749698,1.0862481594085693
2024-03-04 16:50:00,0.00010864662520537749,0.0,0.0,0.0,0.0,0.0,1.086425232887268,1.086425232887268,1.086425232887268,1.086425232887268,0.000308944342179978,0.0,0.00010864072358824988,1.0863661766052246
