date,Doji,Three Crows Pattern,Hammer_Signal,Engulfing,Harami,Three_crows,Piercing,Three line Strike,Three Outside,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Log Returns,BB_Middle,BB_Upper,BB_Lower,RSI,Stochastic,Close
2024-04-01 14:55:00,0,0,0,0,0,0,0,0,0,-0.0007760481450075352,0.012450218200683594,-0.008450508117675781,3.473549228090959e-05,-0.0011046410195966652,10.923001448313395,-0.0007763494262518051,10.896018505096436,10.932717040876092,10.859319969316779,69.29359003277297,77.10266729297058,10.918769836425781
2024-04-01 15:00:00,0,0,0,0,0,0,0,0,0,0.002726488231451052,0.037670135498046875,0.033949851989746094,0.0034513560203051573,0.0,10.92817481358846,0.0027227781046276745,10.898277944988674,10.937598651271912,10.858957238705436,73.97686957792882,95.93009911319771,10.948539733886719
2024-04-01 15:05:00,0,0,0,0,0,0,0,0,0,-0.00025844101273342357,0.009480476379394531,-0.0038595199584960938,0.00021922306717893619,-0.0006466078866652452,10.932166576385498,-0.0002584744143669802,10.90051990085178,10.941213828918753,10.859825972784806,73.70337383277037,92.83463745435576,10.945710182189941
2024-04-01 15:10:00,0,0,0,0,0,0,0,0,0,-0.0005947335326291769,0.011080741882324219,-0.007859230041503906,0.00027136926221710516,-0.0007408424416996027,10.934950033823648,-0.0005949104567685504,10.902630461586845,10.943246456788184,10.862014466385506,71.71096734811778,85.55668058895498,10.939200401306152
2024-04-01 15:15:00,0,0,0,0,0,0,0,0,0,0.0012496313395753411,0.01605987548828125,0.011800765991210938,0.0012658919648416223,-0.00020196045462631955,10.93872340520223,0.0012488512001896982,10.904984924528334,10.947164562819918,10.86280528623675,73.06267126131362,97.72257606426383,10.95287036895752
2024-04-01 15:20:00,1,0,0,0,0,0,0,0,0,5.015273510466933e-05,0.011249542236328125,0.0006198883056640625,0.0007650953521959334,-0.0002619974866003828,10.943085034688314,5.0151477498298186e-05,10.907288816240099,10.95075511058102,10.863822521899177,72.7931271261512,91.71376490595627,10.95341968536377
2024-04-01 15:25:00,0,0,0,0,0,0,0,0,0,0.00036977080565891995,0.004879951477050781,0.0039997100830078125,0.00044551647784093156,0.0,10.949535051981607,0.00036970245728286475,10.909629371431139,10.954594246814555,10.864664496047723,72.9890769815209,95.8711019593691,10.957469940185547
2024-04-01 15:30:00,0,0,0,0,0,0,0,0,0,-0.0005356953246984375,0.013909339904785156,-0.005000114440917969,0.00035225525179765943,-0.0009172389037419657,10.950045108795166,-0.0005358388607022225,10.91180549727546,10.95711005009003,10.866500944460888,70.71610866210041,89.27125722280967,10.951600074768066
2024-04-01 15:35:00,0,0,0,0,0,0,0,0,0,0.0008683699384817167,0.012530326843261719,0.009420394897460938,0.0011441455303653123,0.0,10.952611764272055,0.0008679931234341487,10.91420578956604,10.960565973943517,10.867845605188563,71.91478657946674,96.5851257670639,10.96111011505127
2024-04-01 15:40:00,0,0,0,0,0,0,0,0,0,-3.654221230209309e-05,0.006259918212890625,0.001209259033203125,0.00022537674246025604,-0.0003458097198984778,10.956196626027426,-3.654287998499885e-05,10.916396326488918,10.96390459303032,10.868888059947517,70.70874029551716,95.9013929251428,10.960709571838379
