date,Hammer,Doji,Three Crows Pattern,TR,+DM,-DM,ATR,+DM_smooth,-DM_smooth,+DI,-DI,DX,ADX,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Log Returns,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,MACD_Signal,Stochastic,Close
2024-03-29 16:55:00,0,0,0,0.0005998611450195312,0.0,0.0,0.0050920844078063965,0.0003094673156738281,0.0015825629234313965,6.077419203801899,31.078882372909135,67.28727593485179,29.926947950697286,0,0.0,0.0005998611450195312,0.00010013580322265625,9.249822645662463e-06,-4.6161019679306e-05,10.826626380284628,10.850163899527656,0.0,10.826626380284628,10.836272365164168,10.816980395405087,51.52278814315903,-0.000844009029876247,-0.0007789333643156536,37.97194883577381,10.825799942016602
2024-03-29 17:00:00,0,0,0,0.0017004013061523438,0.0010004043579101562,0.0,0.0046533942222595215,0.0003719925880432129,0.0015825629234313965,7.994005456571582,34.008786873486955,61.93583800927055,32.06330955550776,-1,-3.691085561474683e-05,0.0017004013061523438,-0.00099945068359375,3.699689833860143e-05,-0.00012006374389408035,10.826813062032064,10.8499687883589,-3.691153683714099e-05,10.826813062032064,10.836078941177547,10.817547182886582,54.187812733993376,-0.0009144721758804764,-0.0008060411266286183,36.53509824765955,10.825400352478027
2024-03-29 17:05:00,0,0,0,0.004360198974609375,0.0,0.0028600692749023438,0.004787147045135498,0.0003719925880432129,0.001761317253112793,7.7706530536014435,36.79262902322107,65.12531083233216,34.325241673027385,0,-0.0002392686976021574,0.004360198974609375,-0.0037899017333984375,0.0,-0.00040273021488722364,10.826869461271498,10.849753957324557,-0.00023929732692380825,10.826869461271498,10.8360080943739,10.817730828169095,51.25751615456404,-0.0011658810102446182,-0.0008780091033518183,19.716285227917535,10.822810173034668
2024-03-29 17:10:00,0,0,0,0.009099960327148438,0.004670143127441406,0.0,0.005341529846191406,0.0006638765335083008,0.001761317253112793,12.428584181396179,32.97402249598286,45.251671254423904,35.34507131692774,0,6.837884594657062e-05,0.009099960327148438,0.0008001327514648438,0.0007872422693584583,-5.357547568501709e-05,10.826843076282078,10.849536567264133,6.83765082198509e-05,10.826843076282078,10.836015277787988,10.817670874776168,49.38915192699261,-0.0012905319215352762,-0.0009605136669885099,22.65178740306412,10.8235502243042
2024-03-29 17:15:00,0,1,0,0.005169868469238281,0.0,0.0004405975341796875,0.005268990993499756,0.0006638765335083008,0.0014057159423828125,12.599690041742553,26.67903483071076,35.844709406140204,36.846692916649886,-2,-2.3085093681873836e-05,0.005169868469238281,-4.00543212890625e-05,0.0003288367927134278,-0.00014882243914602882,10.82688307762146,10.849302016364204,-2.3085360146749906e-05,10.82688307762146,10.835978109241667,10.817788046001253,50.9554543153632,-0.0013934180403492036,-0.0010470945416606488,21.66067713258937,10.8233003616333
2024-03-29 17:20:00,0,0,0,0.0074405670166015625,0.0026006698608398438,0.0,0.005594015121459961,0.000826418399810791,0.0014057159423828125,14.773260026424584,25.12892639474918,25.95262890864909,37.74203616814015,1,0.00045827612224558223,0.0074405670166015625,0.004970550537109375,0.0005737929245481689,-0.00011366598167492904,10.826979213290745,10.849135907491048,0.0004581711458143754,10.826979213290745,10.836056782034984,10.817901644546506,52.236285879786536,-0.0010624731034916124,-0.0010501702540268415,41.33535086060148,10.82826042175293
2024-03-29 17:25:00,0,0,0,0.006230354309082031,0.0,9.5367431640625e-06,0.0057083964347839355,0.000826418399810791,0.001131296157836914,14.477242589092732,19.8181077779286,15.57314659765565,38.48744321801085,0,-0.000478410999084522,0.006230354309082031,-0.00518035888671875,1.849527058316645e-06,-0.0005735295335122854,10.82702088356018,10.848923963970607,-0.00047852547413875055,10.82702088356018,10.836009818742918,10.818031948377444,50.94536931305967,-0.0012043258065617124,-0.0010810013645338157,20.786835634575375,10.823080062866211
2024-03-29 17:30:00,0,0,0,0.0030508041381835938,0.0,0.0014505386352539062,0.00586777925491333,0.0007951259613037109,0.0012219548225402832,13.5507135964244,20.824826044999746,21.160722200880585,39.476156323919675,0,-0.000152438728883042,0.0030508041381835938,-0.0016298294067382812,5.4543206811010255e-05,-0.00022733679090857262,10.8270214398702,10.848716354370117,-0.0001524503488469771,10.8270214398702,10.836008948786361,10.818033930954037,50.01238981910864,-0.001433351943328276,-0.0011514714802927078,14.242481558539815,10.821430206298828
2024-03-29 17:35:00,0,0,0,0.01197052001953125,0.009619712829589844,0.0,0.006103396415710449,0.0013963580131530762,0.0007094144821166992,22.878376530791616,11.623273892068205,32.621925330465054,40.44610111211824,1,0.0006163693746379373,0.01197052001953125,0.006800651550292969,0.0011061998571422905,0.0,10.827146450678507,10.848528522915311,0.0006161794970540869,10.827146450678507,10.836063065289647,10.818229836067367,52.63793392587623,-0.0010643742541738277,-0.0011340520350689317,40.699829771136756,10.828100204467773
2024-03-29 17:40:00,0,0,0,0.007349967956542969,0.0,0.0,0.005990266799926758,0.0013963580131530762,0.0005244016647338867,23.31044776119403,8.754228855721392,45.39643134212569,40.76752944001167,-2,-0.00044327654379228143,0.007349967956542969,-0.00469970703125,0.00011819642819553776,-0.0005605963229989552,10.827149232228598,10.84831330511305,-0.00044337481988281655,10.827149232228598,10.836060843100698,10.818237621356497,50.05581603036392,-0.0011460529944340436,-0.001136452226941954,21.66067713258937,10.8233003616333
