date,GBPJPY=X,EURUSD=X,GBPUSD=X,USDJPY=X,USDCHF=X,AUDUSD=X,USDCAD=X,USDNOK=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2023-12-18 16:00:00,180.67999267578125,1.0921800136566162,1.2631685733795166,143.0469970703125,0.8681600093841553,0.6696712374687195,1.3392399549484253,10.401470184326172,-3.8281510681126747,52.37770757955627,7613.41796875,7659.043165328325,7567.792772171675,7618.2001953125,7618.2001953125,0.0,10.442406532060543,0.0004554522687176821,9.8798828125,7614.33984375,7614.614990234375,1.73486328125,35.99234801862471,9.8798828125,0,0,0,0,0,7611.02978515625,7619.27978515625,7609.39990234375,7618.2001953125
2023-12-19 08:00:00,183.3459930419922,1.0943313837051392,1.2679413557052612,144.60899353027344,0.8668000102043152,0.6726487278938293,1.3389899730682373,10.394479751586914,-3.0323892435035305,57.01142984348254,7612.681469726563,7657.2069326149995,7568.156006838126,7619.93505859375,7619.93505859375,1.73486328125,10.442406532060543,0.0004554522687176821,29.830078125,7625.06494140625,7618.2548828125,1.73486328125,35.99234801862471,29.830078125,0,-1,0,0,0,7614.83984375,7639.97998046875,7610.14990234375,7621.669921875
2023-12-19 09:00:00,183.5489959716797,1.0943313837051392,1.2698734998703003,144.5290069580078,0.866100013256073,0.6732374429702759,1.338670015335083,10.356550216674805,-2.0071235182649616,70.05892318211313,7611.5999755859375,7653.342160802312,7569.857790369563,7622.52001953125,7622.52001953125,5.169921875,10.442406532060543,0.0007898557131125195,12.900390625,7624.4599609375,7624.64501953125,3.010009765625,35.99234801862471,12.900390625,0,0,0,0,2,7621.60009765625,7630.91015625,7618.009765625,7627.68994140625
2023-12-19 10:00:00,183.9980010986328,1.0940918922424316,1.2703090906143188,144.85899353027344,0.8661100268363953,0.6731785535812378,1.3387000560760498,10.354490280151367,-1.8033580589426492,66.24226377490724,7609.615478515625,7645.7464393938735,7573.4845176373765,7621.1175537109375,7621.1175537109375,-4.2073974609375,10.442406532060543,-0.0014132437525721242,16.669921875,7621.94482421875,7622.315185546875,5.389892578125,35.99234801862471,16.669921875,0,0,0,0,0,7627.72021484375,7630.27978515625,7613.60986328125,7616.91015625
2023-12-19 11:00:00,183.91299438476562,1.0939722061157227,1.2702605724334717,144.79100036621094,0.8659899830818176,0.6733689308166504,1.338879942893982,10.384400367736816,-1.7915339379160287,64.2046195474995,7608.223974609375,7641.121953712162,7575.325995506587,7619.70400390625,7619.70400390625,-5.654199218750364,10.442406532060543,-0.0003755264935287883,7.73974609375,7614.860107421875,7615.494873046875,1.43017578125,35.99234801862471,7.73974609375,0,0,0,0,0,7616.93994140625,7618.72998046875,7610.990234375,7614.0498046875
2023-12-19 12:00:00,183.78700256347656,1.0973334312438965,1.2737717628479004,144.31399536132812,0.8632400035858154,0.6738271713256836,1.3382400274276733,10.357110023498535,-1.868633690792194,66.05137277754254,7607.5579833984375,7639.499405959582,7575.616560837293,7618.468343098958,7618.468343098958,-6.17830403645803,10.442406532060543,-0.00023112084503529307,8.72998046875,7609.715087890625,7613.18505859375,0.8798828125,35.99234801862471,8.72998046875,0,1,0,0,0,7614.080078125,7614.080078125,7605.35009765625,7612.2900390625
2023-12-19 13:00:00,183.86900329589844,1.0964912176132202,1.2743561267852783,144.28599548339844,0.8637099862098694,0.67432701587677,1.3347400426864624,10.332610130310059,-1.6050748418329022,56.4730355136771,7607.834985351563,7640.031129029415,7575.638841673711,7618.325753348215,7618.325753348215,-0.8555385044646755,10.442406532060543,0.0006805016302147138,10.169921875,7616.06494140625,7614.864990234375,2.590087890625,35.99234801862471,10.169921875,0,0,0,0,0,7612.259765625,7621.14990234375,7610.97998046875,7617.47021484375
2023-12-19 14:00:00,183.58099365234375,1.0981770753860474,1.2745997905731201,144.04800415039062,0.8612300157546997,0.6766586899757385,1.333490014076233,10.29889965057373,-0.8307626034893474,57.341832165621874,7608.978491210937,7642.184436061256,7575.772546360618,7619.37255859375,7619.37255859375,7.32763671875,10.442406532060543,0.0012116857970463357,11.7900390625,7621.01513671875,7622.045166015625,4.614990234375,35.99234801862471,11.7900390625,0,0,0,0,0,7617.39013671875,7626.91015625,7615.1201171875,7626.7001953125
2023-12-19 15:00:00,183.1840057373047,1.0989010334014893,1.2738691568374634,143.80599975585938,0.8597099781036377,0.6764389276504517,1.333940029144287,10.26574993133545,0.5253087616356424,67.69109495247577,7611.790991210937,7645.157109837314,7578.42487258456,7621.548936631944,7621.548936631944,17.411024305555657,10.442406532060543,0.0016074796846656803,14.8203125,7631.81005859375,7632.8798828125,6.1298828125,35.99234801862471,14.8203125,0,0,0,0,2,7626.7998046875,7639.22021484375,7624.39990234375,7638.9599609375
2023-12-19 16:00:00,183.0989990234375,1.098056435585022,1.2750385999679565,143.6179962158203,0.8609399795532227,0.6765487790107727,1.3340799808502197,10.269590377807617,1.7547090452626435,63.040185900252034,7614.9429931640625,7646.904571241942,7582.981415086183,7623.537060546875,7623.537060546875,17.893115234374818,10.442406532060543,0.00032337057091291754,8.31982421875,7637.989990234375,7640.239990234375,1.235107421875,35.99234801862471,8.31982421875,0,1,0,0,2,7639.0498046875,7642.14990234375,7633.830078125,7641.43017578125
2023-12-20 08:00:00,181.7969970703125,1.0963709354400635,1.2664639949798584,143.56199645996094,0.8614400029182434,0.6770985126495361,1.3333200216293335,10.278980255126953,7.13695520204692,80.65163633672708,7621.7375,7673.85273145327,7569.62226854673,7631.933682528409,7631.933682528409,83.96621981534099,10.442406532060543,0.009745522088067338,124.8203125,7700.43994140625,7676.96484375,37.23486328125,35.99234801862471,124.8203125,0,0,1,0,2,7638.02978515625,7762.85009765625,7638.02978515625,7715.89990234375
2023-12-20 09:00:00,181.8159942626953,1.0967316627502441,1.267861008644104,143.41200256347656,0.8614000082015991,0.6767181754112244,1.3325999975204468,10.270990371704102,9.937867992533029,68.73158059624112,7627.566015625,7683.555575718094,7571.576455531906,7636.8950602213545,7636.8950602213545,54.57515462239553,10.442406532060543,-0.0031661488367130675,24.47021484375,7703.695068359375,7703.6650390625,12.21484375,35.99234801862471,24.47021484375,0,0,0,-1,0,7715.85986328125,7715.93017578125,7691.4599609375,7691.47021484375
2023-12-20 10:00:00,181.3990020751953,1.0955302715301514,1.2655503749847412,143.3489990234375,0.8618199825286865,0.6762102842330933,1.3331999778747559,10.28302001953125,11.430765054108633,70.39438003481243,7631.300024414062,7690.990966506291,7571.609082321833,7640.240835336538,7640.240835336538,40.14930138221189,10.442406532060543,-0.00144056699376105,19.14013671875,7686.880126953125,7685.93505859375,5.5400390625,35.99234801862471,19.14013671875,0,0,-1,0,0,7691.47998046875,7696.4501953125,7677.31005859375,7680.39013671875
2023-12-20 11:00:00,181.37100219726562,1.0940918922424316,1.2651340961456299,143.36900329589844,0.8637800216674805,0.6771672964096069,1.3338899612426758,10.300009727478027,12.655716173973815,70.66055469260034,7634.783032226563,7698.023847056797,7571.542217396328,7643.277204241072,7643.277204241072,39.47279575892844,10.442406532060543,0.0003072582563179438,12.830078125,7685.875,7681.580078125,1.179931640625,35.99234801862471,12.830078125,0,-1,0,1,0,7680.41015625,7692.2900390625,7679.4599609375,7682.75
2023-12-20 12:00:00,181.44000244140625,1.0939722061157227,1.2637910842895508,143.56500244140625,0.8649799823760986,0.6760684847831726,1.3346799612045288,10.311100006103516,13.734164088814396,70.06886890220271,7638.8680419921875,7704.457179342195,7573.27890464218,7646.15673828125,7646.15673828125,40.3134765625,10.442406532060543,0.0004842295849467604,11.169921875,7682.794921875,7684.650146484375,1.860107421875,35.99234801862471,11.169921875,0,0,0,0,0,7682.830078125,7688.3798828125,7677.2099609375,7686.47021484375
2023-12-20 13:00:00,181.48500061035156,1.0963709354400635,1.2660951614379883,143.3470001220703,0.8619599938392639,0.6770893335342407,1.3340400457382202,10.289569854736328,15.768829236265447,73.01221223086759,7643.32255859375,7715.149218070075,7571.495899117424,7650.052581787109,7650.052581787109,58.437652587890625,10.442406532060543,0.002864776537964797,30.86962890625,7698.155029296875,7697.460205078125,11.010009765625,35.99234801862471,30.86962890625,0,0,0,0,2,7686.43017578125,7713.58984375,7682.72021484375,7708.490234375
2023-12-20 14:00:00,181.7270050048828,1.0973334312438965,1.2678771018981934,143.33599853515625,0.8611199855804443,0.6774379014968872,1.3328700065612793,10.295180320739746,16.797232584355697,69.25180162717677,7647.427563476563,7722.661414715428,7572.193712237698,7653.044778262868,7653.044778262868,47.87514361213198,10.442406532060543,-0.000982074604731431,26.2900390625,7703.2548828125,7704.744873046875,3.78515625,36.97333333391202,26.2900390625,0,0,0,0,-2,7708.56982421875,7716.39990234375,7690.10986328125,7700.919921875
2023-12-20 15:00:00,182.00999450683594,1.0973334312438965,1.266784906387329,143.67999267578125,0.8610100150108337,0.6771214008331299,1.3319499492645264,10.287199974060059,18.270832048039665,75.30411657043472,7651.886059570313,7732.053043380318,7571.7190757603075,7656.467854817708,7656.467854817708,58.19230143229197,10.442406532060543,0.001784232859761259,17.32958984375,7708.905029296875,7707.719970703125,6.8701171875,38.5186939305047,17.32958984375,0,0,0,0,0,7700.77978515625,7717.56982421875,7700.240234375,7714.66015625
2023-12-20 16:00:00,181.98199462890625,1.0960105657577515,1.265854835510254,143.76600646972656,0.8614599704742432,0.676411509513855,1.3323500156402588,10.306360244750977,19.831693770274796,77.54861549143575,7657.578051757812,7741.380940333505,7573.775163182119,7660.026906866777,7660.026906866777,64.0629368832233,10.442406532060543,0.0012223075688384544,12.419921875,7718.31005859375,7719.369873046875,4.71484375,40.328613663491,12.419921875,0,0,0,0,0,7714.64990234375,7724.52001953125,7712.10009765625,7724.08984375
2023-12-21 08:00:00,180.8509979248047,1.0943313837051392,1.2621163129806519,143.31100463867188,0.8628399968147278,0.6743497252464294,1.3342399597167969,10.302760124206543,19.629716926806395,70.65697528072869,7662.16806640625,7745.294103000885,7579.042029811614,7662.16806640625,7662.16806640625,40.682031250000364,10.442406532060543,-0.002749805675931638,27.330078125,7701.46484375,7708.989990234375,10.619873046875,38.99260168842255,27.330078125,0,0,0,0,0,7715.1298828125,7715.1298828125,7687.7998046875,7702.85009765625
2023-12-21 09:00:00,180.69200134277344,1.0946906805038452,1.2632005214691162,143.072998046875,0.8620200157165527,0.6750097870826721,1.3347899913787842,10.33096981048584,18.93539494079596,68.12909161211184,7666.115063476563,7747.937080338124,7584.293046615001,7663.833403087798,7663.833403087798,33.306733630952294,10.442406532060543,-0.0007412789896089622,14.509765625,7703.72509765625,7700.0,2.85498046875,36.31244260257955,14.509765625,0,0,0,0,0,7702.85986328125,7710.97998046875,7696.47021484375,7697.14013671875
2023-12-21 10:00:00,180.76800537109375,1.0957703590393066,1.2641266584396362,143.0240020751953,0.8616899847984314,0.6745271682739258,1.335260033607483,10.350339889526367,17.19088844334783,61.77755253675318,7669.0445556640625,7748.322302064394,7589.766809263731,7664.580055930398,7664.580055930398,15.679709694602025,10.442406532060543,-0.002193070516310791,19.40966796875,7687.574951171875,7688.6748046875,8.440185546875,32.15897579313233,19.40966796875,0,0,0,0,0,7697.08984375,7697.27978515625,7677.8701171875,7680.259765625
2023-12-21 11:00:00,180.75,1.0982975959777832,1.2665764093399048,142.72799682617188,0.85903000831604,0.6757989525794983,1.334030032157898,10.29833984375,15.561930010152537,59.323473726542765,7671.623046875,7748.557385466094,7594.688708283906,7665.218304177989,7665.218304177989,14.041461447010988,10.442406532060543,-0.00013020392936136105,9.85986328125,7678.449951171875,7679.784912109375,0.5,27.57695372918434,9.85986328125,0,0,0,0,0,7680.31005859375,7683.3798828125,7673.52001953125,7679.259765625
2023-12-21 12:00:00,180.6790008544922,1.0982975959777832,1.265806794166565,142.7729949951172,0.8586999773979187,0.6759588718414307,1.335279941558838,10.298649787902832,13.979573162426277,58.2938882135492,7674.638037109375,7747.143062771214,7602.133011447535,7665.717956542969,7665.717956542969,11.49200439453125,10.442406532060543,-0.00026692737972944247,13.33984375,7675.080078125,7678.18994140625,1.02490234375,23.178723532486522,13.33984375,0,0,0,0,0,7679.169921875,7681.75,7668.41015625,7677.2099609375
2023-12-21 13:00:00,180.3159942626953,1.0995051860809326,1.2682790756225586,142.2169952392578,0.857990026473999,0.67798912525177,1.3327000141143799,10.294759750366211,12.902382068202314,38.723571259898826,7678.075048828125,7744.771390211733,7611.378707444516,7666.40083984375,7666.40083984375,16.389199218750036,10.442406532060543,0.0007268367223760563,12.080078125,7682.41015625,7680.050048828125,2.7900390625,19.397370342285274,12.080078125,0,0,0,0,0,7677.31005859375,7688.4501953125,7676.3701171875,7682.7900390625
2023-12-21 14:00:00,180.218994140625,1.0995051860809326,1.266784906387329,142.28199768066406,0.8573099970817566,0.6785779595375061,1.3319100141525269,10.295040130615234,12.282673944385351,49.067158514740264,7681.914038085937,7741.08083191473,7622.747244257144,7667.272723858173,7667.272723858173,21.797100360577133,10.442406532060543,0.000817383414660755,20.759765625,7692.3798828125,7686.114990234375,3.139892578125,14.501746421104793,20.759765625,0,-1,0,0,0,7683.16015625,7702.759765625,7682.0,7689.06982421875
2023-12-21 15:00:00,179.88499450683594,1.0992635488510132,1.2654544115066528,142.16400146484375,0.8568099737167358,0.6786608695983887,1.330399990081787,10.272780418395996,11.914153747427008,55.29551367625187,7685.705029296875,7736.62776714823,7634.78229144552,7668.236328125,7668.236328125,25.0537109375,10.442406532060543,0.0005488589569648816,14.81982421875,7688.610107421875,7691.155029296875,2.110107421875,13.419272361269238,14.81982421875,0,0,0,0,2,7689.02001953125,7696.02001953125,7681.2001953125,7693.2900390625
2023-12-21 16:00:00,180.05299377441406,1.0993843078613281,1.2668811082839966,142.1649932861328,0.857699990272522,0.6790894269943237,1.3294600248336792,10.288680076599121,11.647718814709151,55.33955697596648,7689.158520507813,7731.9518953217375,7646.365145693888,7669.219674246652,7669.219674246652,26.550345284597825,10.442406532060543,0.00032235629440169333,9.84033203125,7698.219970703125,7694.544921875,1.239990234375,13.425105769656838,9.84033203125,0,-1,0,0,2,7693.31982421875,7703.14013671875,7693.2998046875,7695.77001953125
2023-12-22 08:00:00,180.57899475097656,1.1009578704833984,1.2703090906143188,142.21600341796875,0.8560100197792053,0.6790387630462646,1.3272000551223755,10.242440223693848,10.809846028554603,50.27997504486533,7691.56953125,7727.306304045652,7655.832758454349,7671.683244977678,7669.839001885776,15.496930803571558,10.442406532060543,-0.0011161772932662961,20.349609375,7686.60498046875,7690.945068359375,4.294921875,13.108742776971695,20.349609375,0,0,0,0,0,7694.7099609375,7696.77978515625,7676.43017578125,7687.18017578125
2023-12-22 09:00:00,180.28599548339844,1.1007153987884521,1.2684237957000732,142.1540069580078,0.8556200265884399,0.6793385744094849,1.3274999856948853,10.229419708251953,10.996050714692501,47.92664087992223,7694.671533203125,7721.822295129475,7667.520771276776,7674.604684012277,7670.960042317708,28.865530831472825,10.442406532060543,0.0021191176335142448,24.6796875,7697.77001953125,7695.295166015625,8.14501953125,12.967211656469178,24.6796875,0,0,0,0,0,7687.1201171875,7710.10986328125,7685.43017578125,7703.47021484375
2023-12-22 10:00:00,180.70399475097656,1.102292776107788,1.2718924283981323,142.12100219726562,0.8544999957084656,0.680230438709259,1.3273999691009521,10.202520370483398,11.638925656386164,55.139515230972144,7694.558032226562,7721.351771132737,7667.764293320388,7677.673967633928,7672.336488785282,35.95591517857156,10.442406532060543,0.001318843025987615,19.4697265625,7705.47509765625,7708.52490234375,5.079833984375,13.483033099653381,19.4697265625,0,0,0,0,0,7703.419921875,7715.2099609375,7695.740234375,7713.6298828125
2023-12-22 11:00:00,180.75399780273438,1.1027790307998657,1.2733986377716064,141.9969940185547,0.8532500267028809,0.6811015009880066,1.3270699977874756,10.222920417785645,11.214397640151219,43.95990884071571,7694.96953125,7721.816335265631,7668.1227272343685,7680.630754743303,7673.191604614258,19.06944056919656,10.442406532060543,-0.0018058537564834554,15.02978515625,7707.094970703125,7706.739990234375,6.96484375,13.174316635716822,15.02978515625,0,0,0,0,0,7713.77978515625,7714.60986328125,7699.580078125,7699.7001953125
