date,Open,High,Low,Adj Close,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Volatility,Log Returns,Close
2024-03-07 01:00:00,1.0906314849853516,1.0906314849853516,1.0900371074676514,1.0901559591293335,-0.00032696092931672194,0.0005943775177001953,-0.0004755258560180664,0.0,-0.0005449847413016675,1.0902985095977784,0.00011646498430236061,-0.0003270143926953133,1.0901559591293335
2024-03-07 02:00:00,1.0900371074676514,1.0901559591293335,1.089680790901184,1.0901559591293335,0.0,0.00047516822814941406,0.0001188516616821289,0.0001090345098051224,-0.0003268848042201714,1.0902747631072998,0.00013019548529628736,0.0,1.0901559591293335
2024-03-07 03:00:00,1.0901559591293335,1.0903936624526978,1.0897995233535767,1.0903936624526978,0.00021804524515389723,0.0005941390991210938,0.0002377033233642578,0.00021804524515382415,-0.0003269585170561355,1.090298557281494,0.00013860776136269612,0.00021802147674442645,1.0903936624526978
2024-03-07 04:00:00,1.0903936624526978,1.0907504558563232,1.0903936624526978,1.0906314849853516,0.00021810703862579217,0.0003567934036254883,0.0002378225326538086,0.00032721522135677883,0.0,1.0903699159622193,0.00019019544439659314,0.00021808325674357753,1.0906314849853516
2024-03-07 05:00:00,1.0907504558563232,1.090869426727295,1.090274691581726,1.0903936624526978,-0.00021805947831865513,0.0005947351455688477,-0.0003567934036254883,0.0001090724925512668,-0.00043618067913036657,1.0903461456298829,0.0001779191134530499,-0.00021808325674350085,1.0903936624526978
2024-03-07 06:00:00,1.0903936624526978,1.0906314849853516,1.0901559591293335,1.090274691581726,-0.00010910818273102141,0.0004755258560180664,-0.00011897087097167969,0.00021810703862571793,-0.00021799771178931406,1.0903698921203613,0.0001577284702367582,-0.0001091141354617892,1.090274691581726
2024-03-07 07:00:00,1.0903936624526978,1.0906314849853516,1.0894432067871094,1.089680790901184,-0.0005447257329989075,0.0011882781982421875,-0.0007128715515136719,0.00021810703862571793,-0.0008716628666480447,1.0902748584747315,0.00031885029346986844,-0.0005448741499611428,1.089680790901184
2024-03-07 08:00:00,1.089680790901184,1.0901559591293335,1.0890873670578003,1.0900371074676514,0.0003269916928356764,0.0010685920715332031,0.00035631656646728516,0.0004360618560197267,-0.0005445850274124936,1.090203547477722,0.00032413343330911753,0.0003269382427036,1.0900371074676514
2024-03-07 09:00:00,1.0900371074676514,1.0905125141143799,1.089561939239502,1.0905125141143799,0.0004361380392203795,0.0009505748748779297,0.0004754066467285156,0.0004361380392204896,-0.00043591931402529383,1.0901797533035278,0.00029489369998266223,0.000436042958670244,1.0905125141143799
2024-03-07 10:00:00,1.0903936624526978,1.0903936624526978,1.0893245935440063,1.0900371074676514,-0.00043594790575562925,0.0010690689086914062,-0.0003565549850463867,0.0,-0.000980443068869894,1.0901084423065186,0.0002771194292608599,-0.00043604295867031217,1.0900371074676514
2024-03-07 11:00:00,1.0900371074676514,1.0901559591293335,1.089561939239502,1.089680790901184,-0.0003268848042201622,0.000594019889831543,-0.00035631656646728516,0.0001090345098051224,-0.00043591931402529383,1.0899896621704102,0.0003061630904198638,-0.00032693824270358,1.089680790901184
2024-03-07 12:00:00,1.0897995233535767,1.090274691581726,1.089680790901184,1.089680790901184,0.0,0.0005939006805419922,-0.00011873245239257812,0.00043601434756294124,-0.00010894889367102093,1.0899896621704102,0.0003061630904198638,0.0,1.089680790901184
2024-03-07 13:00:00,1.089680790901184,1.0899182558059692,1.087074637413025,1.0875475406646729,-0.0019576836210418724,0.002843618392944336,-0.0021332502365112305,0.00021792152965160452,-0.0023916669082547077,1.0894917488098144,0.0010189010755645312,-0.0019596023882569873,1.0875475406646729
2024-03-07 14:00:00,1.0875475406646729,1.0920606851577759,1.0874292850494385,1.0918222665786743,0.003930610620836772,0.004631400108337402,0.004274725914001465,0.004149836512291448,-0.00010873604216152344,1.0897536993026733,0.001359195200797496,0.003922905953675621,1.0918222665786743
