date,EURUSD=X,GBPUSD=X,USDJPY=X,USDCHF=X,AUDUSD=X,USDCAD=X,USDNOK=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2024-04-11 04:00:00,1.074806571006775,1.2545634508132935,152.94200134277344,0.9127399921417236,0.6517502665519714,1.3679800033569336,10.83156967163086,-0.12822405777427548,51.37646216280734,191.99209899902343,192.84560873951185,191.138589258535,192.11285618373327,192.20104762486048,-0.2448599679129586,36.099928736092714,0.0008084938495012128,0.1750030517578125,191.7874984741211,191.79249572753906,0.0774993896484375,0.14739784190378682,0.1750030517578125,0,0,0,0,2,191.7169952392578,191.875,191.6999969482422,191.8679962158203
2024-04-11 05:00:00,1.0749220848083496,1.2547838687896729,152.8939971923828,0.9125099778175354,0.6519160270690918,1.3677200078964233,10.827850341796875,-0.11922208615740715,45.65659679408138,191.94574890136718,192.71948628547634,191.17201151725803,192.0962132045201,192.18385714576357,-0.2582157679966599,36.88780185454455,-0.0001563511366592385,0.1150054931640625,191.84749603271484,191.85800170898438,0.0149993896484375,0.11054249399502639,0.1150054931640625,0,0,0,0,-2,191.8780059814453,191.90499877929688,191.7899932861328,191.83799743652344
2024-04-11 06:00:00,1.0746910572052002,1.25448477268219,152.96499633789062,0.9127299785614014,0.65237957239151,1.3678699731826782,10.832460403442383,-0.10916152766250775,53.76998884343622,191.89904861450196,192.56025518931548,191.23784203968845,192.08057022094727,192.1684283301944,-0.21457290649414062,37.56249522395378,0.0001459558497474145,0.0970001220703125,191.86649322509766,191.85150146484375,0.01399993896484375,0.11219219239754157,0.0970001220703125,0,0,0,0,0,191.83700561523438,191.9149932861328,191.8179931640625,191.86599731445312
2024-04-11 07:00:00,1.0730764865875244,1.2534469366073608,153.16400146484375,0.9145299792289734,0.6518394947052002,1.36913001537323,10.848730087280273,-0.09307650768661802,60.60360906986674,191.85759887695312,192.36353935148952,191.35165840241672,192.06646292550224,192.15147581554595,-0.0834612165178612,37.95240421507005,0.000609823502699669,0.1890106201171875,191.92350006103516,191.92449951171875,0.058502197265625,0.11394570204560975,0.1890106201171875,0,0,0,0,0,191.86599731445312,192.01800537109375,191.82899475097656,191.98300170898438
2024-04-11 08:00:00,1.0746910572052002,1.2562499046325684,153.1300048828125,0.9137399792671204,0.6528693437576294,1.3680100440979004,10.796600341796875,-0.05785735735997832,68.65826405649415,191.8374984741211,192.20887549833105,191.46612144991116,192.06585584368025,192.1430231730143,0.27813829694474634,38.25699260999049,0.0018803353860870065,0.4040069580078125,192.1780014038086,192.16399383544922,0.1804962158203125,0.17817709937213408,0.4040069580078125,0,0,0,0,2,191.98399353027344,192.3800048828125,191.9759979248047,192.343994140625
2024-04-11 09:00:00,1.0745755434036255,1.255350947380066,153.23599243164062,0.9137899875640869,0.6522391438484192,1.3685400485992432,10.798859596252441,-0.030682897569136003,71.55047136416142,191.84439849853516,192.24628699065065,191.44251000641967,192.0622841971261,192.14547547839936,0.2537100655692086,38.50429992954607,-0.00014557188569774837,0.2610015869140625,192.44649505615234,192.33049774169922,0.01399993896484375,0.2124953983617785,0.2610015869140625,0,-1,0,0,-2,192.34500122070312,192.57699584960938,192.3159942626953,192.3159942626953
2024-04-11 10:00:00,1.073306918144226,1.2535254955291748,153.16299438476562,0.9131100177764893,0.652277410030365,1.3687900304794312,10.812800407409668,-0.027535684107448333,54.80182859950687,191.85299835205078,192.26037296374582,191.44562374035573,192.04728426252092,192.13885643368675,-0.05128206525529322,38.583489593343806,-0.0016638869099602216,0.4080047607421875,192.17200469970703,192.15750122070312,0.15999603271484375,0.21166798357713146,0.4080047607421875,0,0,0,0,0,192.31900024414062,192.37600708007812,191.96800231933594,191.99600219726562
2024-04-11 11:00:00,1.073306918144226,1.2540757656097412,153.0659942626953,0.9121900200843811,0.6525583267211914,1.3686100244522095,10.823960304260254,-0.027701328874599085,47.84777352599615,191.8519485473633,192.25819287835483,191.44570421637175,192.02814156668526,192.13383265904017,-0.0821424211774513,38.52806965141616,-0.0002604379840495108,0.2050018310546875,191.92049407958984,191.96949768066406,0.02500152587890625,0.20121615631939446,0.2050018310546875,0,1,0,0,0,191.9929962158203,192.0229949951172,191.8179931640625,191.9459991455078
2024-04-11 12:00:00,1.0731916427612305,1.2539499998092651,153.08799743652344,0.9128000140190125,0.65237957239151,1.3691099882125854,10.828399658203125,-0.027382528082370072,56.16360601001669,191.86104888916014,192.2674349584846,191.45466281983568,192.00285611833846,192.12940434047155,-0.05385099138533178,38.35355432575428,1.566055796264898e-05,0.233001708984375,191.9654998779297,191.94750213623047,0.00150299072265625,0.20099244205987427,0.233001708984375,1,0,0,0,0,191.9459991455078,192.08200073242188,191.8489990234375,191.94900512695312
2024-04-11 13:00:00,1.0744600296020508,1.256691813468933,152.84300231933594,0.9089499711990356,0.6545873284339905,1.3670599460601807,10.802980422973633,-0.019330394742610224,61.31269621084909,191.88009872436524,192.2894213389901,191.47077610974037,191.97824914114815,192.1250948224749,0.09775488717215808,38.04343652296652,0.0006616283386475796,0.3639984130859375,192.00499725341797,192.01200103759766,0.06349945068359375,0.20372163235251076,0.3639984130859375,0,0,0,0,0,191.947998046875,192.18699645996094,191.822998046875,192.0760040283203
