date,Open,High,Low,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,Volatility,MA_diff,ADX,Moving Average Slope,Doji,Three Crows Pattern,Hammer_Signal,Engulfing,Harami,Three_crows,Piercing,Close
2023-12-08 13:00:00,1.077934741973877,1.078283429145813,1.0730764865875244,-0.0006699049172844695,29.10664886005914,1.0789419114589691,1.0812861936582747,1.0765976292596635,1.0751532316207886,1.0751532316207886,0.0,0.0,46.91883274864738,-8.255243301391602e-06,0,0,0,0,0,0,0,1.0751532316207886
2023-12-08 14:00:00,1.0751532316207886,1.075384497642517,1.0735372304916382,-0.0008238720390334464,24.125614850334927,1.078645646572113,1.0814319706537763,1.0758593224904498,1.075037658214569,1.075037658214569,0.00011557340621948242,-0.00011557340621948242,46.91883274864738,-8.255243301391602e-06,0,0,0,0,0,0,0,1.0749220848083496
2023-12-08 15:00:00,1.0768898725509644,1.0788650512695312,1.0750375986099243,-0.0008089251474470149,41.042961361794106,1.0784943997859955,1.0812659617641651,1.0757228378078258,1.075732429822286,1.075732429822286,0.0009870764823098352,0.0013895432154338305,46.91883274864738,4.962654340834316e-05,1,0,0,0,0,0,0,1.0771219730377197
2023-12-08 16:00:00,1.0768898725509644,1.0772379636764526,1.074806571006775,-0.0009261503533415372,33.340242045219014,1.0782390475273131,1.0813769046725916,1.0751011903820347,1.0755009651184082,1.0755009651184082,0.0009441756795589067,-0.0006943941116333008,46.91883274864738,-1.6533193134120922e-05,0,0,0,0,0,0,0,1.074806571006775
2023-12-08 17:00:00,1.074806571006775,1.0759629011154175,1.0743446350097656,-0.0009494018598985576,37.17631871724969,1.0780473887920379,1.081281337900927,1.0748134396831488,1.0755702257156372,1.0755702257156372,0.0008557816850169743,0.0002770423889160156,46.91883274864738,4.947185516357422e-06,0,0,0,0,0,0,0,1.0758472681045532
2023-12-08 18:00:00,1.0759629011154175,1.0765421390533447,1.0756157636642456,-0.0009518313412089086,39.99284948158742,1.0778615117073058,1.081127436098745,1.0745955873158666,1.0756356716156006,1.0756356716156006,0.0007948067308800042,0.00032722949981689453,46.91883274864738,4.6747071402413506e-06,1,0,0,0,0,0,0,1.0759629011154175
2023-12-08 19:00:00,1.0760787725448608,1.0764262676239014,1.0759629011154175,-0.000930654275704601,40.50653102458218,1.0777046978473663,1.0809747522488093,1.0744346434459233,1.0757155077798026,1.0757155077798026,0.0007613903248589314,0.00047901698521202185,46.91883274864738,5.702583157288618e-06,0,0,0,0,0,0,0,1.0761945247650146
2023-12-08 20:00:00,1.0761945247650146,1.0768898725509644,1.0760787725448608,-0.0008770028667703933,43.95777756113125,1.0775419175624847,1.08067003287901,1.0744138022459595,1.0758333206176758,1.0758333206176758,0.0007774380212044708,0.0008246898651123047,46.91883274864738,8.415202705225333e-06,0,0,0,0,0,0,0,1.076658010482788
2023-12-11 00:00:00,1.0770059823989868,1.07758629322052,1.0768898725509644,-0.0007771658107191826,47.53638332476594,1.077460527420044,1.0805016819073627,1.0744193729327252,1.0760151810116239,1.0760151810116239,0.0008954545476630248,0.001454883151584152,46.91883274864738,1.299002813914818e-05,0,0,0,0,0,0,0,1.077470064163208
2023-12-11 01:00:00,1.07758629322052,1.07758629322052,1.0771219730377197,-0.0007100015651690939,42.21999609935994,1.0773559093475342,1.0802849231546687,1.0744268955403997,1.0761258602142334,1.0761258602142334,0.0009120876795845913,0.0009961128234863281,46.91883274864738,7.905657329253049e-06,0,0,0,0,0,-1,0,1.0771219730377197
