date,Doji,Three Crows Pattern,Hammer_Signal,Engulfing,Harami,Three_crows,Piercing,Three line Strike,Three Outside,Daily Return,High-Low Range,Close-Open Change,Moving Average,BB_Middle,BB_Upper,BB_Lower,RSI,Stochastic,Close
2024-03-07 18:15:00,0,0,0,0,0,0,0,0,0,6.239393146167949e-05,0.0027799606323242188,0.0008802413940429688,10.408900260925293,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.408900260925293
2024-03-07 18:20:00,0,0,0,0,0,0,0,0,0,6.239393146167949e-05,0.0034894943237304688,0.0002899169921875,10.40922498703003,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.409549713134766
2024-03-07 18:25:00,0,0,0,-1,0,0,0,0,0,-0.0002593629949564358,0.0032596588134765625,-0.002910614013671875,10.408433278401693,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.40684986114502
2024-03-07 18:30:00,0,0,-1,0,1,0,0,0,1,9.228056995480571e-05,0.004250526428222656,0.000949859619140625,10.40827751159668,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.40781021118164
2024-03-07 18:35:00,0,0,0,1,0,0,0,0,0,7.394592692633317e-05,0.003810882568359375,0.0020694732666015625,10.40833797454834,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.40857982635498
2024-03-07 18:40:00,1,0,0,0,-1,0,0,0,-1,-1.9241011721682355e-06,0.0024805068969726562,-1.049041748046875e-05,10.408374945322672,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.408559799194336
2024-03-07 18:45:00,0,0,0,0,0,0,0,0,0,-0.0001998320348068905,0.005649566650390625,-0.0020399093627929688,10.407971541086832,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.406479835510254
2024-03-07 18:50:00,0,0,0,0,0,0,0,0,0,-2.300223103313126e-05,0.00218963623046875,0.0006008148193359375,10.407419999440512,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.406240463256836
2024-03-07 18:55:00,0,0,1,0,0,0,0,0,0,4.4172631040950705e-05,0.00279998779296875,-0.0006399154663085938,10.407395044962565,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.406700134277344
2024-03-07 19:00:00,0,0,0,0,0,0,0,0,0,-5.5717372163477386e-05,0.0035600662231445312,-0.00070953369140625,10.407113393147787,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.406120300292969
2024-03-07 19:05:00,0,0,0,1,0,0,0,0,0,0.00031709350262576486,0.006030082702636719,0.004139900207519531,10.407253424326578,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.409420013427734
2024-03-07 19:10:00,0,0,0,0,-1,0,0,0,0,-0.0002843775228885681,0.003940582275390625,-0.0027799606323242188,10.406903425852457,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.40645980834961
2024-03-07 19:15:00,0,0,0,0,0,0,0,0,-1,-9.989035887580933e-05,0.0033407211303710938,-0.0010395050048828125,10.406726837158203,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.405420303344727
2024-03-07 19:20:00,0,0,0,0,0,0,0,0,0,-0.00032004768820537155,0.004519462585449219,-0.00341033935546875,10.40603510538737,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.402090072631836
2024-03-07 19:25:00,0,0,0,0,0,0,0,0,0,2.7871032663995265e-05,0.0030298233032226562,0.00035953521728515625,10.405315081278482,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.402379989624023
2024-03-07 19:30:00,0,0,0,0,0,0,0,0,1,0.000137426031515675,0.0037202835083007812,0.0014295578002929688,10.404929955800375,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.403809547424316
2024-03-07 19:35:00,0,0,0,1,0,0,0,0,0,0.00023264799341116138,0.0037794113159179688,0.00238037109375,10.404398282368978,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.406229972839355
2024-03-07 19:40:00,0,0,0,0,-1,0,0,0,0,-0.00019602770341586861,0.0029296875,-0.0019702911376953125,10.404019991556803,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.404190063476562
2024-03-07 19:45:00,0,0,0,0,0,0,0,0,-1,-0.00015472633970281535,0.00337982177734375,-0.002719879150390625,10.403546651204428,10.404663350847033,10.410137796556604,10.39918890513746,42.27540594395218,21.121971950701234,10.402580261230469
