date,Hammer,Doji,Dark Cloud Cover,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Moving Average2,Moving Average3,Volatility,Log Returns,RSI,MACD,MACD_Signal,Stochastic,Close
2024-03-04 18:40:00,0,0,0,0,-0.0001085486745866504,0.00011789798736572266,0.00011789798736572266,0.00010856045868056123,0.0,1.086130142211914,1.086130142211914,1.086130142211914,1.086130142211914,0.0,-0.00010855456642039868,44.44444444444444,0.0,0.0,24.987367357251138,1.086130142211914
2024-03-04 18:45:00,0,0,0,0,-0.0001085486745866504,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,1.0860711932182312,1.0860711932182312,1.0860711932182312,1.0860711932182312,5.894899368286133e-05,-0.00010855456642039868,44.44444444444444,-9.404967653114937e-06,-1.8809935306229875e-06,24.987367357251138,1.0860122442245483
2024-03-04 18:50:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0860515435536702,1.0860515435536702,1.0860515435536702,1.0860515435536702,5.557764423635251e-05,0.0,44.44444444444444,-1.6666352935290618e-05,-4.838065411556514e-06,24.987367357251138,1.0860122442245483
2024-03-04 18:55:00,0,0,0,0,0.0,0.00011801719665527344,0.00011801719665527344,0.00010868203708780005,0.0,1.0860417187213898,1.0860417187213898,1.0860417187213898,1.0860417187213898,5.105132605687028e-05,0.0,44.44444444444444,-2.216554251033287e-05,-8.303560831311786e-06,24.987367357251138,1.0860122442245483
2024-03-04 19:00:00,1,0,0,0,-0.00010867022658622716,0.0,0.0,0.0,0.0,1.0860122203826905,1.0860122203826905,1.0860122203826905,1.0860122203826905,7.460293732701574e-05,-0.00010867613162310532,44.44444444444444,-3.563590282196216e-05,-1.377002922944186e-05,24.987367357251138,1.085894227027893
2024-03-04 19:05:00,0,0,0,0,0.00010868203708769286,0.00011801719665527344,0.00011801719665527344,0.00010868203708780005,0.0,1.0860122243563335,1.0860122243563335,1.0860122243563335,1.0860122243563335,6.810285329654985e-05,0.00010867613162297485,44.44444444444444,-3.6369019540183345e-05,-1.828982729159016e-05,24.987367357251138,1.0860122442245483
2024-03-04 19:10:00,0,0,0,0,0.0,0.00011801719665527344,0.00011801719665527344,0.00010868203708780005,0.0,1.0860122271946497,1.0860122271946497,1.0860122271946497,1.0860122271946497,6.305099081711793e-05,0.0,44.44444444444444,-3.6528936974145054e-05,-2.193764922810114e-05,24.987367357251138,1.0860122442245483
2024-03-04 19:15:00,1,0,0,0,-0.00010867022658622716,0.0,0.0,0.0,0.0,1.0859974771738052,1.0859974771738052,1.0859974771738052,1.0859974771738052,7.07208654999107e-05,-0.00010867613162310532,44.44444444444444,-4.5652421454933645e-05,-2.668060367346764e-05,24.987367357251138,1.085894227027893
2024-03-04 19:20:00,0,0,0,0,0.0,0.00011801719665527344,-0.00011801719665527344,0.0,-0.00010867022658620386,1.0859860049353705,1.0859860049353705,1.0859860049353705,1.0859860049353705,7.415270196246352e-05,0.0,44.44444444444444,-5.228019509151416e-05,-3.1800521957076946e-05,24.987367357251138,1.085894227027893
2024-03-04 19:25:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0859768271446228,1.0859768271446228,1.0859768271446228,1.0859768271446228,7.554367924971102e-05,0.0,44.44444444444444,-5.687710953505842e-05,-3.6815839472673245e-05,24.987367357251138,1.085894227027893
2024-03-04 19:30:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0859693180431018,1.0859693180431018,1.0859693180431018,1.0859693180431018,7.58413423880382e-05,0.0,44.44444444444444,-5.9830508492009216e-05,-4.1418773276540445e-05,24.987367357251138,1.085894227027893
2024-03-04 19:35:00,0,0,0,0,0.00010868203708769286,0.0002359151840209961,0.00011801719665527344,0.00021725429434015788,0.0,1.085972895224889,1.085972895224889,1.085972895224889,1.085972895224889,7.357541690137297e-05,0.00010867613162297485,44.44444444444444,-5.2048118670988686e-05,-4.354464235543009e-05,24.987367357251138,1.0860122442245483
2024-03-04 19:40:00,0,0,0,0,0.0,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,1.0859759220710168,1.0859759220710168,1.0859759220710168,1.0859759220710168,7.146238605753382e-05,0.0,44.44444444444444,-4.535766375513006e-05,-4.390724663537009e-05,24.987367357251138,1.0860122442245483
2024-03-04 19:45:00,0,0,0,0,0.00010856045868057329,0.00011789798736572266,0.00011789798736572266,0.00010856045868056123,0.0,1.0859869377953666,1.0859869377953666,1.0859869377953666,1.0859869377953666,7.949588909880422e-05,0.00010855456642041928,44.44444444444444,-3.0193990242066704e-05,-4.1164595356709415e-05,24.987367357251138,1.086130142211914
2024-03-04 19:50:00,0,0,0,0,-0.0001085486745866504,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,1.0859886248906454,1.0859886248906454,1.0859886248906454,1.0859886248906454,7.70593149771724e-05,-0.00010855456642039868,44.44444444444444,-2.737449585210605e-05,-3.8406575455788745e-05,24.987367357251138,1.0860122442245483
2024-03-04 19:55:00,0,0,0,0,-0.00010867022658622716,0.00011801719665527344,-0.00011801719665527344,0.0,-0.00010867022658620386,1.0859827250242233,1.0859827250242233,1.0859827250242233,1.0859827250242233,7.803288252505595e-05,-0.00010867613162310532,44.44444444444444,-3.4268007435445114e-05,-3.757886185172002e-05,24.987367357251138,1.085894227027893
2024-03-04 20:00:00,1,0,0,0,0.00010868203708769286,0.0,0.0,0.0,0.0,1.0859844614477718,1.0859844614477718,1.0859844614477718,1.0859844614477718,7.602097908432048e-05,0.00010867613162297485,44.44444444444444,-2.986391099479846e-05,-3.603587168033571e-05,24.987367357251138,1.0860122442245483
2024-03-04 20:05:00,0,0,0,0,0.0,0.00011789798736572266,0.0,0.00010856045868056123,0.0,1.0859860049353705,1.0859860049353705,1.0859860049353705,1.0859860049353705,7.415270196244491e-05,0.0,44.44444444444444,-2.6073078615240775e-05,-3.4043313067316726e-05,24.987367357251138,1.0860122442245483
2024-03-04 20:10:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0859873859505904,1.0859873859505904,1.0859873859505904,1.0859873859505904,7.241237215777515e-05,0.0,44.44444444444444,-2.2805924145608003e-05,-3.179583528297498e-05,24.987367357251138,1.0860122442245483
2024-03-04 20:15:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0859886288642884,1.0859886288642884,1.0859886288642884,1.0859886288642884,7.07864811541596e-05,0.0,44.44444444444444,-1.998629116628514e-05,-2.9433926459637012e-05,24.987367357251138,1.0860122442245483
2024-03-04 20:20:00,0,0,0,0,0.0,0.00011801719665527344,0.0,0.0,-0.00010867022658620386,1.0859897534052532,1.0859897534052532,1.0859897534052532,1.0859897534052532,6.926335081342017e-05,0.0,44.44444444444444,-1.7549413007023063e-05,-2.7057023769114225e-05,24.987367357251138,1.0860122442245483
2024-03-04 20:25:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.085990775715221,1.085990775715221,1.085990775715221,1.085990775715221,6.783284651117006e-05,0.0,44.44444444444444,-1.5440184671255963e-05,-2.4733655949542576e-05,24.987367357251138,1.0860122442245483
2024-03-04 20:30:00,0,0,0,0,0.0,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,1.0859917091286702,1.0859917091286702,1.0859917091286702,1.0859917091286702,6.648613760227209e-05,0.0,44.44444444444444,-1.3611698828075447e-05,-2.2509264525249152e-05,24.987367357251138,1.0860122442245483
