date,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,Volatility,MA_diff,ADX,Moving Average Slope,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Range,Doji,Three Crows Pattern,Hammer_Signal,Close
2024-04-03 11:00:00,-0.011502994652007104,51.702535070557374,10.838636493682861,10.849278676201905,10.827994311163817,10.838128083092826,10.795090225764683,0.004371379115447045,-0.004708283288138659,47.98084198822251,7.960261130892019e-06,-0.0008540487805220875,0.015260696411132812,10.839240074157715,10.838059902191162,0.004630088806152344,0.015260696411132812,0,0,0,10.833419799804688
2024-04-03 12:00:00,-0.012403091996828763,36.59869758670477,10.837435531616212,10.85315869278712,10.821712370445303,10.838902514321463,10.796213181813558,0.00723415465033489,-0.02612213407243935,45.49020707031618,-8.851654675545717e-05,-0.0019051619836643052,0.026050567626953125,10.82186508178711,10.823100090026855,0.010319709777832031,0.026050567626953125,0,0,0,10.812780380249023
2024-04-03 13:00:00,-0.013416518872883643,30.77716218259806,10.835365056991577,10.855852729865735,10.81487738411742,10.839397232873099,10.797143422989619,0.010190520215881455,-0.03359679494585244,42.8898713489849,-0.00013606888907296316,-0.0006455270593054285,0.016610145568847656,10.80994462966919,10.808340072631836,0.003489971160888672,0.016610145568847656,0,0,0,10.805800437927246
2024-04-03 14:00:00,-0.014971921531417465,22.02203269367449,10.832636070251464,10.860562087159765,10.804710053343163,10.839741379874093,10.797826567150297,0.014541555277843107,-0.04870095934186658,40.40558062112658,-0.0002298452416245362,-0.001365934664424584,0.023209571838378906,10.796535015106201,10.799590110778809,0.007380008697509766,0.023209571838378906,0,0,0,10.791040420532227
2024-04-03 15:00:00,-0.019183367390475325,10.091633940259442,10.827197551727295,10.87693708034853,10.77745802310606,10.839675446919033,10.798103614080519,0.026752715553145737,-0.10113575117928697,38.2052652249079,-0.0005221464196029249,-0.004865214358069414,0.05967998504638672,10.76087999343872,10.7635498046875,0.026250362396240234,0.05967998504638672,0,0,0,10.738539695739746
2024-04-03 16:00:00,-0.023643384200763506,8.664444359298571,10.820991516113281,10.89043095529885,10.751552076927712,10.839431231362479,10.798350611187162,0.03725482689715121,-0.12232155118669752,36.40886139377313,-0.0006299018859863281,-0.001995617297244512,0.029259681701660156,10.729799747467041,10.728630065917969,0.010715007781982422,0.029259681701660156,0,0,0,10.717109680175781
2024-04-03 17:00:00,-0.0267761197941212,11.003193103404499,10.815433549880982,10.897801300501213,10.733065799260752,10.83923773084368,10.798595991588774,0.04349354933135317,-0.1185374668666288,34.68664474977824,-0.0005978029601427792,0.0003350328501265931,0.025209426879882812,10.724824905395508,10.719110012054443,0.0017952919006347656,0.025209426879882812,0,0,0,10.72070026397705
2024-04-03 18:00:00,-0.0293266381710815,11.045051933983302,10.809708070755004,10.90297312586853,10.71644301564148,10.838972731998988,10.79885918299357,0.04835183798307267,-0.12335269110543301,33.15709485195707,-0.0005948981460260429,-0.0004738704523403747,0.0168304443359375,10.719285011291504,10.717394828796387,0.002540111541748047,0.0168304443359375,0,0,0,10.715620040893555
2024-04-03 19:00:00,-0.030814697840021665,12.529371588979458,10.80409255027771,10.904813547756698,10.703371552798723,10.838736159460884,10.799122038341704,0.05131424974790456,-0.11857662882123599,31.890964461047364,-0.000581940826104648,0.0004236329515949766,0.016739845275878906,10.716880321502686,10.716909885406494,0.002269744873046875,0.016739845275878906,0,0,0,10.720159530639648
2024-04-03 20:00:00,-0.03151187727547544,12.758418118641103,10.798458528518676,10.904127784472324,10.692789272565028,10.8385826587677,10.799417704627627,0.053161249833701046,-0.11517300605773961,31.049160358459982,-0.000579902103969029,0.0003031785171687673,0.017119407653808594,10.725200176239014,10.720789909362793,0.00162506103515625,0.017119407653808594,0,0,0,10.723409652709961
2024-04-03 21:00:00,-0.03229106318234898,11.370734115771498,10.792137002944946,10.902158115348776,10.682115890541116,10.83831708771842,10.799682944161551,0.054623056358495736,-0.12386720521109496,30.694960744805776,-0.0006319406081218203,-0.0008355337054919421,0.017350196838378906,10.71814489364624,10.718929767608643,0.004479885101318359,0.017350196838378906,0,0,0,10.714449882507324
2024-04-03 22:00:00,-0.032390005239669506,11.48131204809971,10.786005973815918,10.89830557923434,10.673706368397497,10.838053369522095,10.799967179979596,0.05460718377908342,-0.12010350227355993,30.887471297148114,-0.0006309188142115119,0.0003266602373048766,0.0041904449462890625,10.71922492980957,10.718685150146484,0.0017499923706054688,0.0041904449462890625,0,0,0,10.717949867248535
2024-04-03 23:00:00,-0.03216724730712528,9.461581842106852,10.779995012283326,10.893469531280399,10.666520493286253,10.837742587498257,10.800233513968331,0.05347973498530776,-0.1200921739850731,31.69751199751415,-0.000650556720033002,-2.7939460350179246e-05,0.009790420532226562,10.717345237731934,10.718990325927734,0.00014972686767578125,0.009790420532226562,0,0,0,10.717650413513184
2024-04-04 00:00:00,-0.03193335393347496,9.345632056542172,10.77404499053955,10.888464949297544,10.659625031781557,10.837310654776436,10.800493703569686,0.051132996392524756,-0.12409101213727602,33.10301895940553,-0.0006605119121317417,-0.0004134087885938609,0.012959480285644531,10.71589994430542,10.71300983428955,0.0022153854370117188,0.012959480285644531,1,0,0,10.71321964263916
2024-04-04 01:00:00,-0.0317822399711325,9.544695454295208,10.767698001861572,10.882146323317206,10.653249680405937,10.836815943036761,10.800540274665469,0.047203015698616915,-0.12953578404017918,35.03252857953006,-0.0006435695959597762,-0.0005544069701454157,0.017490386962890625,10.714425086975098,10.710850238800049,0.0029697418212890625,0.017490386962890625,0,0,0,10.707280158996582
2024-04-04 02:00:00,-0.03150469465359329,10.788964181994189,10.761075496673584,10.873939257517259,10.648211735829909,10.836333520071847,10.800506991431826,0.041673664226968034,-0.1317131587437217,37.31532695144732,-0.0005518368312290736,-0.0002484102058563087,0.0106201171875,10.704520225524902,10.707000255584717,0.0013298988342285156,0.0106201171875,0,0,0,10.704620361328125
2024-04-04 03:00:00,-0.031114248241609133,11.157831506232156,10.754269981384278,10.863892693667516,10.64464726910104,10.835894094194686,10.800434943607875,0.03503397154358815,-0.13369415828159958,39.75663261233182,-0.0005285739898681641,-0.00022611034612518566,0.011549949645996094,10.704914569854736,10.702284812927246,0.0012102127075195312,0.011549949645996094,1,0,0,10.702199935913086
2024-04-04 04:00:00,-0.030581335609699778,12.391791222580494,10.747225475311279,10.85117714075255,10.643273809870006,10.835400022779192,10.800367514292398,0.028997524147462622,-0.13468018940516835,42.11922028144363,-0.00046081932223567587,-0.00013829890563865632,0.009610176086425781,10.702085018157959,10.701459884643555,0.00074005126953125,0.009610176086425781,0,0,0,10.700719833374023
2024-04-04 05:00:00,-0.030011643016971234,21.172687057290958,10.73986849784851,10.83509770129153,10.64463929440549,10.834949806758337,10.800348704201834,0.02101774427188302,-0.13692982537405918,44.06888864513922,-0.00020673323650756612,-0.00025230564221723206,0.010489463806152344,10.696384906768799,10.699114799499512,0.0013499259948730469,0.010489463806152344,0,0,1,10.698019981384277
2024-04-04 06:00:00,-0.02970961813353412,26.35063246246601,10.73225450515747,10.816601305141692,10.64790770517325,10.83441880771092,10.800253659202939,0.011309682557372868,-0.1440186841147284,45.477951879197136,-0.00013627324785505022,-0.0007122680459884512,0.012140274047851562,10.692910194396973,10.694210052490234,0.0038099288940429688,0.012140274047851562,0,0,0,10.690400123596191
2024-04-04 07:00:00,-0.02880523963217918,29.627238986606415,10.725414514541626,10.796337764752126,10.654491264331126,10.8337482384273,10.800089182172503,0.009751794413939922,-0.1371282509395062,46.711758808191554,-0.00012285855351658524,0.0005818176887386617,0.019820213317871094,10.689449787139893,10.694165229797363,0.0031099319458007812,0.019820213317871094,0,0,1,10.696619987487793
2024-04-04 08:00:00,-0.028919749899866787,23.98589065255733,10.718657493591309,10.779579319352143,10.657735667830474,10.832928024019514,10.79981146767026,0.012302074273310284,-0.1552880627768385,47.78017886027927,-0.00019377591658617125,-0.0017743947403309202,0.02579021453857422,10.684215068817139,10.68651008605957,0.009490013122558594,0.02579021453857422,0,0,0,10.677639961242676
2024-04-04 09:00:00,-0.028571334786049007,21.92238533587397,10.712379980087281,10.759891892087536,10.664868068087026,10.832337522506714,10.79942061106364,0.013441621562371409,-0.15208735466003453,48.671006185357875,-0.00020361919792323744,0.0002444553865346144,0.017339706420898438,10.68313980102539,10.678555011749268,0.0013051033020019531,0.017339706420898438,0,0,-1,10.68025016784668
2024-04-04 10:00:00,-0.027738175999004966,23.35607777016702,10.707069444656373,10.738625844018356,10.67551304529439,10.831682736533029,10.799063419160388,0.013978653379492112,-0.14685302461896654,49.30754724138082,-0.00019683643263222552,0.0004287862171215018,0.013790130615234375,10.685174942016602,10.681954860687256,0.0022897720336914062,0.013790130615234375,0,0,0,10.684829711914062
2024-04-04 11:00:00,-0.026994111779243823,25.318064341096346,10.704216480255127,10.734064213517009,10.674368746993245,10.830892665045601,10.798637944176084,0.014160783086345177,-0.14941225733075747,49.57043013065622,-0.00016821160608402965,-0.0003134635075637826,0.01374053955078125,10.681469917297363,10.683885097503662,0.001674652099609375,0.01374053955078125,0,0,0,10.681480407714844
2024-04-04 12:00:00,-0.025902267542926793,25.70738636363636,10.702627515792846,10.732964804689844,10.672290226895848,10.83019359452384,10.798459184737432,0.013313820311533024,-0.14486320359366367,49.536929897108735,-0.00016642589958352057,0.0003604353580568542,0.02546977996826172,10.674174785614014,10.683415412902832,0.0019249916076660156,0.02546977996826172,0,0,1,10.685330390930176
2024-04-04 13:00:00,-0.024993106211903537,24.447176106660905,10.700671005249024,10.731147576238769,10.67019443425928,10.82953052520752,10.798264280954998,0.013198147844850731,-0.1479604721069343,48.99766318554016,-0.0001840834714927908,-0.0003519159157475693,0.02649974822998047,10.688669681549072,10.683454990386963,0.0018801689147949219,0.02649974822998047,0,0,0,10.681570053100586
2024-04-04 14:00:00,-0.024733115214342405,22.05459419936632,10.698364019393921,10.730985751962754,10.665742286825088,10.828700814928327,10.797972188677107,0.013427190523330022,-0.15922049113682313,47.910918813591245,-0.0002231597900390625,-0.0011318307373336944,0.039569854736328125,10.684274673461914,10.674680233001709,0.006044864654541016,0.039569854736328125,0,0,-1,10.669480323791504
