date,Doji,Three Crows Pattern,ADX,Hammer_Signal,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Log Returns,RSI,MACD,MACD_Signal,Stochastic,Close
2024-03-29 16:55:00,0,0,30.57413124851572,1,0,0.0,0.0005998611450195312,0.00010013580322265625,9.249822645662463e-06,-4.6161019679306e-05,10.826491673787435,10.850163899527656,0.0,51.52278814315903,-0.000844009029876247,-0.0007789333643156536,37.97194883577381,10.826491673787435
2024-03-29 17:00:00,0,0,32.614038474537644,0,-1,-3.691085561474683e-05,0.0017004013061523438,-0.00099945068359375,3.699689833860143e-05,-0.00012006374389408035,10.82586669921875,10.8499687883589,-3.691153683714099e-05,54.187812733993376,-0.0009144721758804764,-0.0008060411266286183,36.53509824765955,10.82586669921875
2024-03-29 17:05:00,0,0,37.44265593541943,0,0,-0.0002392686976021574,0.004360198974609375,-0.0037899017333984375,0.0,-0.00040273021488722364,10.825392564137777,10.849753957324557,-0.00023929732692380825,51.25751615456404,-0.0011658810102446182,-0.0008780091033518183,19.716285227917535,10.825392564137777
2024-03-29 17:10:00,0,0,42.41983494359446,-1,0,6.837884594657062e-05,0.009099960327148438,0.0008001327514648438,0.0007872422693584583,-5.357547568501709e-05,10.824938376744589,10.849536567264133,6.83765082198509e-05,49.38915192699261,-0.0012905319215352762,-0.0009605136669885099,22.65178740306412,10.824938376744589
2024-03-29 17:15:00,1,0,47.947603921146666,0,-2,-2.3085093681873836e-05,0.005169868469238281,-4.00543212890625e-05,0.0003288367927134278,-0.00014882243914602882,10.825031757354736,10.849302016364204,-2.3085360146749906e-05,50.9554543153632,-0.0013934180403492036,-0.0010470945416606488,21.66067713258937,10.825031757354736
2024-03-29 17:20:00,0,0,52.97820739173312,0,1,0.00045827612224558223,0.0074405670166015625,0.004970550537109375,0.0005737929245481689,-0.00011366598167492904,10.825572649637857,10.849135907491048,0.0004581711458143754,52.236285879786536,-0.0010624731034916124,-0.0010501702540268415,41.33535086060148,10.825572649637857
2024-03-29 17:25:00,0,0,53.68611133780333,0,0,-0.000478410999084522,0.006230354309082031,-0.00518035888671875,1.849527058316645e-06,-0.0005735295335122854,10.825704336166382,10.848923963970607,-0.00047852547413875055,50.94536931305967,-0.0012043258065617124,-0.0010810013645338157,20.786835634575375,10.825704336166382
2024-03-29 17:30:00,0,0,51.5795223664696,0,0,-0.000152438728883042,0.0030508041381835938,-0.0016298294067382812,5.4543206811010255e-05,-0.00022733679090857262,10.825658480326334,10.848716354370117,-0.0001524503488469771,50.01238981910864,-0.001433351943328276,-0.0011514714802927078,14.242481558539815,10.825658480326334
2024-03-29 17:35:00,0,0,51.642697341960776,0,1,0.0006163693746379373,0.01197052001953125,0.006800651550292969,0.0011061998571422905,0.0,10.825505177179972,10.848528522915311,0.0006161794970540869,52.63793392587623,-0.0010643742541738277,-0.0011340520350689317,40.699829771136756,10.825505177179972
2024-03-29 17:40:00,0,0,48.82553047412553,0,-2,-0.00044327654379228143,0.007349967956542969,-0.00469970703125,0.00011819642819553776,-0.0005605963229989552,10.825008551279703,10.84831330511305,-0.00044337481988281655,50.05581603036392,-0.0011460529944340436,-0.001136452226941954,21.66067713258937,10.825008551279703
2024-03-29 17:45:00,0,0,43.04462037665197,0,0,-8.13283716271096e-05,0.0013799667358398438,-0.0006799697875976562,1.8504088919020202e-05,-0.00010899789520394282,10.824437697728476,10.848113584518433,-8.133167895844648e-05,47.54249167688803,-0.0012672045631720863,-0.0011626026941879805,18.16909400416115,10.824437697728476
2024-03-29 17:50:00,0,0,39.024503280769736,0,1,0.00034560760230983867,0.0058803558349609375,0.0037603378295898438,0.0005423811138930724,-9.69324492741478e-07,10.824467738469442,10.847926086849636,0.000345547893759208,51.94517300791238,-0.0010493104447100166,-0.001139944244292388,33.00548515226026,10.824467738469442
2024-03-29 17:55:00,0,0,35.63067072863893,0,-1,-0.0004156957702449171,0.007430076599121094,-0.004509925842285156,0.00019494255757235998,-0.0004913644763391885,10.824122746785482,10.84770353105333,-0.0004157821956835729,49.90037635598849,-0.001225643123968112,-0.0011570840202275328,15.154151692831475,10.824122746785482
2024-03-29 18:05:00,0,0,29.951098239725304,0,0,-0.0005267316998628369,0.0,0.0,0.0,0.0,10.823336044947306,10.847456974453396,-0.0005268704717371601,42.350380379733195,-0.0018045378054392103,-0.0012865747772698684,0.0,10.823336044947306
2024-03-29 18:10:00,0,0,25.465424268742687,0,0,0.0008450488636455589,0.0,0.0,0.0,0.0,10.823526859283447,10.847254917356704,0.0008446920108791168,48.84741054566892,-0.0015084052585070395,-0.0013309408735173028,33.73935084137154,10.823526859283447
2024-03-29 18:15:00,0,0,22.66380771949788,0,0,-0.00019399274421327828,0.0020999908447265625,-0.0020999908447265625,0.0,-0.0001939927442132546,10.8234810034434,10.847038141886394,-0.0001940115632395577,48.161174326387865,-0.0014267234129565765,-0.0013500973814051576,25.987467436457084,10.8234810034434
2024-03-29 18:20:00,0,0,22.966234996899303,0,0,-0.0001662739945181846,0.0074901580810546875,0.004090309143066406,0.0006924361533135107,0.0,10.823306004206339,10.846816645728218,-0.00016628781957133022,47.38301089442872,-0.0014900252220844123,-0.0013780829495410086,19.344504682109413,10.823306004206339
2024-03-29 18:25:00,0,0,25.890674703082112,0,0,0.0,0.002300262451171875,-0.00019931793212890625,0.00014787971509800776,-6.46863592860177e-05,10.822717666625977,10.846600145763821,0.0,47.933560159628186,-0.001522640312174417,-0.0014069944220676902,19.344504682109413,10.822717666625977
2024-03-29 18:30:00,0,0,31.013332922646317,1,0,-6.468755075750288e-05,0.00279998779296875,-9.918212890625e-05,0.0,-0.0002587645701595271,10.822502692540487,10.846367258495755,-6.468964308734666e-05,46.89728642026455,-0.001586681631481568,-0.0014429318639504658,16.760543547137928,10.822502692540487
