date,Doji,Three Crows Pattern,ADX,Hammer_Signal,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Log Returns,RSI,MACD,MACD_Signal,Stochastic,Close
2024-03-29 18:35:00,0,0,39.6737482942826,0,0,-0.0002680212093705281,0.0048999786376953125,-0.0025997161865234375,0.00019408059474332445,-0.0002587741263244326,10.822183529535929,10.8461202038659,-0.00026805713347395545,40.251281620304226,-0.0018501235032104546,-0.0015243701918024638,7.187930962430523,10.822183529535929
2024-03-29 18:40:00,0,0,48.49903892105305,0,0,0.0008948190067668005,0.0067195892333984375,0.004179954528808594,0.0006208562405876969,0.0,10.822115182876587,10.845928981569077,0.0008944188949067066,45.96566564379293,-0.0012632624775399393,-0.001472148648949959,52.118551042810104,10.822115182876587
2024-03-29 18:45:00,1,0,50.795710060902465,0,0,-9.688876095870214e-07,0.003200531005859375,-1.049041748046875e-05,2.0346639800881265e-05,-0.0002752521618084587,10.822445948918661,10.845714977052477,-9.688880789589246e-07,45.960862543934645,-0.000789911764490725,-0.0013357012720581123,53.75305955942344,10.822445948918661
2024-03-29 18:50:00,1,0,49.61368395920198,0,0,0.0,0.004920005798339844,0.0,0.0002171191155985331,-0.00023728961355880252,10.822850068410238,10.845519473817614,0.0,45.95008028579845,-0.0004100511002551599,-0.001150571237697522,58.23798065118106,10.822850068410238
2024-03-29 18:55:00,0,0,45.23642829785736,0,0,0.0007232312609246616,0.016480445861816406,0.010499954223632812,0.0013025954291014533,-0.0002199038343616657,10.82359504699707,10.84536297586229,0.0007229698552265275,49.87525236050745,0.000516898306587521,-0.0008170773288405135,84.168588802684,10.82359504699707
2024-03-29 19:00:00,0,0,35.64034369781159,0,-2,-0.0006811644946681517,0.009469985961914062,-0.006979942321777344,2.7726417889401697e-05,-0.0008463158984336422,10.824100017547607,10.845150306489732,-0.0006813965926064515,48.67373891197549,0.0006484934595363256,-0.0005239631711651457,51.71314741035856,10.824100017547607
2024-03-29 19:05:00,0,0,27.02302965066992,0,0,0.0010713700316029584,0.018280029296875,0.011600494384765625,0.0016143654479817877,-7.389669981214032e-05,10.826046705245972,10.845016807980008,0.0010707965243197766,52.67049601726381,0.0016696003996958808,-8.525045699294038e-05,79.89236790606654,10.826046705245972
2024-03-29 19:10:00,0,0,22.482557886479242,0,-2,-0.0007029829970496282,0.009739875793457031,-0.00720977783203125,0.0001697253449740225,-0.0007288775312414736,10.826596736907959,10.844823975033231,-0.0007032302054590273,51.296553855663724,0.0018427342711433425,0.0003003464886343162,53.832354859752115,10.826596736907959
2024-03-29 19:15:00,0,0,20.688896711041135,0,0,0.00014492165382207212,0.0044498443603515625,0.0026502609252929688,0.0004108577752324437,0.0,10.827452580134073,10.84464136229621,0.0001449111536936506,51.71478692518059,0.002082602702648373,0.0006567977314371276,59.200913242009136,10.827452580134073
2024-03-29 19:20:00,1,0,19.71177379151129,0,0,-9.683518835679195e-07,0.0022096633911132812,-1.049041748046875e-05,0.0001846030818062791,-1.9367037671617263e-05,10.828457514444986,10.84446602927314,-9.683523524209073e-07,54.70745542949757,0.002245963603400014,0.000974630905829705,59.165035877364645,10.828457514444986
2024-03-29 19:25:00,0,0,21.12928681654505,0,0,0.00018469129264175876,0.005629539489746094,0.0019903182983398438,0.0001846030818062791,-0.00033504975171897865,10.829629182815552,10.844305976231892,0.00018467423930467285,55.655323504013815,0.002507966558773944,0.0012812980364185528,66.0078277886497,10.829629182815552
2024-03-29 19:30:00,0,0,23.07205385750127,1,0,6.090694668370311e-05,0.003459930419921875,0.000659942626953125,0.0001162688967762798,-0.00020305249421868093,10.830914179484049,10.844141976038616,6.090509193093711e-05,56.02540704670976,0.0027373037099067687,0.001572499171116196,68.2648401826484,10.830914179484049
2024-03-29 19:35:00,0,-1,26.764217333310786,0,-1,-0.0008397957946139067,0.010809898376464844,-0.0091094970703125,4.611743964424092e-05,-0.0009514802289959705,10.831682523091635,10.843932978312175,-0.0008401486206506105,51.88640672044009,0.002159866708657532,0.0016899726786244634,37.142857142857146,10.831682523091635
2024-03-29 19:45:00,0,0,28.95201128634789,0,0,0.0008405016443602253,0.004099845886230469,-0.0036993026733398438,3.695177749047282e-05,-0.0003412760592512954,10.832402547200521,10.843766201866998,0.0008401486206506293,52.31042435764234,0.0024087676972097682,0.0018337316823415245,68.2648401826484,10.832402547200521
2024-03-29 19:50:00,0,0,32.15915740732315,0,2,5.5358578370690026e-05,0.0006008148193359375,0.000400543212890625,5.544556895294563e-05,0.0,10.833173433939615,10.843595536549886,5.5357046141138184e-05,52.80659455713096,0.002624177421211016,0.0019918208301154226,70.3163731245923,10.833173433939615
2024-03-29 19:55:00,0,-1,34.01654783331172,0,-1,-7.383668715288394e-05,0.0022001266479492188,-0.0022001266479492188,0.0,-0.00020300266191310167,10.833877642949423,10.843413702646892,-7.383941321525857e-05,52.47810633542193,0.0026992123140132662,0.0021332991268949914,67.57990867579909,10.833877642949423
2024-03-29 20:30:00,0,0,33.4196696377497,1,0,0.00040793601450994643,0.001979827880859375,-0.00054931640625,0.0,-0.0001826293292322082,10.83429765701294,10.843279706107246,0.0004078528312355127,55.46994929102008,0.0030798550463444485,0.002322610310784883,82.69732550554468,10.83429765701294
