date,Open,High,Low,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,Volatility,MA_diff,ADX,Moving Average Slope,Doji,Three Crows Pattern,Hammer_Signal,Engulfing,Harami,Three_crows,Piercing,Close
2024-04-05 06:00:00,1.0829542875289917,1.0830715894699097,1.0828369855880737,-0.0001375782472599063,20.359528634691884,1.084836369752884,1.0881033861937006,1.0815693533120674,1.0795507907867432,1.0808432374681745,0.0011315403955479695,0.0034034967422484907,34.84160452957268,-1.921459120148215e-05,1,0,0,0,0,0,0,1.0829542875289917
2024-04-05 07:00:00,1.0831888914108276,1.0835410356521606,1.082602620124817,-0.00016675375018571081,25.478542606690652,1.084677505493164,1.0879403022217855,1.0814147087645427,1.0795766838959284,1.0808477032752264,0.0009855161351510343,0.0036122075148992128,32.55198323204072,-1.5006381638189253e-05,1,0,0,0,0,0,0,1.0831888914108276
2024-04-05 08:00:00,1.0835410356521606,1.0843634605407715,1.0834236145019531,-0.00011891514359674282,35.56254511704651,1.0846186459064484,1.0878582711181843,1.0813790206947125,1.0796234335218158,1.0808538550422304,0.0007130497803822399,0.004740027018955706,30.131571520201028,-1.0217939104352678e-05,0,0,0,0,0,0,0,1.0843634605407715
2024-04-05 09:00:00,1.0841283798217773,1.0848339796066284,1.0838934183120728,-9.328237702899145e-05,40.37110746897682,1.084459513425827,1.087444988210599,1.081474038641055,1.079657701935087,1.080857211067563,0.0005713152124958221,0.004470677886690311,27.7317403702734,-6.003039223807198e-06,1,0,0,0,0,0,0,1.0841283798217773
2024-04-05 10:00:00,1.0840108394622803,1.084481120109558,1.0837758779525757,-6.482621092906982e-05,56.41232498828918,1.0843062579631806,1.086973082107182,1.0816394338191793,1.0796977996826171,1.0808588896478926,0.0005957337696214588,0.004548120498657271,25.655481695875665,2.9972621372767857e-06,0,0,0,0,0,0,0,1.0842459201812744
2024-04-05 11:00:00,1.0841283798217773,1.0842459201812744,1.0835410356521606,-6.920511133023943e-05,47.49955598406618,1.0841413199901582,1.0864743800904428,1.0818082598898735,1.0797187175069536,1.0808566513515654,0.000588130997039187,0.004057160445622099,23.812508942405966,-1.1987832127762538e-06,0,0,0,0,0,0,0,1.0837758779525757
2024-04-05 12:00:00,1.0837758779525757,1.084481120109558,1.0834236145019531,-6.507018184165325e-05,48.78091041857471,1.0839999735355377,1.0859928847218394,1.082007062349236,1.0797337932246072,1.080856092203231,0.0005832693032933156,0.0041596250874655905,22.40332616850231,-5.990875010678362e-07,0,0,0,0,0,0,0,1.0838934183120728
2024-04-05 13:00:00,1.0838934183120728,1.0849517583847046,1.0804970264434814,-0.0002208392117026836,31.772672309552604,1.083753365278244,1.0858541322663633,1.0816525982901248,1.0797396336283003,1.0808426976203918,0.000844010777340445,0.001458343437739762,21.214154869671262,-1.3752251255264422e-05,0,0,0,0,0,0,0,1.08119797706604
2024-04-05 14:00:00,1.0813149213790894,1.081548810005188,1.079563856124878,-0.0003921116419909332,28.608965797572736,1.0834540724754333,1.0856888185830416,1.0812193263678251,1.0797396336283003,1.080825968583425,0.0011363511820677698,0.0006406869207109533,20.411322483966053,-1.7923968178885324e-05,0,0,0,0,0,0,0,1.0803803205490112
2024-04-05 15:00:00,1.0803803205490112,1.0829542875289917,1.0800302028656006,-0.0004148204324441185,38.256305950004396,1.0833013772964477,1.0854178281589058,1.0811849264339897,1.0797546633652277,1.080818147886367,0.0010962868252308716,0.0024964085647039003,19.8149684016791,-1.1377796834831169e-05,0,0,0,0,0,0,0,1.0822510719299316
2024-04-05 16:00:00,1.0820168256759644,1.0845986604690552,1.0820168256759644,-0.00030376795962272496,56.98979410825578,1.083336627483368,1.0855010597650028,1.0811721952017332,1.0797872807298388,1.0808187076023648,0.001150308245525829,0.004576179810932723,19.455881880658698,7.189658223375314e-06,0,0,0,0,0,0,0,1.0843634605407715
2024-04-05 17:00:00,1.0843634605407715,1.0847163200378418,1.0836584568023682,-0.00023950595464339308,55.06295847711328,1.0833307564258576,1.0854881139021069,1.0811733989496084,1.0798215346676963,1.0808181484540305,0.0011647246637430276,0.004071883644376495,19.224497624190338,5.389962877546038e-06,0,0,0,0,0,0,0,1.0838934183120728
2024-04-05 18:00:00,1.0838934183120728,1.0840108394622803,1.0837758779525757,-0.00018557218813275433,54.55196801257309,1.0833248853683473,1.085475077264655,1.0811746934720394,1.0798557886055538,1.0808181484540305,0.001176672959886278,0.004037629706518997,19.06888896689153,4.791483587150504e-06,1,0,0,0,0,0,0,1.0838934183120728
