date,EURUSD=X,GBPUSD=X,USDJPY=X,USDCHF=X,AUDUSD=X,USDCAD=X,USDNOK=X,EURGBP=X,EURJPY=X,AUDJPY=X,NZDUSD=X,EURCHF=X,EURCAD=X,GBPCAD=X,GBPAUD=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2024-04-11 07:00:00,1.0730764865875244,1.2534469366073608,153.16400146484375,0.9145299792289734,0.6518394947052002,1.36913001537323,10.848730087280273,0.8558599948883057,164.31199645996094,99.82099914550781,0.5986231565475464,0.9810799956321716,1.4687800407409668,1.7161099910736084,1.923140048980713,-0.09307650768661802,60.60360906986674,191.85759887695312,192.3635393514898,191.35165840241643,192.06646292550224,192.15147581554595,-0.0834612165178612,37.95240421507005,0.000609823502699669,0.1890106201171875,191.92350006103516,191.92449951171875,0.058502197265625,0.11394570204839535,0.1890106201171875,0,0,0,0,0,191.86599731445312,192.01800537109375,191.82899475097656,191.98300170898438
2024-04-11 08:00:00,1.0746910572052002,1.2562499046325684,153.1300048828125,0.9137399792671204,0.6528693437576294,1.3680100440979004,10.796600341796875,0.8552500009536743,164.51300048828125,99.96499633789062,0.5989817380905151,0.9816399812698364,1.469599962234497,1.7182400226593018,1.9240399599075317,-0.05785735735997832,68.65826405649415,191.8374984741211,192.20887549833142,191.4661214499108,192.06585584368025,192.1430231730143,0.27813829694474634,38.25699260999049,0.0018803353860870065,0.4040069580078125,192.1780014038086,192.16399383544922,0.1804962158203125,0.17817709937392104,0.4040069580078125,0,0,0,0,2,191.98399353027344,192.3800048828125,191.9759979248047,192.343994140625
2024-04-11 09:00:00,1.0745755434036255,1.255350947380066,153.23599243164062,0.9137899875640869,0.6522391438484192,1.3685400485992432,10.798859596252441,0.8557500243186951,164.5850067138672,99.93499755859375,0.5989458560943604,0.9814599752426147,1.46983003616333,1.7175099849700928,1.924340009689331,-0.030682897569136003,71.55047136416142,191.84439849853516,192.24628699065102,191.4425100064193,192.0622841971261,192.14547547839936,0.2537100655692086,38.50429992954607,-0.00014557188569774837,0.2610015869140625,192.44649505615234,192.33049774169922,0.01399993896484375,0.2124953983632819,0.2610015869140625,0,-1,0,0,-2,192.34500122070312,192.57699584960938,192.3159942626953,192.3159942626953
2024-04-11 10:00:00,1.073306918144226,1.2535254955291748,153.16299438476562,0.9131100177764893,0.652277410030365,1.3687900304794312,10.812800407409668,0.8560199737548828,164.36099243164062,99.89900207519531,0.5990176200866699,0.9799000024795532,1.4687199592590332,1.7157399654388428,1.9217400550842285,-0.027535684107448333,54.80182859950687,191.85299835205078,192.26037296374616,191.4456237403554,192.04728426252092,192.13885643368675,-0.05128206525529322,38.583489593343806,-0.0016638869099602216,0.4080047607421875,192.17200469970703,192.15750122070312,0.15999603271484375,0.21166798357864308,0.4080047607421875,0,0,0,0,0,192.31900024414062,192.37600708007812,191.96800231933594,191.99600219726562
2024-04-11 11:00:00,1.073306918144226,1.2540757656097412,153.0659942626953,0.9121900200843811,0.6525583267211914,1.3686100244522095,10.823960304260254,0.8555999994277954,164.24099731445312,99.8740005493164,0.5991970896720886,0.9787300229072571,1.4684200286865234,1.7161200046539307,1.9217000007629395,-0.027701328874599085,47.84777352599615,191.8519485473633,192.25819287835517,191.4457042163714,192.02814156668526,192.13383265904017,-0.0821424211774513,38.52806965141616,-0.0002604379840495108,0.2050018310546875,191.92049407958984,191.96949768066406,0.02500152587890625,0.20121615632098747,0.2050018310546875,0,1,0,0,0,191.9929962158203,192.0229949951172,191.8179931640625,191.9459991455078
2024-04-11 12:00:00,1.0731916427612305,1.2539499998092651,153.08799743652344,0.9128000140190125,0.65237957239151,1.3691099882125854,10.828399658203125,0.8555899858474731,164.23699951171875,99.83599853515625,0.598802387714386,0.9793199896812439,1.4687199592590332,1.7166099548339844,1.9225599765777588,-0.027382528082370072,56.16360601001669,191.86104888916014,192.26743495848496,191.45466281983533,192.00285611833846,192.12940434047155,-0.05385099138533178,38.35355432575428,1.566055796264898e-05,0.233001708984375,191.9654998779297,191.94750213623047,0.00150299072265625,0.20099244206147007,0.233001708984375,1,0,0,0,0,191.9459991455078,192.08200073242188,191.8489990234375,191.94900512695312
2024-04-11 13:00:00,1.0744600296020508,1.256691813468933,152.84300231933594,0.9089499711990356,0.6545873284339905,1.3670599460601807,10.802980422973633,0.8547000288963318,164.1739959716797,100.03900146484375,0.600672721862793,0.9762200117111206,1.4682799577713013,1.7178399562835693,1.9200400114059448,-0.019330394742610224,61.31269621084909,191.88009872436524,192.28942133899045,191.47077610974003,191.97824914114815,192.1250948224749,0.09775488717215808,38.04343652296652,0.0006616283386475796,0.3639984130859375,192.00499725341797,192.01200103759766,0.06349945068359375,0.20372163235408572,0.3639984130859375,0,0,0,0,0,191.947998046875,192.18699645996094,191.822998046875,192.0760040283203
2024-04-11 14:00:00,1.073767900466919,1.2551145553588867,153.13499450683594,0.9108800292015076,0.65353924036026,1.3690999746322632,10.82116985321045,0.8553199768066406,164.37899780273438,100.05599975585938,0.5997001528739929,0.9777299761772156,1.4697999954223633,1.718400001525879,1.9206500053405762,-0.006219012913078359,64.076547025493,191.90399856567382,192.3263765703629,191.48162056098474,191.95628465924943,192.12180909656342,0.22871289934431616,37.59228099603528,0.0005674500093064694,0.311004638671875,192.19549560546875,192.12950134277344,0.05449676513671875,0.21191645092118905,0.311004638671875,0,0,0,0,2,192.07400512695312,192.3509979248047,192.0399932861328,192.18499755859375
2024-04-11 15:00:00,1.0708931684494019,1.2520816326141357,153.26800537109375,0.9112100005149841,0.6517205238342285,1.3716599941253662,10.869449615478516,0.8550699949264526,164.0780029296875,99.8759994506836,0.5975143313407898,0.9754700064659119,1.4683300256729126,1.7170900106430054,1.9210100173950195,-0.013650976768786904,57.88272271534051,191.91754837036132,192.3169788710745,191.51811786964814,191.92303466796875,192.1105470203218,-0.0420379638671875,36.85650346736566,-0.0015818136605564304,0.4199981689453125,191.9800033569336,192.03350067138672,0.15200042724609375,0.2070830432063442,0.4199981689453125,0,0,0,0,0,192.18600463867188,192.19000244140625,191.77000427246094,191.88099670410156
2024-04-11 16:00:00,1.0722709894180298,1.2533998489379883,153.1929931640625,0.9107900261878967,0.6524306535720825,1.3706799745559692,10.854430198669434,0.8552700281143188,164.23199462890625,99.93099975585938,0.5983008146286011,0.9764099717140198,1.4693800210952759,1.7179299592971802,1.921239972114563,-0.011835759683350489,59.400812457684495,191.9265983581543,192.3257827746671,191.52741394164153,191.89674867902482,192.10249909900483,0.11324582781111303,35.882774250493085,0.0006722802411398554,0.24200439453125,191.90899658203125,191.94499969482422,0.0644989013671875,0.20151052224522079,0.24200439453125,0,0,0,0,0,191.8800048828125,192.02999877929688,191.78799438476562,192.00999450683594
