date,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Volume Change,Moving Average,Moving Average1,Moving Average2,Moving Average3,Volatility,Volume MA,Log Returns,Close
2024-03-29 13:05:00,0.0,0.0,0.0,0.0,0.0,0.0,1.079715633392334,1.0788700699806213,1.0783582496643067,1.0782883763313293,0.0005107933907146215,0.0,0.0,1.0801469087600708
2024-03-29 13:10:00,0.00010804631622218785,0.00011670589447021484,0.00011670589447021484,0.0001080463162221004,0.0,0.0,1.0798322081565856,1.078912000656128,1.0783815383911133,1.0782977000872294,0.0004890654645811473,0.0,0.00010804047963937366,1.080263614654541
2024-03-29 13:15:00,0.00010803464347675096,0.00011670589447021484,0.00011670589447021484,0.00010803464347684836,0.0,0.0,1.079995369911194,1.078956265449524,1.0784059941768647,1.0783070262273153,0.00035384692757164373,0.0,0.00010802880815492954,1.0803803205490112
2024-03-29 13:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0801119685173035,1.0790051770210267,1.078430449962616,1.078317128022512,0.0002557918671867331,0.0,0.0,1.0803803205490112
2024-03-29 13:25:00,-0.0001080229732534077,0.0002334117889404297,-0.0002334117889404297,0.0,-0.00021602261110215002,0.0,1.0801936030387878,1.079054079055786,1.0784525775909424,1.078326451778412,0.00012993249377102212,0.0,-0.00010802880815498902,1.080263614654541
2024-03-29 13:30:00,-0.0004319178698348747,0.0004665851593017578,-0.0004665851593017578,0.0,-0.0004319178698349178,0.0,1.0801586151123046,1.0790936493873595,1.078471200466156,1.078334217071533,0.0001765426858179867,0.0,-0.000432011173225251,1.0797970294952393
2024-03-29 13:35:00,0.0,0.00011658668518066406,-0.00011658668518066406,0.0,-0.00010795926955067308,0.0,1.0801469564437867,1.0791332197189332,1.0784898233413696,1.0783419823646545,0.00019520082876010262,0.0,0.0,1.0797970294952393
2024-03-29 13:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0801119685173035,1.0791704654693604,1.0785084462165833,1.078349747657776,0.0002216395615717427,0.0,0.0,1.0797970294952393
2024-03-29 13:45:00,0.00021594185202600258,0.00023317337036132812,0.00023317337036132812,0.0002159418520259563,0.0,0.0,1.0801002979278564,1.0792123746871949,1.0785305631160735,1.078359067440033,0.00022256318814906168,0.0,0.00021591853994025063,1.0800302028656006
2024-03-29 13:50:00,0.00010805799149005146,0.00011670589447021484,0.00011670589447021484,0.00010805799149001926,0.0,0.0,1.0801002979278564,1.0792566180229186,1.0785538470745086,1.0783691652615865,0.00022256318814906168,0.0,0.00010805215364583572,1.0801469087600708
