date,EURUSD=X,GBPUSD=X,USDJPY=X,USDCHF=X,AUDUSD=X,USDCAD=X,USDNOK=X,EURGBP=X,EURJPY=X,AUDJPY=X,NZDUSD=X,EURCHF=X,EURCAD=X,GBPCAD=X,GBPAUD=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,BB_RANGE,Distance_to_BB_Upper,Distance_to_BB_Lower,Volatility_OHLC,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2023-12-18 19:00:00,1.0920606851577759,1.2640467882156372,142.88299560546875,0.868369996547699,0.6701963543891907,1.339210033416748,10.398759841918945,0.8636500239372253,155.98800659179688,95.75499725341797,0.6213109493255615,0.9480000138282776,1.461899995803833,1.6927200555801392,1.8859699964523315,0.10366141684826857,52.47466674487837,180.64014892578126,181.05466173989115,180.22563611167138,0.8290256282197674,0.4516649137192701,0.37736071450049735,0.08209304117503025,180.60299682617188,180.60299682617188,0.0,35.93114704474052,0.0007696858346883939,0.1349945068359375,180.6604995727539,180.6449966430664,0.0695037841796875,1.168587014674937,0.1349945068359375,0,0,0,0,0,180.68699645996094,180.72799682617188,180.59300231933594,180.60299682617188
2023-12-18 20:00:00,1.0921800136566162,1.2647660970687866,142.91700744628906,0.8672599792480469,0.6705109477043152,1.3394299745559692,10.39501953125,0.8633800148963928,156.0570068359375,95.80799865722656,0.6211565732955933,0.9470499753952026,1.4625600576400757,1.6939300298690796,1.8864500522613525,0.09878664419008487,54.48698143414881,180.66684951782227,181.02973448475652,180.30396455088803,0.7257699338684915,0.2877300902252671,0.43803984364322446,0.07932359508072762,180.67250061035156,180.67250061035156,0.0695037841796875,35.93114704474052,0.0007696858346883939,0.177001953125,180.6804962158203,180.67250061035156,0.0695037841796875,1.168587014674937,0.177001953125,0,0,0,0,0,180.60299682617188,180.7689971923828,180.5919952392578,180.74200439453125
2023-12-18 21:00:00,1.0926573276519775,1.2648141384124756,142.73699951171875,0.8671000003814697,0.6708303093910217,1.339840054512024,10.391369819641113,0.8635799884796143,155.9219970703125,95.73899841308594,0.6214268207550049,0.9470900297164917,1.4635499715805054,1.6945699453353882,1.885830044746399,0.08222467603025052,46.648683153841404,180.67464904785157,181.01860163647416,180.330696459229,0.6879051772451703,0.4736034675288465,0.21430170971632378,0.07141989682244024,180.62999979654947,180.62999979654947,-0.08500162760415719,35.93114704474052,-0.0010899858405680751,0.2740020751953125,180.64299774169922,180.64199829101562,0.09850311279296875,1.168587014674937,0.2740020751953125,0,0,0,0,0,180.73899841308594,180.77999877929688,180.50599670410156,180.5449981689453
2023-12-18 22:00:00,1.0924185514450073,1.2649260759353638,142.79400634765625,0.8670600056648254,0.6706188321113586,1.3396300077438354,10.388449668884277,0.8632799983024597,155.95199584960938,95.70700073242188,0.6212337613105774,0.9469699859619141,1.4628900289535522,1.6940699815750122,1.886330008506775,0.07197410871586385,49.75166190197361,180.67944869995117,181.01657403120697,180.34232336869536,0.6742506625116107,0.40657342085540904,0.26767724165620166,0.07963897351396826,180.625,180.625,-0.0149993896484375,35.93114704474052,0.00036003457346089895,0.3820037841796875,180.56999969482422,180.56700134277344,0.032501220703125,1.168587014674937,0.3820037841796875,0,0,0,0,0,180.5240020751953,180.76100158691406,180.37899780273438,180.61000061035156
2023-12-18 23:00:00,1.0926573276519775,1.2651981115341187,142.66299438476562,0.8670600056648254,0.6706008911132812,1.3398100137710571,10.394359588623047,0.8633400201797485,155.83599853515625,95.63800048828125,0.6215426921844482,0.9472000002861023,1.4634599685668945,1.6949700117111206,1.8870899677276611,0.055688856614381166,50.045387456431506,180.68004837036133,181.01567430208175,180.34442243864092,0.6712518634408298,0.5296818704411237,0.14156999299970607,0.07812001993943,180.59719848632812,180.59719848632812,-0.1112060546875,35.93114704474052,-0.0006866074873587147,0.2580108642578125,180.53099822998047,180.54999542236328,0.06200408935546875,1.168587014674937,0.2580108642578125,0,0,0,0,0,180.61399841308594,180.66000366210938,180.40199279785156,180.48599243164062
2023-12-19 00:00:00,1.0922993421554565,1.2654223442077637,142.54100036621094,0.8671799898147583,0.6714473366737366,1.339269995689392,10.388919830322266,0.8629599809646606,155.65499877929688,95.697998046875,0.6221613883972168,0.9469799995422363,1.4624799489974976,1.694659948348999,1.884559988975525,0.034722702447567144,39.88218806442185,180.67449798583985,181.027749211334,180.3212467603457,0.706502450988296,0.6657496996152474,0.04075275137304857,0.10729554638871291,180.55799865722656,180.55799865722656,-0.1959991455078125,35.93114704474052,-0.0006869946983217856,0.5019989013671875,180.28499603271484,180.4489974975586,0.0619964599609375,1.168587014674937,0.5019989013671875,0,0,0,0,0,180.53599548339844,180.53599548339844,180.03399658203125,180.36199951171875
2023-12-19 01:00:00,1.0921800136566162,1.2652782201766968,142.54600524902344,0.8673400282859802,0.6712896227836609,1.3392399549484253,10.389240264892578,0.8629099726676941,155.63999938964844,95.66999816894531,0.6220065951347351,0.9470099806785583,1.462249994277954,1.6943800449371338,1.8850799798965454,0.017495391741704225,42.89468169141236,180.66754760742188,181.04019265222735,180.29490256261641,0.7452900896109327,0.679200220586722,0.06608986902421066,0.10655960224777841,180.52985491071428,180.52985491071428,-0.1688624790736526,35.93114704474052,-5.583659977492772e-06,0.239990234375,180.27999877929688,180.36249542236328,0.0005035400390625,1.168587014674937,0.239990234375,1,0,0,0,0,180.36399841308594,180.39999389648438,180.16000366210938,180.36099243164062
2023-12-19 02:00:00,1.0925379991531372,1.26558256149292,143.6649932861328,0.8670899868011475,0.6721965670585632,1.3393299579620361,10.388500213623047,0.8629500269889832,156.90199279785156,96.5459976196289,0.6225875020027161,0.9470000267028809,1.462689995765686,1.6949700117111206,1.883139967918396,0.08966176874912435,66.51162350983674,180.73094787597657,181.36028902649016,180.10160672546297,1.2586823010271928,-0.4547134149160854,1.7133957159432782,0.42808814109388504,180.69049835205078,180.69049835205078,1.1245040893554688,35.93114704474052,0.008061665608303459,1.58599853515625,181.08999633789062,181.0875015258789,0.7270050048828125,1.168587014674937,1.58599853515625,0,0,0,0,0,180.36000061035156,181.88299560546875,180.2969970703125,181.81500244140625
2023-12-19 03:00:00,1.0928961038589478,1.2660951614379883,143.51600646972656,0.8666200041770935,0.6719481945037842,1.3392200469970703,10.382060050964355,0.8629500269889832,156.79600524902344,96.41600036621094,0.6230141520500183,0.9468100070953369,1.4631199836730957,1.6954200267791748,1.8842799663543701,0.13928010319952477,62.31242758166881,180.78074798583984,181.54165511217923,180.01984085950045,1.5218142526787801,-0.14834732922702187,1.670161581905802,0.42817887887805706,180.80155436197916,180.80155436197916,0.8884480794270928,35.93114704474052,-0.0006875120222286091,0.5889892578125,181.65750122070312,181.75250244140625,0.0625,1.168587014674937,0.5889892578125,0,0,0,0,0,181.81500244140625,181.95199584960938,181.36300659179688,181.69000244140625
2023-12-19 04:00:00,1.0926573276519775,1.266255497932434,143.42100524902344,0.8668500185012817,0.6724768280982971,1.3394800424575806,10.381400108337402,0.8626099824905396,156.6580047607422,96.42400360107422,0.6232470870018005,0.9468299746513367,1.4629700183868408,1.6959500312805176,1.8831700086593628,0.17221043065515573,58.19107767257298,180.82954788208008,181.6685038242536,179.99059193990655,1.6779118843470542,0.07150370218329272,1.6064081821637615,0.4224529310252458,180.88109893798827,180.88109893798827,0.7159011840820426,35.93114704474052,-0.000511873620376746,0.3910064697265625,181.59149932861328,181.6439971923828,0.04650115966796875,1.168587014674937,0.3910064697265625,0,0,-1,0,0,181.6909942626953,181.78700256347656,181.39599609375,181.5970001220703
