date,GBPAUD=X,GBPJPY=X,EURUSD=X,GBPUSD=X,USDJPY=X,USDCHF=X,AUDUSD=X,USDCAD=X,EURGBP=X,EURJPY=X,AUDJPY=X,NZDUSD=X,EURCHF=X,EURCAD=X,GBPCAD=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2023-12-18 18:00:00,1.8860499858856201,180.68899536132812,1.0926573276519775,1.2641586065292358,142.93699645996094,0.8679599761962891,0.6702772378921509,1.3394399881362915,0.8640499711036682,156.13499450683594,95.7959976196289,0.6211951971054077,0.948140025138855,1.4630000591278076,1.6931300163269043,-0.013580553319409105,39.21040506010975,10.4246994972229,10.488067281227293,10.361331713218506,10.392640113830566,10.392640113830566,0.0,54.402717391418165,0.0005888521127788149,0.012879371643066406,10.390779972076416,10.39248514175415,0.003059864044189453,0.010429355469800564,0.012879371643066406,1,0,0,0,0,10.392330169677734,10.39721965789795,10.384340286254883,10.392640113830566
2023-12-18 19:00:00,1.8859699964523315,180.60299682617188,1.0920606851577759,1.2640467882156372,142.88299560546875,0.868369996547699,0.6701963543891907,1.339210033416748,0.8636500239372253,155.98800659179688,95.75499725341797,0.6213109493255615,0.9480000138282776,1.461899995803833,1.6927200555801392,-0.013160860902624805,40.12287100607341,10.421937465667725,10.484740840374194,10.359134090961255,10.395699977874756,10.395699977874756,0.003059864044189453,54.402717391418165,0.0005888521127788149,0.019319534301757812,10.400629997253418,10.39618968963623,0.003059864044189453,0.010429355469800564,0.019319534301757812,0,-1,0,0,0,10.393619537353516,10.410289764404297,10.390970230102539,10.398759841918945
2023-12-18 20:00:00,1.8864500522613525,180.74200439453125,1.0921800136566162,1.2647660970687866,142.91700744628906,0.8672599792480469,0.6705109477043152,1.3394299745559692,0.8633800148963928,156.0570068359375,95.80799865722656,0.6211565732955933,0.9470499753952026,1.4625600576400757,1.6939300298690796,-0.012915734919880961,38.403521097656736,10.418629932403565,10.479676637388588,10.357583227418543,10.39547316233317,10.39547316233317,-0.0004536310831699808,54.402717391418165,-0.00035968814799125504,0.013239860534667969,10.399240016937256,10.396899700164795,0.0018701553344726562,0.010429355469800564,0.013239860534667969,0,0,0,0,-2,10.39877986907959,10.40585994720459,10.392620086669922,10.39501953125
2023-12-18 21:00:00,1.885830044746399,180.5449981689453,1.0926573276519775,1.2648141384124756,142.73699951171875,0.8671000003814697,0.6708303093910217,1.339840054512024,0.8635799884796143,155.9219970703125,95.73899841308594,0.6214268207550049,0.9470900297164917,1.4635499715805054,1.6945699453353882,-0.012807745276774085,36.03735533593861,10.414803409576416,10.472339718173037,10.357267100979795,10.394447326660156,10.394447326660156,-0.0030775070190429688,54.402717391418165,-0.00035110194818921414,0.013199806213378906,10.392099857330322,10.39369010925293,0.0018248558044433594,0.010429355469800564,0.013199806213378906,0,0,0,0,0,10.396010398864746,10.398699760437012,10.385499954223633,10.391369819641113
2023-12-18 22:00:00,1.886330008506775,180.61000061035156,1.0924185514450073,1.2649260759353638,142.79400634765625,0.8670600056648254,0.6706188321113586,1.3396300077438354,0.8632799983024597,155.95199584960938,95.70700073242188,0.6212337613105774,0.9469699859619141,1.4628900289535522,1.6940699815750122,-0.012767636642323055,42.623632287661266,10.411420869827271,10.466642468929491,10.356199270725051,10.39324779510498,10.39324779510498,-0.0047981262207024145,54.402717391418165,-0.0002810169214954028,0.006869316101074219,10.38501501083374,10.38798475265503,0.0014600753784179688,0.010429355469800564,0.006869316101074219,0,1,0,0,0,10.387519836425781,10.388449668884277,10.381580352783203,10.388449668884277
2023-12-18 23:00:00,1.8870899677276611,180.48599243164062,1.0926573276519775,1.2651981115341187,142.66299438476562,0.8670600056648254,0.6706008911132812,1.3398100137710571,0.8633400201797485,155.83599853515625,95.63800048828125,0.6215426921844482,0.9472000002861023,1.4634599685668945,1.6949700117111206,-0.012259133120110732,44.19313226219471,10.408952856063843,10.462482600368368,10.355423111759318,10.393433094024658,10.393433094024658,0.0009264945983886719,54.402717391418165,0.0005688933312610889,0.014980316162109375,10.391510009765625,10.389339923858643,0.0029549598693847656,0.010429355469800564,0.014980316162109375,0,0,0,0,0,10.384320259094238,10.39900016784668,10.38401985168457,10.394359588623047
2023-12-19 00:00:00,1.884559988975525,180.36199951171875,1.0922993421554565,1.2654223442077637,142.54100036621094,0.8671799898147583,0.6714473366737366,1.339269995689392,0.8629599809646606,155.65499877929688,95.697998046875,0.6221613883972168,0.9469799995422363,1.4624799489974976,1.694659948348999,-0.012052352927565124,30.590900272740768,10.40631036758423,10.45821217321414,10.354408561954319,10.392788342067174,10.392788342067174,-0.0038685117449084316,54.402717391418165,-0.0005233375134274798,0.012050628662109375,10.392105102539062,10.391839981079102,0.002719879150390625,0.010429355469800564,0.012050628662109375,0,0,0,0,-2,10.394760131835938,10.398130416870117,10.386079788208008,10.388919830322266
2023-12-19 01:00:00,1.8850799798965454,180.36099243164062,1.0921800136566162,1.2652782201766968,142.54600524902344,0.8673400282859802,0.6712896227836609,1.3392399549484253,0.8629099726676941,155.63999938964844,95.66999816894531,0.6220065951347351,0.9470099806785583,1.462249994277954,1.6943800449371338,-0.011748393905403276,42.93217466039582,10.403551387786866,10.452717814758664,10.354384960815068,10.39234483242035,10.39234483242035,-0.003104567527770996,54.402717391418165,3.084387747187556e-05,0.009099960327148438,10.386750221252441,10.389080047607422,0.00016021728515625,0.010429355469800564,0.009099960327148438,1,0,0,0,0,10.388919830322266,10.391300201416016,10.382200241088867,10.389240264892578
2023-12-19 02:00:00,1.883139967918396,181.81500244140625,1.0925379991531372,1.26558256149292,143.6649932861328,0.8670899868011475,0.6721965670585632,1.3393299579620361,0.8629500269889832,156.90199279785156,96.5459976196289,0.6225875020027161,0.9470000267028809,1.462689995765686,1.6949700117111206,-0.01143229754156394,43.86204541574184,10.400549411773682,10.44528183891389,10.355816984633472,10.391917652553982,10.391917652553982,-0.003417438930934935,54.402717391418165,-7.123247231388685e-05,0.018079757690429688,10.390689849853516,10.388840198516846,0.000370025634765625,0.010429355469800564,0.018079757690429688,1,0,0,0,0,10.389180183410645,10.39972972869873,10.3816499710083,10.388500213623047
2023-12-19 03:00:00,1.8842799663543701,181.69000244140625,1.0928961038589478,1.2660951614379883,143.51600646972656,0.8666200041770935,0.6719481945037842,1.3392200469970703,0.8629500269889832,156.79600524902344,96.41600036621094,0.6230141520500183,0.9468100070953369,1.4631199836730957,1.6954200267791748,-0.011447367653650176,57.30050663296195,10.396901416778565,10.434214775933228,10.359588057623903,10.39093189239502,10.39093189239502,-0.008871841430664773,54.402717391418165,-0.0006199318983741708,0.017350196838378906,10.385474681854248,10.385940074920654,0.003220081329345703,0.010429355469800564,0.017350196838378906,0,0,0,0,0,10.389820098876953,10.394149780273438,10.376799583435059,10.382060050964355
