date,Adj Close,MACD,MACD_Signal,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,Volatility,MA_diff,ADX,ADX_14,DMP_14,DMN_14,Moving Average Slope,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Open,High,Low,Close
2024-03-27 17:45:00,1.08236825466156,-3.678072152402123e-06,2.279329795002726e-05,50.0,1.0824034214019775,1.0827918517333266,1.0820149910706285,1.082700902223587,1.082808282261803,0.00021056751709218888,-0.0003326475620268887,12.499432821081452,11.119662525904499,28.638131125571743,29.69204235778348,-1.1957421594781842e-06,0.00010827684505732016,0.00011718273162841797,0.0,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.08236825466156
2024-03-27 17:50:00,1.0822510719299316,-1.0521087272286067e-05,1.6130420905564596e-05,47.82589463440527,1.0823917031288146,1.0827838385676296,1.0819995676899996,1.0826942035130092,1.082803816454751,0.00020704654313486888,-0.0004431315830775162,13.188396818414313,10.454458262764904,27.29693386983974,28.301487731410578,-1.7936132392172764e-06,-0.00010826512245132314,0.00011718273162841797,-0.00011718273162841797,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.0822510719299316
2024-03-27 17:55:00,1.08236825466156,-6.4146152589650285e-06,1.1621413672658671e-05,50.0,1.082397562265396,1.0827843151630256,1.0820108093677665,1.0826891796929496,1.0827993495123727,0.0001850722178846317,-0.00032092503138958506,14.026259355042258,9.836768589849568,25.98631227556203,26.942633980735096,-1.793613239201416e-06,0.00010827684505732016,0.00011718273162841797,0.00011718273162841797,0.00010827684505726667,0.0,1.0822510719299316,1.08236825466156,1.0822510719299316,1.08236825466156
2024-03-27 18:00:00,1.0822510719299316,-1.2472103067873164e-05,6.802710324552304e-06,43.47768390321582,1.082397562265396,1.0827843151630256,1.0820108093677665,1.0826849945953914,1.0827948837053207,0.00015724084573325543,-0.00043392266545971836,15.005137669075541,9.263199607856755,24.708702921566637,25.618007353068787,-2.3914843189563683e-06,-0.00010826512245132314,0.0,0.0,0.0,0.0,1.0822510719299316,1.0822510719299316,1.0822510719299316,1.0822510719299316
2024-03-27 18:05:00,1.0822510719299316,-1.707586584598353e-05,2.026995090445138e-06,47.61881691778499,1.0823917031288146,1.0827838385676296,1.0819995676899996,1.0826791337558201,1.082790417898269,0.00013802414774062685,-0.00042806182588850383,16.145964925434097,8.730599838863428,24.70870292156416,25.61800735306621,-1.793613239201416e-06,0.0,0.0,0.0,0.0,0.0,1.0822510719299316,1.0822510719299316,1.0822510719299316,1.0822510719299316
2024-03-27 18:10:00,1.0822510719299316,-2.0488205733748543e-05,-2.4760450743935988e-06,44.999491301251396,1.0823858439922334,1.0827829252314705,1.0819887627529963,1.0826741107872555,1.082785952091217,7.483484336681095e-05,-0.00042303885732386526,17.40468279542909,8.717978765457854,28.77018563435274,24.236080117937842,-2.3914843189563683e-06,0.0,0.00011718273162841797,-0.00011718273162841797,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.0822510719299316
2024-03-27 18:15:00,1.08236825466156,-1.3580297359316873e-05,-4.696895531378254e-06,52.63186077643909,1.0823741257190704,1.0827578801113327,1.0819903713268082,1.0826690869671958,1.0827814851488387,7.483484336681095e-05,-0.00030083230563571206,18.77376102984174,8.706259197295534,27.19059955624933,22.905432647370883,0.0,0.00010827684505732016,0.00011718273162841797,0.0,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.08236825466156
2024-03-27 18:20:00,1.08236825466156,-8.013357210234773e-06,-5.360187867149558e-06,52.63186077643909,1.0823624074459075,1.082730789034923,1.081994025856892,1.0826632252761297,1.0827770182064602,6.90038158263847e-05,-0.0002949706145696229,19.950436022680275,8.695376741144807,25.672654365591757,21.62671162266231,1.1951339488217424e-06,0.0,0.00011718273162841797,0.0,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.08236825466156
2024-03-27 18:25:00,1.0822510719299316,-1.2908384320553523e-05,-6.8698271578303515e-06,47.36813922356091,1.0823389708995819,1.0826692904929627,1.082008651306201,1.0826548499720436,1.082771993251074,5.614897697831256e-05,-0.00040377804211200186,20.93516427729211,8.685271603290563,24.216734188625473,20.400240632772537,5.9726286906679e-07,-0.00010826512245132314,0.00011718273162841797,-0.00011718273162841797,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.0822510719299316
2024-03-27 18:30:00,1.08236825466156,-7.248505210721845e-06,-6.945562768408651e-06,50.0,1.0823213934898377,1.0825997051905552,1.0820430817891202,1.082648149558476,1.0827675263086955,5.7990413987754666e-05,-0.0002798948969160442,21.589550890739055,8.675888260997334,22.822866157041542,19.226042533509546,5.978710797390921e-07,0.00010827684505732016,0.00011718273162841797,0.0,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.08236825466156
