date,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Volume Change,Moving Average,Moving Average1,Moving Average2,Moving Average3,Volatility,Log Returns,Close
2024-03-04 16:05:00,0.0,0.0003542900085449219,0.00023615360260009766,0.00021730853127405436,-0.00010870911382765667,0.0,1.08695650100708,1.08695650100708,1.08695650100708,1.08695650100708,0.0,0.0,1.08695650100708
2024-03-04 16:10:00,0.0,0.00023615360260009766,0.00023615360260009766,0.00021730853127405436,0.0,0.0,1.08695650100708,1.08695650100708,1.08695650100708,1.08695650100708,0.0,0.0,1.08695650100708
2024-03-04 16:15:00,-0.00032594681407827064,0.00023615360260009766,-0.00023615360260009766,0.0,-0.0002172849342567742,0.0,1.0868384043375652,1.0868384043375652,1.0868384043375652,1.0868384043375652,0.00016701391169919558,-0.0003259999462869043,1.0866022109985352
2024-03-04 16:20:00,-0.00010872093278391226,0.00023603439331054688,-0.00011813640594482422,0.0,-0.00021722244895272449,0.0,1.0867498219013214,1.0867498219013214,1.0867498219013214,1.0867498219013214,0.00021085724805756326,-0.00010872684333292911,1.0864840745925903
2024-03-04 16:25:00,-0.00021713634791142855,0.0003540515899658203,-0.0002359151840209961,0.00010873275431038691,-0.00021713634791145885,0.0,1.086649489402771,1.086649489402771,1.086649489402771,1.086649489402771,0.00027538167024731094,-0.0002171599254213054,1.0862481594085693
2024-03-04 16:30:00,0.0,0.00011801719665527344,-0.00011801719665527344,0.0,-0.0001086348223985252,0.0,1.086582601070404,1.086582601070404,1.086582601070404,1.086582601070404,0.0002925168917475534,0.0,1.0862481594085693
2024-03-04 16:35:00,-0.0002171835063448091,0.0002359151840209961,-0.00011789798736572266,0.0001086584305771409,-0.00010854867458665894,0.0,1.086501121520996,1.086501121520996,1.086501121520996,1.086501121520996,0.0003364162609791431,-0.0002172070940978323,1.0860122442245483
2024-03-04 16:40:00,0.00010856045868057329,0.00011801719665527344,0.0,0.0001086584305771409,0.0,0.0,1.0864547491073608,1.0864547491073608,1.0864547491073608,1.0864547491073608,0.0003377598529936649,0.00010855456642041928,1.086130142211914
2024-03-04 16:45:00,0.00010865843057716873,0.00011801719665527344,0.0,0.00010864662520535858,0.0,0.0,1.086431794696384,1.086431794696384,1.086431794696384,1.086431794696384,0.0003249941717685156,0.00010865252767749698,1.0862481594085693
2024-03-04 16:50:00,0.00010864662520537749,0.0,0.0,0.0,0.0,0.0,1.086425232887268,1.086425232887268,1.086425232887268,1.086425232887268,0.000308944342179978,0.00010864072358824988,1.0863661766052246
2024-03-04 16:55:00,0.00010852509025460755,0.0002359151840209961,0.0002359151840209961,0.00021718350634485317,0.0,0.0,1.0864305821332065,1.0864305821332065,1.0864305821332065,1.0864305821332065,0.0002950521761535215,0.00010851920183302396,1.0864840745925903
2024-03-04 17:00:00,-0.0004342726958229681,0.00035393238067626953,-0.00035393238067626953,0.0,-0.00032579473505173873,0.0,1.0863957206408184,1.0863957206408184,1.0863957206408184,1.0863957206408184,0.00030523711755294327,-0.0004343670195192625,1.0860122442245483
2024-03-04 17:05:00,0.0,0.00011801719665527344,0.0,0.0,-0.00010867022658620386,0.0,1.0863662224549513,1.0863662224549513,1.0863662224549513,1.0863662224549513,0.0003105551701781531,0.0,1.0860122442245483
2024-03-04 17:10:00,0.00010856045868057329,0.00011789798736572266,0.00011789798736572266,0.00010856045868056123,0.0,0.0,1.0863493595804488,1.0863493595804488,1.0863493595804488,1.0863493595804488,0.00030537232170144867,0.00010855456642041928,1.086130142211914
2024-03-04 17:15:00,0.00010865843057716873,0.00011801719665527344,0.00011801719665527344,0.0001086584305771409,0.0,0.0,1.0862987637519836,1.0863426129023235,1.0863426129023235,1.0863426129023235,0.0002551348664225349,0.00010865252767749698,1.0862481594085693
2024-03-04 17:20:00,0.00021718350634492012,0.00011789798736572266,0.00011789798736572266,0.00010852509025468831,0.0,0.0,1.0862650190080916,1.086351454257965,1.086351454257965,1.086351454257965,0.00018843208390784648,0.00021715992542140262,1.0864840745925903
2024-03-04 17:25:00,-0.0003257593819854243,0.00023603439331054688,-0.00023603439331054688,0.0,-0.0002172696447970504,0.0,1.086231299809047,1.086338435902315,1.086338435902315,1.086338435902315,0.00016597517753111723,-0.00032581245309882173,1.086130142211914
2024-03-04 17:30:00,0.00010865843057716873,0.00011801719665527344,0.0,0.0,-0.00010864662520535858,0.0,1.0862144487244743,1.0863334205415514,1.0863334205415514,1.0863334205415514,0.00015073210909553262,0.00010865252767749698,1.0862481594085693
2024-03-04 17:35:00,0.0,0.00011801719665527344,-0.00011801719665527344,0.0,-0.0001086348223985252,0.0,1.0862144487244743,1.0863289331134998,1.0863289331134998,1.0863289331134998,0.00015073210909553262,0.0,1.0862481594085693
2024-03-04 17:40:00,0.0,0.00011801719665527344,0.0,0.0,-0.00010864662520535858,0.0,1.0862144487244743,1.086324894428253,1.086324894428253,1.086324894428253,0.00015073210909553262,0.0,1.0862481594085693
2024-03-04 17:45:00,-0.00010864662520537749,0.00011801719665527344,-0.00011801719665527344,0.0,-0.00010864662520535858,0.0,1.086222870009286,1.0863156205131894,1.0863156205131894,1.0863156205131894,0.0001422549114675443,-0.00010865252767748807,1.086130142211914
2024-03-04 17:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.086222870009286,1.0863071896813132,1.0863071896813132,1.0863071896813132,0.0001422549114675443,0.0,1.086130142211914
2024-03-04 17:55:00,-0.0001085486745866504,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,0.0,1.0862060189247131,1.0862943659658018,1.0862943659658018,1.0862943659658018,0.00015190661569225103,-0.00010855456642039868,1.0860122442245483
2024-03-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0861807380403792,1.0862826108932495,1.0862826108932495,1.0862826108932495,0.00015259870498746968,0.0,1.0860122442245483
2024-03-04 18:05:00,0.0003259009118530276,0.00023603439331054688,0.00023603439331054688,0.0002173168611542818,0.0,0.0,1.0861723167555672,1.0862859535217284,1.0862859535217284,1.0862859535217284,0.00013820033377778617,0.000325847817686166,1.0863661766052246
2024-03-04 18:10:00,-0.000217269644797069,0.00011801719665527344,-0.00011801719665527344,0.0,-0.00010864662520535858,0.0,1.0861807380403792,1.0862799607790434,1.0862799607790434,1.0862799607790434,0.00013162535470129632,-0.00021729325126571876,1.086130142211914
2024-03-04 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.086189159325191,1.0862744119432237,1.0862744119432237,1.0862744119432237,0.00012413420023680525,0.0,1.086130142211914
2024-03-04 18:20:00,0.0,0.00011801719665527344,0.0,0.0001086584305771409,0.0,0.0,1.086189159325191,1.0862692594528198,1.0862692594528198,1.0862692594528198,0.00012413420023680525,0.0,1.086130142211914
2024-03-04 18:25:00,-0.0001085486745866504,0.0002359151840209961,0.00011801719665527344,0.00021725429434015788,0.0,0.0,1.086172308240618,1.0862603968587414,1.0862603968587414,1.0862603968587414,0.00013081412976231118,-0.00010855456642039868,1.0860122442245483
2024-03-04 18:30:00,0.0,0.00011789798736572266,0.0,0.00010856045868056123,0.0,0.0,1.0861386060714722,1.0862521251042685,1.0862521251042685,1.0862521251042685,0.00010422956661088738,0.0,1.0860122442245483
2024-03-04 18:35:00,0.0,0.00011789798736572266,0.0,0.00010856045868056123,0.0,0.0,1.0861301847866602,1.0862443870113743,1.0862443870113743,1.0862443870113743,0.00010921671205565205,0.0,1.0860122442245483
2024-03-04 18:40:00,0.00010856045868057329,0.00011789798736572266,0.00011789798736572266,0.00010856045868056123,0.0,0.0,1.0861217549868993,1.086240816861391,1.086240816861391,1.086240816861391,0.00010422612496506167,0.00010855456642041928,1.086130142211914
2024-03-04 18:45:00,-0.0001085486745866504,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,0.0,1.0861049039023263,1.0862338904178503,1.0862338904178503,1.0862338904178503,0.00010146156706854263,-0.00010855456642039868,1.0860122442245483
2024-03-04 18:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0860880528177534,1.086227371412165,1.086227371412165,1.086227371412165,9.569689627261141e-05,0.0,1.0860122442245483
2024-03-04 18:55:00,0.0,0.00011801719665527344,0.00011801719665527344,0.00010868203708780005,0.0,0.0,1.0860796315329415,1.0862212249210903,1.0862212249210903,1.0862212249210903,9.680359960821054e-05,0.0,1.0860122442245483
2024-03-04 19:00:00,-0.00010867022658622716,0.0,0.0,0.0,0.0,0.0,1.0860627804483687,1.0862121416462793,1.0862121416462793,1.0862121416462793,0.00010658370005490919,-0.00010867613162310532,1.085894227027893
2024-03-04 19:05:00,0.00010868203708769286,0.00011801719665527344,0.00011801719665527344,0.00010868203708780005,0.0,0.0,1.0860627804483687,1.0862067390132595,1.0862067390132595,1.0862067390132595,0.00010658370005490919,0.00010867613162297485,1.0860122442245483
2024-03-04 19:10:00,0.0,0.00011801719665527344,0.00011801719665527344,0.00010868203708780005,0.0,0.0,1.0860627804483687,1.0862016207293461,1.0862016207293461,1.0862016207293461,0.00010658370005490919,0.0,1.0860122442245483
2024-03-04 19:15:00,-0.00010867022658622716,0.0,0.0,0.0,0.0,0.0,1.0860290697642736,1.0861937388395653,1.0861937388395653,1.0861937388395653,7.535273058487175e-05,-0.00010867613162310532,1.085894227027893
2024-03-04 19:20:00,0.0,0.00011801719665527344,-0.00011801719665527344,0.0,-0.00010867022658620386,0.0,1.0860122186797005,1.0861862510442735,1.0861862510442735,1.0861862510442735,7.722137623044786e-05,0.0,1.085894227027893
2024-03-04 19:25:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0859953675951277,1.0861791285072886,1.0861791285072886,1.0861791285072886,7.536796258812901e-05,0.0,1.085894227027893
2024-03-04 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0859785165105547,1.0861723451387315,1.0861723451387315,1.0861723451387315,6.949532732403505e-05,0.0,1.085894227027893
2024-03-04 19:35:00,0.00010868203708769286,0.0002359151840209961,0.00011801719665527344,0.00021725429434015788,0.0,0.0,1.0859785165105547,1.0861686218616575,1.0861686218616575,1.0861686218616575,6.949532732403505e-05,0.00010867613162297485,1.0860122442245483
2024-03-04 19:40:00,0.0,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,0.0,1.0859785165105547,1.0861650678244503,1.0861650678244503,1.0861650678244503,6.949532732403505e-05,0.0,1.0860122442245483
2024-03-04 19:45:00,0.00010856045868057329,0.00011789798736572266,0.00011789798736572266,0.00010856045868056123,0.0,0.0,1.0859869377953666,1.0861642916997274,1.0861642916997274,1.0861642916997274,7.949588909827947e-05,0.00010855456642041928,1.086130142211914
2024-03-04 19:50:00,-0.0001085486745866504,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,0.0,1.0859785165105547,1.0861609863198323,1.0861609863198323,1.0861609863198323,6.949532732403505e-05,-0.00010855456642039868,1.0860122442245483
2024-03-04 19:55:00,-0.00010867022658622716,0.00011801719665527344,-0.00011801719665527344,0.0,-0.00010867022658620386,0.0,1.0859700867107935,1.0861553105902164,1.0861553105902164,1.0861553105902164,7.200530939661111e-05,-0.00010867613162310532,1.085894227027893
2024-03-04 20:00:00,0.00010868203708769286,0.0,0.0,0.0,0.0,0.0,1.0859700867107935,1.0861523300409317,1.0861523300409317,1.0861523300409317,7.200530939661111e-05,0.00010867613162297485,1.0860122442245483
2024-03-04 20:05:00,0.0,0.00011789798736572266,0.0,0.00010856045868056123,0.0,0.0,1.0859700867107935,1.08614947114672,1.08614947114672,1.08614947114672,7.200530939661111e-05,0.0,1.0860122442245483
2024-03-04 20:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0859785165105547,1.0861467266082763,1.0861467266082763,1.0861467266082763,6.949532732403503e-05,0.0,1.0860122442245483
2024-03-04 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0859785165105547,1.0861440896987915,1.0861440896987915,1.0861440896987915,6.949532732403503e-05,0.0,1.0860122442245483
2024-03-04 20:20:00,0.0,0.00011801719665527344,0.0,0.0,-0.00010867022658620386,0.0,1.0859785165105547,1.0861415542089021,1.0861415542089021,1.0861415542089021,6.949532732403503e-05,0.0,1.0860122442245483
2024-03-04 20:25:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0859869463103158,1.0861391143978767,1.0861391143978767,1.0861391143978767,6.582031153395399e-05,0.0,1.0860122442245483
2024-03-04 20:30:00,0.0,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,0.0,1.085995376110077,1.0861367649502225,1.0861367649502225,1.0861367649502225,6.076926240261312e-05,0.0,1.0860122442245483
2024-03-04 20:35:00,0.00010856045868057329,0.0002359151840209961,0.0002359151840209961,0.00021725429434015788,0.0,0.0,1.0860122271946497,1.0861366445367986,1.0861366445367986,1.0861366445367986,6.305099081663185e-05,0.00010855456642041928,1.086130142211914
2024-03-04 20:40:00,0.0,0.00011801719665527344,-0.00011801719665527344,0.0,-0.00010864662520535858,0.0,1.0860290782792228,1.0861365284238542,1.0861365284238542,1.0861365284238542,6.0745646184687114e-05,0.0,1.086130142211914
2024-03-04 20:45:00,-0.0001085486745866504,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,0.0,1.0860290782792228,1.086134347999305,1.086134347999305,1.086134347999305,6.0745646184687114e-05,-0.00010855456642039868,1.0860122442245483
