date,Doji,Three Crows Pattern,Hammer_Signal,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Log Returns,BB_Middle,BB_Upper,BB_Lower,RSI,Stochastic,Close
2024-04-01 12:10:00,0,0,0,0,-0.00016378797164307013,0.005389213562011719,-0.0017795562744140625,0.00011410737574277318,-0.0003819086091206201,10.863953272501627,-0.00016380138635769685,10.846193022198147,10.869301666468408,10.823084377927886,68.72033793017766,86.57867591897974,10.86322021484375
2024-04-01 12:15:00,0,0,0,0,0.00045009565520293116,0.0062694549560546875,0.003139495849609375,0.00028895577159749095,-0.00028807802016493476,10.865188280741373,0.0004499943925376326,10.847181346681383,10.870920600843512,10.823442092519254,72.32087301967167,98.59808702175545,10.868109703063965
2024-04-01 12:20:00,0,0,0,0,0.00021805822180853696,0.0074100494384765625,0.003879547119140625,0.0005282393472755523,-0.00015367122397067485,10.866218249003092,0.000218034450570101,10.84820826848348,10.872700903459062,10.823715633507899,72.79516400286961,95.80375962489784,10.870479583740234
2024-04-01 12:25:00,0,0,0,0,0.00025117287115428155,0.007519721984863281,0.0027303695678710938,0.00042040530861715077,-0.00027135092227730537,10.867869853973389,0.000251141332529667,10.849353816774157,10.874568773710903,10.82413885983741,75.06056075199648,95.97008377378987,10.873209953308105
2024-04-01 12:30:00,1,0,0,0,4.560848605450474e-06,0.0063800811767578125,3.910064697265625e-05,0.0004129318176595537,-0.0001738383310537883,10.868879795074463,4.560838204812097e-06,10.850477404064602,10.87625790402883,10.824696904100374,74.81860312704802,90.78705805712931,10.873259544372559
2024-04-01 12:35:00,1,0,0,0,0.00013243942277818554,0.004460334777832031,0.00015926361083984375,0.00016645060828138257,-0.00024371245543412126,10.87049643198649,0.00013243065345209374,10.851690159903633,10.87781407932988,10.825566240477386,76.89713520246292,93.6050398039176,10.874699592590332
2024-04-01 12:40:00,0,0,0,0,0.0006575492006497541,0.010419845581054688,0.005940437316894531,0.0007043008122082549,-0.00025376575579316355,10.87360143661499,0.0006573331098957961,10.852918783823648,10.880442965694828,10.82539460195247,77.05861075133312,96.57543353150108,10.881850242614746
2024-04-01 12:45:00,1,0,0,0,0.0001846553425997044,0.007790565490722656,0.000659942626953125,0.0002903995859746639,-0.0004254345171716938,10.876226425170898,0.0001846382959004062,10.854205714331734,10.883069399975511,10.825342028687956,77.69227261326584,95.28205128205128,10.883859634399414
2024-04-01 12:50:00,0,0,0,0,6.0634981442264646e-05,0.0062198638916015625,-0.0006504058837890625,0.00021132076529657451,-0.00036008637867699885,10.87856642405192,6.063314321608423e-05,10.855525705549452,10.885477853057802,10.825573558041102,78.35970404097894,94.54696064435397,10.884519577026367
2024-04-01 12:55:00,0,0,0,0,0.0006955076583821107,0.010089874267578125,0.0075702667236328125,0.0008875652027477547,-3.9427871790374097e-05,10.881713072458902,0.0006952659050183927,10.85710875193278,10.888603720326815,10.825613783538744,81.85530299799565,96.56291650333203,10.89208984375
2024-04-01 13:00:00,0,0,0,0,0.00028919943851701824,0.00778961181640625,0.0010700225830078125,0.000342368470236222,-0.0003726572686769616,10.885376453399658,0.0002891576284201757,10.858677917056614,10.891986351234136,10.825369482879092,81.75336649798439,95.86729099368758,10.89523983001709
2024-04-01 13:05:00,0,0,0,0,0.001369426916062011,0.016289710998535156,0.015979766845703125,0.001495267248491164,0.0,10.891286532084147,0.001368490106187035,10.860740979512533,10.897285422853551,10.824196536171515,86.76334522932835,99.59121039457631,10.910160064697266
2024-04-01 13:10:00,0,0,0,0,0.00031162227848424706,0.01013946533203125,0.0033903121948242188,0.0006278768218086803,-0.0003014822718109618,10.896571477254232,0.00031157373434671787,10.862878190146553,10.902489430947442,10.823266949345664,87.10413274832823,95.69928163304013,10.913559913635254
2024-04-01 13:15:00,0,0,0,-1,-0.0005259663900573086,0.0114593505859375,-0.007639884948730469,0.0002977540277391776,-0.000752073553632289,10.900564829508463,-0.000526104758899411,10.864744848675198,10.9063251606121,10.823164536738295,81.87204863309873,86.54546311460923,10.907819747924805
2024-04-01 13:20:00,1,0,0,0,-6.688420499334491e-05,0.00897979736328125,-0.000789642333984375,0.0002805623942699874,-0.0005426770898204462,10.904326597849527,-6.688644184152414e-05,10.86662318971422,10.909592097651803,10.823654281776637,82.19998001834679,85.6440951561782,10.907090187072754
2024-04-01 13:25:00,0,0,0,0,-0.0006161627704958095,0.008830070495605469,-0.006970405578613281,0.00010448384325674828,-0.0007050692150815214,10.905706564585367,-0.0006163526767884804,10.86831651793586,10.911676002444326,10.824957033427394,77.29683563223298,77.34090560969,10.900369644165039
2024-04-01 13:30:00,0,0,0,2,0.0004266016766951708,0.009739875793457031,0.004590034484863281,0.0006403364360356045,-0.0002531949236080119,10.907336552937826,0.0004265107080705502,10.87017430199517,10.913943334044749,10.826405269945592,79.06805162937601,83.02950773159313,10.905019760131836
2024-04-01 13:35:00,0,0,0,0,-0.00044014985209106516,0.007559776306152344,-0.0037698745727539062,0.0002191773729186677,-0.0004741263122873494,10.905679861704508,-0.00044024674647028726,10.871860954496595,10.915446091130026,10.828275817863165,75.6244214593311,76.77137996309875,10.900219917297363
2024-04-01 13:40:00,0,0,0,2,0.00023211439591341865,0.007989883422851562,0.0022296905517578125,0.00041093527012716686,-0.0003220465678812223,10.903878211975098,0.00023208746153484757,10.873534573449028,10.917108193142377,10.829960953755679,75.527504586118,79.66387984251203,10.902750015258789
2024-04-01 13:45:00,0,0,0,-1,-0.0003999173574105175,0.0079803466796875,-0.0057506561279296875,0.0,-0.000731863891507825,10.90230655670166,-0.0003999973456834066,10.875109857983059,10.918041012428692,10.832178703537426,73.3278411988545,73.70252891154364,10.89838981628418
2024-04-01 13:50:00,0,0,-1,0,0.00011839559529880361,0.0062503814697265625,0.0013799667358398438,0.0005064887970418534,-6.703013450830334e-05,10.901071548461914,0.00011838858709346551,10.876673195097181,10.918947380415462,10.8343990097789,73.23312651570029,75.37242511385655,10.899680137634277
2024-04-01 13:55:00,0,0,0,-1,-0.0005422103827031899,0.0061397552490234375,-0.005949974060058594,1.7411565216592435e-05,-0.0005458831928960814,10.899971644083658,-0.0005423574319095522,10.87808182504442,10.91910889875199,10.83705475133685,70.0137002800277,67.45039954195813,10.893770217895508
2024-04-01 14:00:00,0,0,0,0,6.390645635567793e-06,0.006779670715332031,-0.0009098052978515625,0.0001413693817378595,-0.00048091850357139324,10.898108323415121,6.390625215478972e-06,10.879440996381971,10.919168065562616,10.839713927201327,69.58626323705688,66.32359208130481,10.893839836120605
2024-04-01 14:05:00,0,0,0,1,0.00020292358788864817,0.006229400634765625,0.0024003982543945312,0.0004369323862233669,-0.00013490539113809026,10.897413412729898,0.0002029030016822915,10.88073960940043,10.919456615702865,10.842022603097996,69.04600943344911,68.1257797512845,10.896050453186035
2024-04-01 14:10:00,0,0,0,0,0.0002652000549305811,0.005200386047363281,0.0016002655029296875,0.00019366939977100977,-0.00028354670368643093,10.896778424580893,0.00026516489561204495,10.882098224427965,10.919800867599392,10.844395581256538,69.5813861144201,71.74941059431173,10.898940086364746
2024-04-01 14:15:00,0,0,0,0,2.1087877209335915e-05,0.0,0.0,0.0,0.0,10.896908442179361,2.1087654863179183e-05,10.883373790317112,10.920156789127587,10.846590791506637,68.83532439896418,70.65622135655362,10.899169921875
