date,Doji,Three Crows Pattern,Hammer_Signal,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Log Returns,BB_Middle,BB_Upper,BB_Lower,RSI,Stochastic,Close
2024-04-01 11:20:00,0,0,0,0,0.00021194227964649315,0.005209922790527344,0.0024595260620117188,0.0003906754573038121,-8.93650337557303e-05,10.849349816640219,0.00021191982305448712,10.839101367526585,10.850655789465502,10.827546945587667,64.11047196617922,93.92944236709478,10.855549812316895
2024-04-01 11:25:00,0,0,-1,0,2.767316394480801e-05,0.00531005859375,-0.0005693435668945312,0.0003952113976893969,-9.3905531035778e-05,10.851481596628824,2.7672781049870578e-05,10.839615821838379,10.852426637719368,10.82680500595739,61.90505382408475,85.14242397737544,10.855850219726562
2024-04-01 11:30:00,0,0,0,0,0.00039329944943355954,0.005749702453613281,0.0032901763916015625,0.00042374478125888564,-0.00010584835435674902,10.854016621907553,0.00039322212747822116,10.840134991539848,10.854649788627063,10.825620194452634,61.988010765842915,96.08033320020539,10.860119819641113
2024-04-01 11:35:00,0,0,0,3,-0.00016113932439676404,0.008000373840332031,-0.003009796142578125,0.00033980209995941693,-0.0003967869999267713,10.855528195699057,-0.00016115230873257435,10.840739991929796,10.856416027159705,10.825063956699887,64.54649681528662,81.92482827815081,10.858369827270508
2024-04-01 11:40:00,0,0,0,0,0.0004908734772515189,0.00576019287109375,0.004139900207519531,0.0004318932150612177,-9.853277496923266e-05,10.857806523640951,0.0004907530382781043,10.841549714406332,10.85883867231437,10.824260756498294,68.64917632702867,96.3031565948908,10.863699913024902
2024-04-01 11:45:00,0,0,0,-2,-0.0002761728898472704,0.004199981689453125,-0.00196075439453125,0.000103947868037128,-0.0002826960600334055,10.859048207600912,-0.00027621103260263864,10.84214080704583,10.860549045452533,10.823732568639127,63.94754278713323,88.20971932803376,10.860699653625488
2024-04-01 11:50:00,0,0,0,1,0.00033148145692729614,0.008890151977539062,0.0036401748657226562,0.0005303722870996512,-0.00028819235865249263,10.860506534576416,0.0003314265290871912,10.842988861931694,10.862585095685994,10.823392628177395,70.56359922403936,94.48195402869484,10.864299774169922
2024-04-01 11:55:00,0,0,0,0,-9.199402670845291e-05,0.004040718078613281,-0.00099945068359375,0.00013535762326760675,-0.0002365686087588847,10.861748218536377,-9.199825841845795e-05,10.843723879920113,10.864330126494679,10.823117633345547,68.33403816672833,91.88055403862384,10.863300323486328
2024-04-01 12:00:00,0,0,0,0,0.0003589677320579021,0.003979682922363281,0.0038499832153320312,0.00036634030512381304,0.0,10.86292823155721,0.00035890331855602416,10.844554424285889,10.866464448950893,10.822644399620884,69.77445316244922,99.67022308438409,10.867199897766113
2024-04-01 12:05:00,0,0,0,3,-0.00020245570787758016,0.0050201416015625,-0.002349853515625,0.00012241951509235171,-0.00033952767304108153,10.864033222198486,-0.00020247620480093236,10.845394690831503,10.868064750435215,10.822724631227791,70.09897727704767,90.95320705176294,10.864999771118164
