date,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Moving Average2,Moving Average3,Volatility,Log Returns,Close
2024-03-29 13:10:00,0.00010804631622218785,0.00011670589447021484,0.00011670589447021484,0.0001080463162221004,0.0,1.079605758190155,1.078587976523808,1.0782713072640555,1.078556828271775,0.0005477356320645364,0.00010804047963937366,1.080263614654541
2024-03-29 13:15:00,0.00010803464347675096,0.00011670589447021484,0.00011670589447021484,0.00010803464347684836,0.0,1.0796973620142256,1.078621254648481,1.0782854548522405,1.0785629351933796,0.0005621842775919754,0.00010802880815492954,1.0803803205490112
2024-03-29 13:20:00,0.0,0.0,0.0,0.0,0.0,1.079797284943717,1.078654532773154,1.0783004326479775,1.0785690421149845,0.0005502442361646261,0.0,1.0803803205490112
2024-03-29 13:25:00,-0.0001080229732534077,0.0002334117889404297,-0.0002334117889404297,0.0,-0.00021602261110215002,1.079888871737889,1.0786861436707633,1.0783145768301827,1.0785745932942346,0.0005122166464630847,-0.00010802880815498902,1.080263614654541
2024-03-29 13:30:00,-0.0004319178698348747,0.0004665851593017578,-0.0004665851593017578,0.0,-0.0004319178698349178,1.0799388119152613,1.078707766532898,1.07832538826125,1.0785784772464206,0.0004645237748457457,-0.000432011173225251,1.0797970294952393
2024-03-29 13:35:00,0.0,0.00011658668518066406,-0.00011658668518066406,0.0,-0.00010795926955067308,1.0800136923789978,1.0787360310554504,1.078338690314974,1.0785829152379718,0.00033232907325962685,0.0,1.0797970294952393
2024-03-29 13:40:00,0.0,0.0,0.0,0.0,0.0,1.0800553134509496,1.0787709321294512,1.0783519923686982,1.0785873532295227,0.0002577254848256658,0.0,1.0797970294952393
2024-03-29 13:45:00,0.00021594185202600258,0.00023317337036132812,0.00023317337036132812,0.0002159418520259563,0.0,1.0800969515527998,1.0788124782698496,1.0783686203616005,1.0785923475310917,0.00019576858384903688,0.00021591853994025063,1.0800302028656006
2024-03-29 13:50:00,0.00010805799149005146,0.00011670589447021484,0.00011670589447021484,0.00010805799149001926,0.0,1.0800969515527998,1.0788523776190622,1.0783844215529306,1.078597897575015,0.00019576858384903688,0.00010805215364583572,1.0801469087600708
2024-03-29 13:55:00,0.00010804631622218785,0.00011670589447021484,0.00011670589447021484,0.0001080463162221004,0.0,1.0801219514438085,1.0788939441953387,1.0784010563577924,1.0786040033612931,0.00019308945834174614,0.00010804047963937366,1.080263614654541
2024-03-29 14:00:00,-0.00010803464347686198,0.00011670589447021484,0.00011670589447021484,0.00010805799149001926,0.0,1.0801219514438085,1.0789321848324367,1.0784168575491224,1.0786089987981886,0.00019308945834174614,-0.00010804047963929984,1.0801469087600708
2024-03-29 14:05:00,-0.00010804631622207683,0.00034999847412109375,-0.0002334117889404297,0.0,-0.00032399357839430723,1.0801136153084892,1.0789670978273664,1.0784301655633108,1.0786134384927295,0.00019434718616039603,-0.00010805215364577995,1.0800302028656006
