date,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Moving Average2,Moving Average3,Volatility,Log Returns,Close
2024-03-29 14:10:00,0.0,0.00011670589447021484,-0.00011670589447021484,0.0,-0.0001080463162221004,1.0801052791731698,1.0790003538131714,1.0784434735774995,1.0786178781872704,0.000195241225949067,0.0,1.0800302028656006
2024-03-29 14:15:00,0.0,0.0,0.0,0.0,0.0,1.0800969430378504,1.0790336097989763,1.0784576117992402,1.0786217632747832,0.0001957765602609298,0.0,1.0800302028656006
2024-03-29 14:20:00,0.0,0.0,0.0,0.0,0.0,1.080080270767212,1.0790668657847813,1.0784709198134286,1.078626202969324,0.00019074698648344476,0.0,1.0800302028656006
2024-03-29 14:25:00,-0.00010794761560495303,0.00011658668518066406,0.0,0.00010795926955067308,0.0,1.0800469347408839,1.0790967958314077,1.0784842252731324,1.0786300874891734,0.00017557407686997714,-0.00010795344236813766,1.07991361618042
2024-03-29 14:30:00,0.0,0.0,0.0,0.0,0.0,1.080013598714556,1.0791267258780344,1.078497530732836,1.078633972009023,0.00015180750568498396,0.0,1.07991361618042
2024-03-29 14:35:00,0.0,0.0,0.0,0.0,0.0,1.0799885988235474,1.0791549955095563,1.0785091749259403,1.0786373019218445,0.00013663713052548736,0.0,1.07991361618042
2024-03-29 14:40:00,0.0,0.0,0.0,0.0,0.0,1.0799969264439173,1.0791816064289639,1.0785216501780919,1.078640631834666,0.00012798676708988216,0.0,1.07991361618042
2024-03-29 14:45:00,-0.00010795926955065038,0.00023317337036132812,-0.00023317337036132812,0.0,-0.00021589523120988527,1.0799969264439173,1.0792048914091927,1.0785341228757586,1.0786434065727961,0.00012798676708988216,-0.0001079650975720544,1.0797970294952393
2024-03-29 14:50:00,0.0,0.00011658668518066406,-0.00011658668518066406,0.0,-0.00010795926955067308,1.0799969264439173,1.0792281763894218,1.078545765365873,1.0786434065727961,0.00012798676708988216,0.0,1.0797970294952393
2024-03-29 14:55:00,0.00010797092601300129,0.00011658668518066406,0.00011658668518066406,0.00010797092601297816,0.0,1.0799885988235474,1.0792531268937247,1.0785590708255768,1.0786467364856176,0.00012933648413911885,0.00010796509757210023,1.07991361618042
2024-03-29 15:00:00,-0.00032387780865206217,0.0005826950073242188,-0.00023317337036132812,0.0,-0.0005396338306251914,1.079946952206748,1.0792763999530248,1.0785698779991695,1.0786478462673368,0.00016152247084233904,-0.00032393026839686804,1.079563856124878
2024-03-29 15:05:00,0.00010799424649055034,0.0,0.0,0.0,0.0,1.0799052970749992,1.0793029989515033,1.0785831774984087,1.0786489566167197,0.00014921536996952874,0.0001079884155317157,1.0796804428100586
2024-03-29 15:10:00,-0.00032383734333696346,0.0003496408462524414,-0.0003496408462524414,0.0,-0.0003238373433369225,1.0798470037324088,1.0793246030807495,1.0785931493554797,1.0786495112237475,0.00019563230931258244,-0.00032388978997252495,1.0793308019638062
2024-03-29 15:15:00,0.0,0.00011646747589111328,0.0,0.0,-0.00010790711770590131,1.0797970465251379,1.0793462072099957,1.078603951420103,1.0786495112237475,0.00022893702096478857,0.0,1.0793308019638062
2024-03-29 15:20:00,0.0,0.00011646747589111328,0.0,0.00010790711770590131,0.0,1.0797470893178667,1.0793661509241377,1.0786139232771736,1.0786495112237475,0.00024811463796572,0.0,1.0793308019638062
2024-03-29 15:25:00,0.00010790711770591876,0.0,0.0,0.0,0.0,1.0797054512160165,1.0793877584593636,1.0786255572523389,1.0786506204378037,0.0002460137433881847,0.00010790129615168062,1.0794472694396973
2024-03-29 15:30:00,-0.00010789547501621755,0.00023305416107177734,-0.00023305416107177734,0.0,-0.00021587806941622816,1.0796554940087455,1.0794077021735056,1.0786363593169621,1.0786511750448318,0.00024600769145464047,-0.00010790129615170191,1.0793308019638062
2024-03-29 15:35:00,0.0,0.0,0.0,0.0,0.0,1.0796138644218445,1.0794243267604282,1.0786479915891374,1.0786506204378037,0.00024810892380933424,0.0,1.0793308019638062
2024-03-29 15:40:00,0.00010790711770591876,0.00011646747589111328,0.0,0.0,-0.0001078954750161788,1.0795805539403642,1.0794442755835396,1.0786596255643026,1.0786511750448318,0.00023667051688492255,0.00010790129615168062,1.0794472694396973
2024-03-29 15:45:00,-0.00010789547501621755,0.00011646747589111328,0.0,0.0,-0.00010790711770590131,1.0795389243534632,1.0794609001704625,1.0786704276289258,1.0786511750448318,0.00022541459403392945,-0.00010790129615170191,1.0793308019638062
2024-03-29 15:50:00,0.0,0.0,0.0,0.0,0.0,1.0794972947665624,1.079472541809082,1.078681229693549,1.0786511750448318,0.00020529125610532317,0.0,1.0793308019638062
2024-03-29 15:55:00,0.0,0.0,0.0,0.0,0.0,1.0794639928000314,1.0794841834477016,1.07869120155062,1.0786511750448318,0.00019130671891316793,0.0,1.0793308019638062
2024-03-29 16:00:00,0.0,0.00023305416107177734,-0.00023305416107177734,0.0,-0.00021587806941622816,1.0794306908335005,1.0794941629682269,1.0787011734076908,1.0786511750448318,0.00016980571138712876,0.0,1.0793308019638062
2024-03-29 16:05:00,0.0,0.0,0.0,0.0,0.0,1.0793890612465995,1.0795041424887521,1.0787111452647618,1.0786511750448318,0.00010561868584543779,0.0,1.0793308019638062
