date,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2024-01-02 18:00:00,-0.0005022211729601711,0.1859893798828125,179.28099822998047,179.28750610351562,0.04500579833984375,0.3468840747715386,0.1859893798828125,0,0,0,0,0,179.34800720214844,179.37399291992188,179.18800354003906,179.2270050048828
2024-01-02 19:00:00,-0.0005022211729601711,0.11700439453125,179.17950439453125,179.1804962158203,0.04500579833984375,0.3468840747715386,0.11700439453125,0,0,0,0,0,179.2239990234375,179.23800659179688,179.12100219726562,179.13699340820312
2024-01-02 20:00:00,-1.669517054714298e-05,0.2239990234375,179.07400512695312,179.13400268554688,0.001495361328125,0.3468840747715386,0.2239990234375,1,0,0,0,0,179.13400268554688,179.18600463867188,178.96200561523438,179.13400268554688
2024-01-02 21:00:00,-0.0003014550765494395,0.134002685546875,179.1439971923828,179.10649871826172,0.02700042724609375,0.3468840747715386,0.134002685546875,0,0,0,0,0,179.13299560546875,179.21099853515625,179.07699584960938,179.0800018310547
2024-01-02 22:00:00,0.0009325004790738944,0.365997314453125,179.13800048828125,179.1884994506836,0.08349609375,0.3468840747715386,0.365997314453125,0,0,0,0,0,179.1300048828125,179.3209991455078,178.9550018310547,179.2469940185547
2024-01-02 23:00:00,0.0010879252133988437,0.279998779296875,179.302001953125,179.3470001220703,0.097503662109375,0.3468840747715386,0.279998779296875,0,0,0,0,0,179.2519989013672,179.44200134277344,179.16200256347656,179.44200134277344
2024-01-03 00:00:00,-0.0008192238869835222,0.28900146484375,179.3105010986328,179.37349700927734,0.0735015869140625,0.3468840747715386,0.28900146484375,0,0,-1,0,-2,179.45199584960938,179.4550018310547,179.16600036621094,179.2949981689453
2024-01-03 01:00:00,0.00026212148020010595,0.266998291015625,179.33349609375,179.31949615478516,0.02349853515625,0.3468840747715386,0.266998291015625,0,0,0,1,0,179.2969970703125,179.4669952392578,179.1999969482422,179.3419952392578
2024-01-03 02:00:00,0.00015059527248251214,0.1060028076171875,179.34600067138672,179.35549926757812,0.0135040283203125,0.3468840747715386,0.1060028076171875,0,0,0,0,0,179.3419952392578,179.3990020751953,179.29299926757812,179.36900329589844
2024-01-03 03:00:00,-0.0001282844498404767,0.1190032958984375,179.3324966430664,179.35899353027344,0.011505126953125,0.3468840747715386,0.1190032958984375,0,1,0,0,-2,179.3719940185547,179.39199829101562,179.2729949951172,179.3459930419922
2024-01-03 04:00:00,0.0001896437173947163,0.10699462890625,179.364501953125,179.36299896240234,0.01700592041015625,0.3468840747715386,0.10699462890625,0,0,0,0,0,179.3459930419922,179.41799926757812,179.31100463867188,179.3800048828125
2024-01-03 05:00:00,0.0007023738313050032,0.1630096435546875,179.45149993896484,179.44049835205078,0.06299591064453125,0.3468840747715386,0.1630096435546875,0,0,0,0,0,179.375,179.5330047607422,179.3699951171875,179.50599670410156
2024-01-03 06:00:00,0.0007743895519463084,0.2599945068359375,179.56999969482422,179.5770034790039,0.0695037841796875,0.3468840747715386,0.2599945068359375,0,0,0,0,2,179.50900268554688,179.6999969482422,179.44000244140625,179.64500427246094
2024-01-03 07:00:00,0.0022934262221492308,0.6179962158203125,179.81299591064453,179.8550033569336,0.20600128173828125,0.3468840747715386,0.6179962158203125,0,0,0,0,2,179.6529998779297,180.1219940185547,179.50399780273438,180.0570068359375
2024-01-03 08:00:00,0.0009441352598968944,0.364013671875,180.16600036621094,180.14700317382812,0.08499908447265625,0.3468840747715386,0.364013671875,0,0,0,0,2,180.06700134277344,180.34800720214844,179.98399353027344,180.2270050048828
2024-01-03 09:00:00,-0.0006492056755206255,0.3459930419921875,180.16300201416016,180.1699981689453,0.058502197265625,0.3468840747715386,0.3459930419921875,0,0,-1,0,-2,180.22999572753906,180.33599853515625,179.99000549316406,180.11000061035156
2024-01-03 10:00:00,2.219645061818376e-05,0.2639923095703125,180.16100311279297,180.11249542236328,0.0019989013671875,0.373255136772586,0.2639923095703125,1,0,0,1,0,180.11099243164062,180.29299926757812,180.0290069580078,180.11399841308594
2024-01-03 11:00:00,0.002004328889538831,0.5070037841796875,180.29149627685547,180.29400634765625,0.18050384521484375,0.4230835986990798,0.5070037841796875,0,0,0,0,0,180.11300659179688,180.5449981689453,180.03799438476562,180.47500610351562
2024-01-03 12:00:00,-0.00014406968102598228,0.21099853515625,180.45350646972656,180.47100067138672,0.01300048828125,0.44942974112197553,0.21099853515625,0,0,0,0,-2,180.4929962158203,180.5590057373047,180.34800720214844,180.44900512695312
2024-01-03 13:00:00,0.0009808973621132644,0.2299957275390625,180.54999542236328,180.53700256347656,0.0885009765625,0.4728844858864637,0.2299957275390625,0,0,0,0,0,180.447998046875,180.6649932861328,180.43499755859375,180.62600708007812
2024-01-03 14:00:00,0.0015168735711728054,0.5,180.79400634765625,180.7594985961914,0.136993408203125,0.5212025336321433,0.5,0,0,0,0,0,180.61900329589844,181.04400634765625,180.54400634765625,180.89999389648438
2024-01-03 15:00:00,0.0024212468480773186,0.79998779296875,181.05599975585938,181.09349822998047,0.21900177001953125,0.6127579190885682,0.79998779296875,0,0,0,0,2,180.8489990234375,181.45599365234375,180.656005859375,181.33799743652344
2024-01-03 16:00:00,0.0006893205051730078,0.201995849609375,181.36199951171875,181.39849853515625,0.0625,0.6758611656690446,0.201995849609375,0,0,0,0,2,181.33399963378906,181.46299743652344,181.26100158691406,181.46299743652344
2024-01-03 17:00:00,0.0006502494584967877,0.3179931640625,181.58200073242188,181.52050018310547,0.05899810791015625,0.7247841758597721,0.3179931640625,0,0,0,0,2,181.4600067138672,181.74099731445312,181.42300415039062,181.58099365234375
2024-01-03 18:00:00,-0.00015420048853398427,0.2989959716796875,181.59949493408203,181.57049560546875,0.01399993896484375,0.7445022137235984,0.2989959716796875,0,0,0,0,-2,181.58799743652344,181.74899291992188,181.4499969482422,181.55299377441406
2024-01-03 19:00:00,-0.000864748508962232,0.311004638671875,181.5345001220703,181.48849487304688,0.07849884033203125,0.7242299152845403,0.311004638671875,0,0,0,0,0,181.58099365234375,181.69000244140625,181.37899780273438,181.39599609375
2024-01-03 20:00:00,-4.963001246305332e-05,0.19000244140625,181.343994140625,181.39049530029297,0.0045013427734375,0.6831472856218438,0.19000244140625,1,0,0,0,0,181.3939971923828,181.43899536132812,181.24899291992188,181.38699340820312
2024-01-03 21:00:00,0.00044660815867048065,0.1269989013671875,181.4435043334961,181.42850494384766,0.04050445556640625,0.636499951693212,0.1269989013671875,0,0,0,0,0,181.38900756835938,181.5070037841797,181.3800048828125,181.46800231933594
2024-01-03 22:00:00,-0.0012785167893513139,0.3170013427734375,181.35750579833984,181.34249877929688,0.11600494384765625,0.5691097156764074,0.3170013427734375,0,0,0,0,0,181.44900512695312,181.51600646972656,181.19900512695312,181.23599243164062
2024-01-03 23:00:00,-0.0001544940249119664,0.2030029296875,181.24850463867188,181.21299743652344,0.01399993896484375,0.5295326231442204,0.2030029296875,1,0,0,0,0,181.21800231933594,181.35000610351562,181.14700317382812,181.20799255371094
2024-01-04 00:00:00,0.0016500995693118359,0.5349884033203125,181.27249908447266,181.36299896240234,0.149505615234375,0.5073615837926749,0.5349884033203125,0,0,0,0,0,181.218994140625,181.5399932861328,181.0050048828125,181.5070037841797
2024-01-04 01:00:00,0.0005564409234850576,0.35699462890625,181.4615020751953,181.55599975585938,0.05049896240234375,0.4612560379433387,0.35699462890625,0,1,0,0,0,181.50399780273438,181.63999938964844,181.2830047607422,181.60800170898438
2024-01-04 02:00:00,0.00012115751300090238,0.160003662109375,181.5590057373047,181.61900329589844,0.0110015869140625,0.390098269952718,0.160003662109375,0,1,0,0,2,181.60800170898438,181.63900756835938,181.47900390625,181.6300048828125
2024-01-04 03:00:00,0.0001761695744306735,0.1959991455078125,181.57799530029297,181.64550018310547,0.01599884033203125,0.3483770733144608,0.1959991455078125,0,1,0,0,2,181.62899780273438,181.67599487304688,181.47999572753906,181.66200256347656
2024-01-04 04:00:00,0.001293614553596223,0.3079986572265625,181.79999542236328,181.77850341796875,0.11750030517578125,0.29629738431295394,0.3079986572265625,0,0,0,0,2,181.66000366210938,181.95399475097656,181.64599609375,181.89700317382812
2024-01-04 05:00:00,0.001082980826289992,0.3650054931640625,182.07250213623047,181.9969940185547,0.0984954833984375,0.26710776216157595,0.3650054931640625,0,0,0,0,2,181.89999389648438,182.2550048828125,181.88999938964844,182.093994140625
2024-01-04 06:00:00,-0.000647996197662537,0.26300048828125,182.07150268554688,182.0364990234375,0.05899810791015625,0.24308422438178878,0.26300048828125,0,0,0,0,-2,182.0970001220703,182.2030029296875,181.94000244140625,181.9759979248047
2024-01-04 07:00:00,1.651856002760077e-05,0.3780059814453125,181.85900115966797,181.97600555419922,0.00150299072265625,0.2552590207007542,0.3780059814453125,1,0,0,0,0,181.97300720214844,182.04800415039062,181.6699981689453,181.97900390625
2024-01-04 08:00:00,0.002176053749332496,0.61199951171875,182.13600158691406,182.17749786376953,0.197998046875,0.3129755047605675,0.61199951171875,0,0,0,0,0,181.97999572753906,182.44200134277344,181.8300018310547,182.375
2024-01-04 09:00:00,0.0034270047978066653,0.67498779296875,182.70050048828125,182.69049835205078,0.3125,0.44939572635264546,0.67498779296875,0,0,0,0,2,182.38099670410156,183.03799438476562,182.36300659179688,183.0
2024-01-04 10:00:00,0.0016557036853226403,0.365997314453125,183.15899658203125,183.15149688720703,0.15149688720703125,0.5819219263614067,0.365997314453125,0,0,0,0,2,183.0,183.3419952392578,182.9759979248047,183.30299377441406
2024-01-04 11:00:00,-0.0013147483818497507,0.347991943359375,183.1529998779297,183.1834945678711,0.1204986572265625,0.6364568771685456,0.347991943359375,0,0,0,0,-2,183.30499267578125,183.32699584960938,182.97900390625,183.06199645996094
2024-01-04 12:00:00,-8.735407264603978e-05,0.260009765625,182.96299743652344,183.05250549316406,0.00799560546875,0.6686579845080103,0.260009765625,0,0,0,0,0,183.0590057373047,183.09300231933594,182.83299255371094,183.04600524902344
2024-01-04 13:00:00,0.0006446260089629785,0.4810028076171875,183.0425033569336,183.10449981689453,0.05899810791015625,0.6992383026458291,0.4810028076171875,0,1,0,0,0,183.0449981689453,183.2830047607422,182.802001953125,183.16400146484375
2024-01-04 14:00:00,0.0021838019113222806,0.5179901123046875,183.41899871826172,183.36499786376953,0.1999969482421875,0.7308907267001188,0.5179901123046875,0,0,0,0,0,183.16600036621094,183.67799377441406,183.16000366210938,183.56399536132812
2024-01-04 15:00:00,0.0008063141882204139,0.24200439453125,183.65499877929688,183.63800048828125,0.074005126953125,0.7445865078463942,0.24200439453125,0,0,0,0,2,183.56399536132812,183.7760009765625,183.53399658203125,183.71200561523438
2024-01-04 16:00:00,-0.0012955418509520422,0.3130035400390625,183.55449676513672,183.58899688720703,0.1190032958984375,0.7371766862098312,0.3130035400390625,0,0,0,0,0,183.70399475097656,183.71099853515625,183.3979949951172,183.4739990234375
2024-01-04 17:00:00,-0.00043055011280623834,0.2910003662109375,183.37450408935547,183.43700408935547,0.03949737548828125,0.7139379179329257,0.2910003662109375,0,0,0,0,0,183.47900390625,183.52000427246094,183.22900390625,183.39500427246094
2024-01-04 18:00:00,-9.268677237450618e-05,0.209991455078125,183.41400146484375,183.38550567626953,0.0084991455078125,0.6731497189203446,0.209991455078125,1,0,0,0,0,183.39300537109375,183.5189971923828,183.3090057373047,183.3780059814453
2024-01-04 19:00:00,-5.999403720846619e-05,0.1909942626953125,183.3115005493164,183.37350463867188,0.00550079345703125,0.6141541430067556,0.1909942626953125,0,0,0,0,0,183.3800048828125,183.40699768066406,183.21600341796875,183.36700439453125
2024-01-04 20:00:00,0.0001581075031162893,0.13800048828125,183.32899475097656,183.38249969482422,0.014495849609375,0.5624838784686794,0.13800048828125,0,1,0,0,0,183.36900329589844,183.3979949951172,183.25999450683594,183.39599609375
2024-01-04 21:00:00,-1.0899372994810363e-05,0.1179962158203125,183.41899871826172,183.39649963378906,0.00099945068359375,0.5150642124564546,0.1179962158203125,1,0,0,0,-2,183.3990020751953,183.47799682617188,183.36000061035156,183.3939971923828
2024-01-04 22:00:00,-6.539695075480356e-05,0.2860107421875,183.36000061035156,183.3915023803711,0.0059967041015625,0.42865236189528655,0.2860107421875,1,0,0,0,0,183.4010009765625,183.5030059814453,183.2169952392578,183.3820037841797
2024-01-04 23:00:00,0.0010197099829982736,0.2819976806640625,183.48099517822266,183.46749877929688,0.09349822998046875,0.3029795692578107,0.2819976806640625,0,0,0,0,0,183.36599731445312,183.6219940185547,183.33999633789062,183.56900024414062
2024-01-05 00:00:00,0.0010459355474947696,0.38800048828125,183.68800354003906,183.67250061035156,0.09600067138671875,0.21556917364168682,0.38800048828125,0,0,1,0,0,183.58399963378906,183.8820037841797,183.49400329589844,183.76100158691406
2024-01-05 01:00:00,-0.00021772054231516957,0.1909942626953125,183.69950103759766,183.73949432373047,0.0200042724609375,0.20813021733074874,0.1909942626953125,0,1,0,-1,0,183.75799560546875,183.7949981689453,183.60400390625,183.7209930419922
2024-01-05 02:00:00,-2.1760184659269655e-05,0.1129913330078125,183.69550323486328,183.72000122070312,0.0019989013671875,0.21773697005076215,0.1129913330078125,1,0,0,0,0,183.72300720214844,183.7519989013672,183.63900756835938,183.7169952392578
2024-01-05 03:00:00,0.0003429380061272802,0.1580047607421875,183.7439956665039,183.75,0.03150177001953125,0.2081882078712466,0.1580047607421875,0,0,0,0,0,183.72000122070312,183.822998046875,183.6649932861328,183.77999877929688
2024-01-05 04:00:00,-0.0007291472762920304,0.1829986572265625,183.72150421142578,183.7135009765625,0.0670013427734375,0.17672026538446284,0.1829986572265625,0,0,0,0,0,183.781005859375,183.81300354003906,183.6300048828125,183.64599609375
2024-01-05 05:00:00,-0.0011979636114191061,0.2809906005859375,183.52950286865234,183.5384979248047,0.1100006103515625,0.15293339037441198,0.2809906005859375,0,0,0,0,0,183.6510009765625,183.6699981689453,183.38900756835938,183.42599487304688
2024-01-05 06:00:00,0.0032166193079015137,0.7239990234375,183.76499938964844,183.72400665283203,0.29500579833984375,0.19122665250795876,0.7239990234375,0,0,0,0,0,183.4320068359375,184.1269989013672,183.4029998779297,184.01600646972656
2024-01-05 07:00:00,-0.000445617389459918,0.2910003662109375,183.94049835205078,183.9770050048828,0.0410003662109375,0.20825883474327128,0.2910003662109375,0,0,0,0,-2,184.02000427246094,184.08599853515625,183.7949981689453,183.9340057373047
