date,EURUSD=X,GBPUSD=X,USDJPY=X,USDCHF=X,AUDUSD=X,USDCAD=X,USDNOK=X,EURGBP=X,EURJPY=X,AUDJPY=X,NZDUSD=X,EURCHF=X,EURCAD=X,GBPCAD=X,GBPAUD=X,USDSGD=X,USDHKD=X,USDZAR=X,USDTRY=X,USDSEK=X,USDDKK=X,USDHUF=X,USDCZK=X,USDRUB=X,USDMXN=X,USDBRL=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2024-04-10 13:00:00,1.078399658203125,1.261304497718811,152.3820037841797,0.9089999794960022,0.6556302309036255,1.3648300170898438,10.758649826049805,0.8547899723052979,164.27699279785156,99.89399719238281,0.601720929145813,0.979960024356842,1.471369981765747,1.7212200164794922,1.9237899780273438,1.350909948348999,7.833010196685791,18.638900756835938,32.25782012939453,10.683600425720215,6.91871976852417,362.55999755859375,23.565000534057617,93.47000122070312,16.405000686645508,5.048900127410889,0.08179016563030928,43.49138920780712,192.43955001831054,192.8494921232861,192.02960791333498,192.33296421595983,192.08004797072638,-0.1549704415457711,37.75386189022337,-0.002946927128845145,1.4530029296875,192.2415008544922,192.46249389648438,0.28400421142578125,0.1973938673908382,1.4530029296875,0,0,0,0,0,192.7469940185547,192.96800231933594,191.51499938964844,192.17799377441406
2024-04-10 14:00:00,1.0757315158843994,1.2570078372955322,152.6699981689453,0.911870002746582,0.6526308059692383,1.365339994430542,10.811260223388672,0.8555799722671509,164.13299560546875,99.6240005493164,0.5995922684669495,0.9803599715232849,1.4678000211715698,1.7154099941253662,1.9254900217056274,1.3527300357818604,7.833779811859131,18.759010314941406,32.27458953857422,10.722949981689453,6.9382500648498535,363.8999938964844,23.6299991607666,93.51719665527344,16.445899963378906,5.060299873352051,0.03455971320596518,32.20875263281067,192.42400054931642,192.90073400652128,191.94726709211156,192.32703563145228,192.10064333961122,-0.5030305044991508,35.6802139785069,-0.001841983259938007,0.399993896484375,191.99099731445312,192.00050354003906,0.17699432373046875,0.23571538127587185,0.399993896484375,0,0,-1,0,0,192.177001953125,192.1909942626953,191.79100036621094,191.82400512695312
2024-04-10 15:00:00,1.0756157636642456,1.2566603422164917,152.77099609375,0.9119099974632263,0.6526094675064087,1.3673100471496582,10.813139915466309,0.8557299971580505,164.2760009765625,99.68599700927734,0.5991611480712891,0.9805799722671509,1.470270037651062,1.7180900573730469,1.9256500005722046,1.3525899648666382,7.83420991897583,18.739370346069336,32.29100036621094,10.70497989654541,6.936729907989502,363.2300109863281,23.6299991607666,93.5009994506836,16.48002052307129,5.064599990844727,0.004790890501197964,39.928129731307344,192.4095001220703,192.9237836676256,191.89521657651503,192.32457133701868,192.12033371698288,-0.3575760977608695,33.66864816121155,0.000745423453180738,0.332000732421875,191.93699645996094,191.90249633789062,0.07149505615234375,0.2528084300082474,0.332000732421875,0,0,0,1,0,191.83799743652344,192.10299682617188,191.77099609375,191.9669952392578
2024-04-10 16:00:00,1.0738831758499146,1.254091501235962,152.89999389648438,0.9128199815750122,0.6508001685142517,1.3690799474716187,10.838600158691406,0.8560299873352051,164.16400146484375,99.5,0.597907304763794,0.9800000190734863,1.4698599576950073,1.7170900106430054,1.9272799491882324,1.3536299467086792,7.834619998931885,18.76194953918457,32.26259994506836,10.725959777832031,6.947619915008545,364.3699951171875,23.69700050354004,93.45850372314453,16.507299423217773,5.0746002197265625,-0.030996659372533486,35.66464899917719,192.38170013427734,192.9703980985318,191.79300217002287,192.3111070905413,192.12754785446893,-0.5441087995256737,31.766724562670515,-0.001041829862435062,0.3010101318359375,191.82450103759766,191.8655014038086,0.09999847412109375,0.2849295565795108,0.3010101318359375,0,0,0,0,0,191.96400451660156,191.97500610351562,191.6739959716797,191.76699829101562
2024-04-10 17:00:00,1.0738831758499146,1.2533683776855469,152.94400024414062,0.914139986038208,0.6507578492164612,1.3689199686050415,10.842789649963379,0.8565199971199036,164.1959991455078,99.51899719238281,0.597550094127655,0.9814000129699707,1.469599962234497,1.7157399654388428,1.9260900020599365,1.3538299798965454,7.835040092468262,18.755199432373047,32.27627944946289,10.723899841308594,6.947760105133057,364.3399963378906,23.691999435424805,93.42939758300781,16.463579177856445,5.077000141143799,-0.06367505511227023,31.74763695083064,192.34875030517577,193.0129080625752,191.68459254777633,192.29817853655135,192.13192894345238,-0.6031712123325974,29.878329325891166,-0.0003754085293008469,0.3329925537109375,191.62850189208984,191.73150634765625,0.0359954833984375,0.319107796507391,0.3329925537109375,0,1,0,0,0,191.76800537109375,191.7949981689453,191.46200561523438,191.69500732421875
2024-04-10 18:00:00,1.0752688646316528,1.254831075668335,152.7790069580078,0.9118599891662598,0.6515591740608215,1.3676899671554565,10.821009635925293,0.8566300272941589,164.23699951171875,99.51399993896484,0.5984798669815063,0.9802200198173523,1.4702399969100952,1.716130018234253,1.925860047340393,1.3528800010681152,7.835000038146973,18.76156997680664,32.268470764160156,10.7052001953125,6.938260078430176,363.6239929199219,23.645599365234375,93.37329864501953,16.445499420166016,5.073500156402588,-0.0885588491816236,32.47579484495617,192.31669998168945,193.04022188680392,191.593178076575,192.28471429007394,192.13623846144904,-0.5777135576520607,28.073560489028043,6.256505253077194e-05,0.3950042724609375,191.6624984741211,191.69850158691406,0.0059967041015625,0.34771185758501694,0.3950042724609375,1,0,0,0,0,191.69000244140625,191.86000061035156,191.46499633789062,191.70700073242188
2024-04-10 19:00:00,1.0738831758499146,1.2526932954788208,152.96099853515625,0.9135100245475769,0.6501062512397766,1.3692100048065186,10.845370292663574,0.8570200204849243,164.218994140625,99.43699645996094,0.5969436764717102,0.9807699918746948,1.4699900150299072,1.7151600122451782,1.926800012588501,1.3543599843978882,7.835179805755615,18.777999877929688,32.27553176879883,10.729610443115234,6.948170185089111,364.2200012207031,23.680999755859375,93.50679779052734,16.44300079345703,5.0808000564575195,-0.1134008259853374,28.877959053103012,192.2796501159668,193.06869918396993,191.49060104796368,192.26350021362305,192.13940502348402,-0.6534996032714844,26.519178953031407,-0.0005059811154507488,0.1959991455078125,191.68199920654297,191.64849853515625,0.04850006103515625,0.37880585851831144,0.1959991455078125,0,0,0,0,0,191.68699645996094,191.77999877929688,191.58399963378906,191.61000061035156
2024-04-10 20:00:00,1.074806571006775,1.2542644739151,152.95899963378906,0.9132300019264221,0.6514403223991394,1.3677799701690674,10.826589584350586,0.8566499948501587,164.33599853515625,99.61900329589844,0.5978715419769287,0.9811499714851379,1.4694700241088867,1.715309977531433,1.9255800247192383,1.3535100221633911,7.835219860076904,18.771799087524414,32.27170181274414,10.718700408935547,6.94297981262207,363.94000244140625,23.667999267578125,93.44200134277344,16.431800842285156,5.078700065612793,-0.11923830692916226,36.200786271808994,192.25089950561522,193.06245243317215,191.4393465780583,192.251643044608,192.14495268322173,-0.42264829363142553,25.092508165997852,0.0011429160269684768,0.2859954833984375,191.72100067138672,191.72049713134766,0.1094970703125,0.38650469334618204,0.2859954833984375,0,0,0,0,0,191.61199951171875,191.86399841308594,191.5780029296875,191.82899475097656
2024-04-10 21:00:00,1.0745755434036255,1.2540442943572998,153.14599609375,0.9128000140190125,0.6513597369194031,1.3680299520492554,10.829279899597168,0.8565800189971924,164.5070037841797,99.71700286865234,0.5976214408874512,0.9803699851036072,1.4695700407028198,1.7154500484466553,1.924720048904419,1.3535200357437134,7.835299968719482,18.771089553833008,32.27790069580078,10.715410232543945,6.944019794464111,363.9800109863281,23.676000595092773,93.29239654541016,16.43400001525879,5.073200225830078,-0.11172254582032792,39.6083038497321,192.23644943237304,193.05428859449174,191.41861027025433,192.24407141549247,192.15014321463448,-0.22907202584403308,23.875861644221118,0.0009696377698966696,0.352996826171875,191.95550537109375,191.9199981689453,0.0930023193359375,0.38504608816969854,0.352996826171875,0,0,0,0,0,191.8249969482422,192.1320037841797,191.7790069580078,192.01499938964844
2024-04-10 22:00:00,1.0746910572052002,1.253824234008789,152.98399353027344,0.9127100110054016,0.6515379548072815,1.367799997329712,10.821629524230957,0.8567100167274475,164.3520050048828,99.62100219726562,0.5977643728256226,0.9801899790763855,1.4694900512695312,1.7149100303649902,1.9245599508285522,1.3533999919891357,7.834499835968018,18.76580047607422,32.2577018737793,10.713120460510254,6.942649841308594,363.8399963378906,23.64699935913086,93.29550170898438,16.44700050354004,5.079999923706055,-0.11851390904200798,30.99233409838017,192.2102493286133,193.0521949884456,191.36830366878098,192.21621431623186,192.15228598458427,-0.4362155369349807,23.14808001174823,-0.001223865901614718,0.347991943359375,191.8939971923828,191.89350128173828,0.11750030517578125,0.39063320787850847,0.347991943359375,0,0,0,0,0,192.0070037841797,192.0679931640625,191.72000122070312,191.77999877929688
2024-04-10 23:00:00,1.0746910572052002,1.2538870573043823,152.9239959716797,0.9126799702644348,0.651338517665863,1.3684300184249878,10.823650360107422,0.8568000197410583,164.28799438476562,99.58399963378906,0.5980503559112549,0.9804999828338623,1.470039963722229,1.715790033340454,1.9252599477767944,1.3536299467086792,7.8350701332092285,18.768299102783203,32.26871871948242,10.71576976776123,6.942880153656006,363.92999267578125,23.64699935913086,93.28759765625,16.454299926757812,5.079999923706055,-0.12486755176175279,27.17052013250914,192.1785987854004,193.0413274304248,191.315870140376,192.18874958583288,192.15345255533853,-0.4437544686453805,22.767976272043615,-0.00018251987867445862,0.2220001220703125,191.73099517822266,191.76549530029297,0.0175018310546875,0.39652808319166155,0.2220001220703125,0,0,0,0,0,191.78599548339844,191.8419952392578,191.6199951171875,191.7449951171875
2024-04-11 07:00:00,1.0730764865875244,1.2534469366073608,153.16400146484375,0.9145299792289734,0.6518394947052002,1.36913001537323,10.848730087280273,0.8558599948883057,164.31199645996094,99.82099914550781,0.5986231565475464,0.9810799956321716,1.4687800407409668,1.7161099910736084,1.923140048980713,1.3538000583648682,7.835619926452637,18.800140380859375,32.28950119018555,10.731149673461914,6.953090190887451,363.989990234375,23.709999084472656,93.55380249023438,16.4637393951416,5.065700054168701,-0.09307650768661802,60.60360906986674,191.85759887695312,192.3635393514898,191.35165840241643,192.16332081386022,192.1568334670294,-0.18031910487584923,22.788624832762576,0.001241266253919182,0.1890106201171875,191.92350006103516,191.92449951171875,0.1190032958984375,0.38989678252400883,0.1890106201171875,0,0,0,0,0,191.86599731445312,192.01800537109375,191.82899475097656,191.98300170898438
