date,Doji,Three Crows Pattern,Hammer_Signal,Engulfing,Harami,Three_crows,Piercing,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average1,Moving Average2,Moving Average3,Volatility,Log Returns,BB_Middle,BB_Upper,BB_Lower,RSI,Stochastic,Close
2024-03-07 18:50:00,0,0,0,0,0,0,0,4.4172631040950705e-05,0.00218963623046875,0.0006008148193359375,0.00017202658869349975,-3.840124702321598e-05,10.406240463256836,10.406240463256836,10.406240463256836,0.0,4.417165545901341e-05,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.406240463256836
2024-03-07 18:55:00,0,0,1,0,0,0,0,4.4172631040950705e-05,0.00279998779296875,-0.0006399154663085938,0.0,-0.0002690397142387711,10.40647029876709,10.40647029876709,10.40647029876709,0.00022983551025390625,4.417165545901341e-05,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.406700134277344
2024-03-07 19:00:00,0,0,0,0,0,0,0,-5.5717372163477386e-05,0.0035600662231445312,-0.00070953369140625,0.00016046036638114314,-0.00018162903835946642,10.406353632609049,10.406353632609049,10.406353632609049,0.00024987642154909,-5.571892443391701e-05,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.406120300292969
2024-03-07 19:05:00,0,0,0,1,0,0,0,0.00031709350262576486,0.006030082702636719,0.004139900207519531,0.0005304871068628149,-4.903431274561264e-05,10.40712022781372,10.40712022781372,10.40712022781372,0.001345300447115707,0.0003170432391062707,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.409420013427734
2024-03-07 19:10:00,0,0,0,0,-1,0,0,-0.0002843775228885681,0.003940582275390625,-0.0027799606323242188,0.00011149917465873878,-0.000267066634453758,10.406988143920898,10.406988143920898,10.406988143920898,0.001231929889798974,-0.00028441796584389024,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.40645980834961
2024-03-07 19:15:00,0,0,0,0,0,0,0,-9.989035887580933e-05,0.0033407211303710938,-0.0010395050048828125,0.00016917211237133846,-0.0001518516739974582,10.406726837158203,10.406726837158203,10.406726837158203,0.0012673261217888165,-9.98953482499705e-05,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.405420303344727
2024-03-07 19:20:00,0,0,0,0,0,0,0,-0.00032004768820537155,0.004519462585449219,-0.00341033935546875,9.60502276702009e-05,-0.0003382837693995339,10.406064442225865,10.406064442225865,10.406064442225865,0.0020023168345721827,-0.00032009891439690867,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.402090072631836
2024-03-07 19:25:00,0,0,0,0,0,0,0,2.7871032663995265e-05,0.0030298233032226562,0.00035953521728515625,0.00025377478532972704,-3.749779161844594e-05,10.405603885650635,10.405603885650635,10.405603885650635,0.0022344798344747494,2.7870644273980922e-05,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.402379989624023
2024-03-07 19:30:00,0,0,0,0,0,0,0,0.000137426031515675,0.0037202835083007812,0.0014295578002929688,0.0003576377244449464,0.0,10.405404514736599,10.405404514736599,10.405404514736599,0.002180853855808452,0.00013741658942365551,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.403809547424316
2024-03-07 19:35:00,0,0,0,1,0,0,0,0.00023264799341116138,0.0037794113159179688,0.00238037109375,0.0003143210788445414,-4.894938935636778e-05,10.405487060546875,10.405487060546875,10.405487060546875,0.002083707149169881,0.00023262093506337445,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.406229972839355
2024-03-07 19:40:00,0,0,0,0,-1,0,0,-0.00019602770341586861,0.0029296875,-0.0019702911376953125,7.010855370177746e-05,-0.00021142540312418378,10.4053691517223,10.4053691517223,10.4053691517223,0.002021422290354879,-0.00019604691935740082,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.404190063476562
2024-03-07 19:45:00,0,0,0,0,0,0,0,-0.00015472633970281535,0.00337982177734375,-0.002719879150390625,2.6854254172124588e-05,-0.00029796307274258376,10.405136744181315,10.405136744181315,10.405136744181315,0.002083214259854303,-0.00015473831105778616,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.402580261230469
2024-03-07 19:50:00,0,0,0,0,0,0,0,-4.235463924484595e-05,0.0019998550415039062,-0.0005903244018554688,0.00011056051891203682,-8.168277143501227e-05,10.404906199528622,10.404906199528622,10.404906199528622,0.002154939056495494,-4.2355536227906415e-05,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.402139663696289
2024-03-07 19:55:00,0,0,0,0,0,0,0,5.583348017501599e-05,0.004179954528808594,0.0005807876586914062,0.00025092977871789095,-0.00015090625347813244,10.404750074659075,10.404750074659075,10.404750074659075,0.0021514970836576507,5.5831921544277345e-05,10.404750074659075,10.409215502739642,10.400284646578509,41.40628637951106,21.021720891209096,10.40272045135498
2024-03-07 20:00:00,0,0,0,0,0,0,0,0.00044022562067280724,0.004580497741699219,0.00341033935546875,0.0003297196173272471,-0.00011054819530071172,10.40482575552804,10.404920069376628,10.404920069376628,0.0022201320299470705,0.0004401287498032419,10.40482575552804,10.409433635308309,10.400217875747773,52.11401605967195,65.7872657779435,10.407299995422363
2024-03-07 20:05:00,0,0,-1,0,0,0,0,-6.148717405951576e-05,0.0031604766845703125,0.000690460205078125,0.0002700832611614405,-3.363439322913087e-05,10.404822894505092,10.405028820037842,10.405028820037842,0.002217739245277143,-6.148906447329387e-05,10.404822894505092,10.409425808065356,10.400219980944827,49.920652913171615,59.53202200055934,10.406660079956055
2024-03-07 20:10:00,0,0,0,0,0,0,0,-0.0001008964849716909,0.0047092437744140625,-0.0017099380493164062,0.00013351213146024153,-0.0003189812831936175,10.404786450522286,10.405063012067009,10.405063012067009,0.0022002427643483848,-0.00010090157536443543,10.404786450522286,10.409353050169859,10.400219850874713,49.00775251307541,49.26820173394239,10.405610084533691
2024-03-07 20:15:00,1,0,0,0,0,0,0,-0.0001422408226945393,0.0027894973754882812,4.9591064453125e-05,0.00012392903815941912,-0.00014418666939701647,10.404408591134208,10.405011177062988,10.405011177062988,0.001787598404838715,-0.00014225093987975558,10.404408591134208,10.408118748203151,10.400698434065266,38.92858568520219,36.21459060923555,10.404129981994629
2024-03-07 20:20:00,0,0,0,-1,0,0,0,-6.819731132101658e-05,0.0027303695678710938,-0.0007991790771484375,0.00011347788166676826,-0.0001489511774705157,10.404191493988037,10.404927454496685,10.404927454496685,0.0017080943975908622,-6.819963686338339e-05,10.404191493988037,10.407736640642057,10.400646347334018,42.977391917500334,34.71947961435707,10.403420448303223
2024-03-07 20:25:00,0,0,0,0,1,0,0,2.594241315967416e-05,0.00222015380859375,0.0002307891845703125,0.00013750343987772095,-7.590189881250196e-05,10.404067925044469,10.404865598678589,10.404865598678589,0.0016770217090319223,2.5942076661093597e-05,10.404067925044469,10.407548580392836,10.400587269696102,45.85541948455493,38.00673713555581,10.403690338134766
2024-03-07 20:30:00,0,0,0,0,0,0,0,-0.00026051740479926533,0.004910469055175781,-0.0031499862670898438,0.0001634352232329907,-0.0003085378358958198,10.403988633837018,10.404680569966635,10.404680569966635,0.0017910294991985065,-0.00026055134535323167,10.403988633837018,10.407705912135741,10.400271355538296,47.25911274371292,4.994772912068765,10.400979995727539
2024-03-07 20:35:00,0,0,-1,0,0,0,0,2.6957099152014052e-05,0.002590179443359375,0.0002803802490234375,0.00024903224930952235,0.0,10.40390866143363,10.40452510660345,10.40452510660345,0.0018836728919258718,2.6956735815946348e-05,10.40390866143363,10.407818220916697,10.399999101950561,47.23426309837919,8.409803693808806,10.401260375976562
2024-03-07 20:40:00,0,0,0,1,0,0,0,0.00011534393397272247,0.00299072265625,0.0012102127075195312,0.00022885433192551855,-5.8680597929620144e-05,10.403812272208077,10.404435323632281,10.404435323632281,0.0019204458038185519,0.00011533728237264654,10.403812272208077,10.407798153799419,10.399826390616735,46.62822284706668,23.02241839934952,10.402460098266602
2024-03-07 20:45:00,0,0,0,0,-1,0,0,-3.0803729818340564e-05,0.0023097991943359375,-0.00030040740966796875,0.0001528271323441711,-6.921684758239303e-05,10.403520107269287,10.404339671134949,10.404339671134949,0.0018398537823592943,-3.080420426296906e-05,10.403520107269287,10.407338720274291,10.399701494264283,38.58154517863799,19.119526077360902,10.402139663696289
2024-03-07 20:50:00,0,0,0,0,0,0,0,-1.9252924198243093e-06,0.002399444580078125,-0.00021076202392578125,0.000175840150118715,-5.482398841031886e-05,10.40337221963065,10.404250869750976,10.404250869750976,0.0018631224476922464,-1.9252942732021392e-06,10.40337221963065,10.407239126706033,10.399505312555268,43.485566824701436,18.875595307236612,10.402119636535645
2024-03-07 20:55:00,0,0,0,0,0,0,0,-3.1721545704743725e-05,0.003970146179199219,-0.000949859619140625,9.525064165837693e-05,-0.00028639365210853657,10.4033157484872,10.40415620803833,10.40415620803833,0.001897927216332132,-3.172204884361493e-05,10.4033157484872,10.4072548927933,10.3993766041811,47.29456301807975,22.499471347007823,10.401789665222168
2024-03-07 21:00:00,1,0,0,0,0,0,0,-7.398872675856705e-05,0.0023603439331054688,-0.00010013580322265625,0.00011919645087983026,-0.00010773525367984659,10.40323577608381,10.404040054038719,10.404040054038719,0.0019680901864715336,-7.399146405943116e-05,10.40323577608381,10.407320543500187,10.399151008667431,46.25303204391676,13.967012053288222,10.401020050048828
2024-03-07 21:05:00,0,0,0,0,0,0,0,-8.655579456207096e-05,0.0022897720336914062,-0.0008001327514648438,0.0001326773734648004,-8.747354131680688e-05,10.403050013950892,10.403900044304985,10.403900044304985,0.0021244841806818803,-8.655954073102708e-05,10.403050013950892,10.407459376803018,10.398640651098766,41.47865758390101,3.9860435610065554,10.40011978149414
2024-03-07 21:10:00,0,0,0,0,0,0,0,0.0001759692245506539,0.0032300949096679688,0.0017795562744140625,0.0002538199303480698,-5.676103211179741e-05,10.40266786302839,10.403746809278216,10.403832797346444,0.0017786724297886984,0.00017595374378272526,10.40266786302839,10.406359494253195,10.398976231803584,28.617167251105357,25.759303410386647,10.401949882507324
2024-03-07 21:15:00,0,0,0,0,0,0,0,8.618132826487823e-06,0.0017194747924804688,0.0009593963623046875,0.00014899613737828963,-1.632080766359111e-05,10.40233782359532,10.403580359050206,10.403773021697997,0.0013944661865563568,8.618095690594477e-06,10.40233782359532,10.405232035497416,10.399443611693222,30.683358583844992,26.940353076360594,10.402039527893066
2024-03-07 21:20:00,0,0,0,0,0,0,0,0.00011927759765928414,0.0018796920776367188,0.00077056884765625,0.00010671241243210606,-7.39836055263828e-05,10.402171407427106,10.403478928974696,10.403757126100603,0.0011024736393633093,0.00011927048465224176,10.402171407427106,10.404459589356188,10.399883225498025,40.41284043638647,59.2004882514495,10.403280258178711
2024-03-07 21:25:00,0,0,-1,0,0,0,0,8.617030736290943e-06,0.0019397735595703125,0.00039005279541015625,0.00018646326219952394,0.0,10.402117116110665,10.403262853622437,10.403745025396347,0.0010203426158821637,8.616993609894867e-06,10.402117116110665,10.404234835257657,10.399999396963672,46.46813790658512,60.63472688434543,10.403369903564453
2024-03-07 21:30:00,0,0,0,0,0,0,0,-0.0001451132139744793,0.0027799606323242188,-0.0025997161865234375,0.0,-0.0002671893250394345,10.402005672454834,10.403098583221436,10.403687910600143,0.000955017693400878,-0.00014512374391561567,10.402005672454834,10.403987809850205,10.400023535059463,43.251938623989446,36.48153799206592,10.401860237121582
2024-03-07 21:35:00,0,0,0,0,0,0,0,-6.784546014437787e-06,0.0023393630981445312,-0.00046062469482421875,6.62843626662266e-05,-0.00015860573639359893,10.401869910103935,10.402968917574201,10.40363207985373,0.0008332099707263134,-6.784569029574196e-06,10.401869910103935,10.403599235803956,10.400140584403914,41.63518844959289,35.35245651510528,10.401789665222168
2024-03-07 21:40:00,0,0,0,0,0,0,0,-0.00013651699398198325,0.002170562744140625,-0.0009698867797851562,8.94871405787049e-05,-0.00011919393724622579,10.401826313563756,10.402907473700386,10.403538867405482,0.0008924918986478075,-0.00013652631327497707,10.401826313563756,10.403678678791751,10.399973948335761,46.96969696969697,14.788355063404179,10.400369644165039
2024-03-07 21:45:00,0,-1,1,0,0,0,0,-0.00010480875016438684,0.0036497116088867188,-0.0010900497436523438,3.4661161471679905e-05,-0.00031626017438048673,10.401684829166957,10.402796745300293,10.403420554267036,0.0011031392996523914,-0.00010481424298524284,10.401684829166957,10.403974392672694,10.39939526566122,40.897537032167584,28.053527980535282,10.399279594421387
