date,Adj Close,MACD,MACD_Signal,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,Volatility,MA_diff,ADX,ADX_14,DMP_14,DMN_14,Moving Average Slope,Doji,Engulfing,Hammer,ShootingStar,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Open,High,Low,Close
2024-03-04 01:55:00,1.0843634605407715,-7.612955391600451e-05,-1.752048353094537e-05,47.618128288044794,1.0846516728401183,1.0851432759943367,1.0841600696859,1.0843634605407715,1.0843634605407715,0.0,0.0,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,-4.1978699820382256e-06,0,0,0,0,-0.00010839572133725106,0.00023508071899414062,0.00023508071899414062,0.00021683845139519928,0.0,1.0841283798217773,1.0843634605407715,1.0841283798217773,1.0843634605407715
2024-03-04 02:00:00,1.0842459201812744,-8.897484058900673e-05,-3.181135494255764e-05,45.45496429394149,1.08462815284729,1.0851507661288122,1.084105539565768,1.084304690361023,1.084304690361023,5.8770179748535156e-05,-5.8770179748535156e-05,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,-4.1978699820382256e-06,0,0,0,0,-0.00010839572133725106,0.00011754035949707031,-0.00011754035949707031,0.0,-0.00010839572133724701,1.0843634605407715,1.0843634605407715,1.0842459201812744,1.0842459201812744
2024-03-04 02:05:00,1.0842459201812744,-9.802485333154642e-05,-4.5054054620355404e-05,45.45496429394149,1.0846046328544616,1.0851522798029387,1.0840569859059845,1.0842851003011067,1.0842851003011067,5.5409056842308933e-05,-3.9180119832282756e-05,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,-1.3992899940180287e-06,0,0,0,0,0.0,0.00023508071899414062,0.00011754035949707031,0.00021683845139519928,0.0,1.0841283798217773,1.0843634605407715,1.0841283798217773,1.0842459201812744
2024-03-04 02:10:00,1.0843634605407715,-9.46217878754485e-05,-5.496760127137403e-05,42.85645332561057,1.0845811069011688,1.0851276946604693,1.0840345191418683,1.084304690361023,1.084304690361023,5.8770179748535156e-05,5.8770179748535156e-05,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,1.3992899940180287e-06,0,0,0,0,0.00010840747224349911,0.00023508071899414062,0.00023508071899414062,0.00021683845139519928,0.0,1.0841283798217773,1.0843634605407715,1.0841283798217773,1.0843634605407715
2024-03-04 02:15:00,1.0845986604690552,-7.211487008662587e-05,-5.83970550344244e-05,47.82512890573355,1.0845693409442902,1.08510298701588,1.0840356948727006,1.0843634843826293,1.0843634843826293,0.00012880254317668561,0.00023517608642587007,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,4.1995729718826065e-06,0,0,0,0,0.0002169013774830919,0.0002351999282836914,0.0002351999282836914,0.00021690137748315249,0.0,1.0843634605407715,1.0845986604690552,1.0843634605407715,1.0845986604690552
2024-03-04 02:20:00,1.0845986604690552,-5.365942315727068e-05,-5.744952865899366e-05,47.82512890573355,1.0845458030700683,1.085025363857089,1.0840662422830476,1.0844026803970337,1.0844026803970337,0.00014665168597700169,0.00019598007202148438,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,2.799715314598978e-06,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0845986604690552,1.0845986604690552,1.0845986604690552,1.0845986604690552
2024-03-04 02:25:00,1.0845986604690552,-3.858852401683599e-05,-5.367732773056213e-05,47.82512890573355,1.0845222651958466,1.0849351979247008,1.0841093324669924,1.0844306775501795,1.0844306775501795,0.0001521097378957575,0.0001679829188756532,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,1.9997966532736555e-06,1,0,0,0,0.0,0.0001176595687866211,0.0,0.00010848212622329535,0.0,1.0845986604690552,1.0847163200378418,1.0845986604690552,1.0845986604690552
2024-03-04 02:30:00,1.0847163200378418,-1.6955135738738747e-05,-4.633288933219746e-05,47.82512890573355,1.0845104932785035,1.0848833514157206,1.0841376351412864,1.0844663828611374,1.0844663828611374,0.00017079017955233276,0.00024993717670440674,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,2.5503793541333967e-06,1,0,0,0,0.00010848212622338593,0.0001176595687866211,0.0,0.0,-0.00010847035912810492,1.0847163200378418,1.0847163200378418,1.0845986604690552,1.0847163200378418
2024-03-04 02:35:00,1.0847163200378418,1.873210118130686e-07,-3.702884726339536e-05,47.82512890573355,1.0845046103000642,1.084859245536385,1.0841499750637433,1.084494153658549,1.084494153658549,0.00017915912264775203,0.00022216637929273197,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,1.9836283865481974e-06,0,0,0,0,0.0,0.0001176595687866211,-0.0001176595687866211,0.0,-0.00010845859458539971,1.0848339796066284,1.0848339796066284,1.0847163200378418,1.0847163200378418
2024-03-04 02:40:00,1.0848339796066284,2.300183453995963e-05,-2.502271090272436e-05,45.449937796617974,1.0845104932785035,1.0848833514157206,1.0841376351412864,1.084528136253357,1.084528136253357,0.0001981957185562912,0.00030584335327143997,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,2.4273282005652215e-06,0,0,0,0,0.00010847035912808778,0.0001176595687866211,0.0001176595687866211,0.00010847035912810492,0.0,1.0847163200378418,1.0848339796066284,1.0847163200378418,1.0848339796066284
2024-03-04 02:45:00,1.0848339796066284,4.061432423241307e-05,-1.1895303875696877e-05,45.449937796617974,1.084522259235382,1.0849207990309229,1.0841237194398412,1.0845559401945635,1.0845559401945635,0.0002084252503172755,0.0002780394120649454,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,1.985995800463896e-06,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0848339796066284,1.0848339796066284,1.0848339796066284,1.0848339796066284
2024-03-04 02:50:00,1.0848339796066284,5.395044209155486e-05,1.273845317753471e-06,47.61536976250241,1.0845399022102356,1.0849613565898444,1.0841184478306267,1.0845791101455688,1.0845791101455688,0.00021383710501499361,0.0002548694610595703,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,1.6549965003839366e-06,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0848339796066284,1.0848339796066284,1.0848339796066284,1.0848339796066284
2024-03-04 02:55:00,1.0848339796066284,6.378414762675533e-05,1.3775905779553842e-05,50.0,1.0845457851886748,1.0849806787868899,1.0841108915904598,1.0845987154887273,1.0845987154887273,0.0002163823767725208,0.00023526411790109059,18.96425054763149,23.60753133750809,28.823090833379375,31.40920920633899,1.4003816541771234e-06,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0848339796066284,1.0848339796066284,1.0848339796066284,1.0848339796066284
