date,USDJPY=X,GBPJPY=X,USDNOK=X,GBPAUD=X,EURUSD=X,USDCHF=X,AUDUSD=X,USDCAD=X,EURGBP=X,EURJPY=X,AUDJPY=X,NZDUSD=X,EURCHF=X,EURCAD=X,GBPCAD=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2024-04-11 12:00:00,153.08799743652344,191.94900512695312,10.828399658203125,1.9225599765777588,1.0731916427612305,0.9128000140190125,0.65237957239151,1.3691099882125854,0.8555899858474731,164.23699951171875,99.83599853515625,0.598802387714386,0.9793199896812439,1.4687199592590332,1.7166099548339844,-0.0017567605327020175,50.705846145611716,1.2541902303695678,1.2557410082294642,1.2526394525096713,1.2568413146904536,1.2604847323326838,-0.0028913148811884337,47.63538751063289,-0.00010028564774544613,0.0005817413330078125,1.253926396369934,1.2540050148963928,6.288290023803711e-05,0.000704012631048475,0.0005817413330078125,0,0,0,-1,0,1.2540600299835205,1.254217267036438,1.2536355257034302,1.2539499998092651
2024-04-11 13:00:00,152.84300231933594,192.0760040283203,10.802980422973633,1.9200400114059448,1.0744600296020508,0.9089499711990356,0.6545873284339905,1.3670599460601807,0.8547000288963318,164.1739959716797,100.03900146484375,0.600672721862793,0.9762200117111206,1.4682799577713013,1.7178399562835693,-0.001517227662053422,62.10213361315145,1.2543564021587372,1.2562175589444349,1.2524952453730396,1.256385509456907,1.2602348668234689,0.00030630401202613733,46.05903290796834,0.002186541457063651,0.003514409065246582,1.2553771138191223,1.2553444504737854,0.0013709068298339844,0.0009082245220066007,0.003514409065246582,0,0,1,0,0,1.2539970874786377,1.2571343183517456,1.253619909286499,1.256691813468933
2024-04-11 14:00:00,153.13499450683594,192.18499755859375,10.82116985321045,1.9206500053405762,1.073767900466919,0.9108800292015076,0.65353924036026,1.3690999746322632,0.8553199768066406,164.37899780273438,100.05599975585938,0.5997001528739929,0.9777299761772156,1.4697999954223633,1.718400001525879,-0.0014034921090462227,55.45685046024951,1.2543705761432649,1.2562511701175711,1.2524899821689586,1.2558670427118028,1.2599397982869829,-0.0007524873529161091,43.934530492713506,-0.0012550874392127653,0.0026046037673950195,1.2564011216163635,1.2558716535568237,0.0007886290550231934,0.0009058364280599797,0.0026046037673950195,0,0,0,-1,0,1.2566287517547607,1.257703423500061,1.255098819732666,1.2551145553588867
2024-04-11 15:00:00,153.26800537109375,191.88099670410156,10.869449615478516,1.9210100173950195,1.0708931684494019,0.9112100005149841,0.6517205238342285,1.3716599941253662,0.8550699949264526,164.0780029296875,99.8759994506836,0.5975143313407898,0.9754700064659119,1.4683300256729126,1.7170900106430054,-0.001478089942899219,44.67882905803826,1.2543399930000305,1.2563508213465564,1.2523291646535046,1.2552229762077332,1.2595652483758473,-0.003141343593597412,41.123673899479456,-0.0024164509381247035,0.003344893455505371,1.2531428933143616,1.253448486328125,0.0015164613723754883,0.0010761559570585744,0.003344893455505371,0,0,0,0,0,1.2548153400421143,1.2548153400421143,1.2514704465866089,1.2520816326141357
2024-04-11 16:00:00,153.1929931640625,192.00999450683594,10.854430198669434,1.921239972114563,1.0722709894180298,0.9107900261878967,0.6524306535720825,1.3706799745559692,0.8552700281143188,164.23199462890625,99.93099975585938,0.5983008146286011,0.9764099717140198,1.4693800210952759,1.7179299592971802,-0.0014452374600799622,46.97275081231126,1.2542967617511749,1.2563511324164343,1.2522423910859155,1.2546484512942178,1.2592255274454753,-0.001248602356229478,37.759925927562314,0.0010528197918695525,0.0022268295288085938,1.252286434173584,1.2526936531066895,0.0006591081619262695,0.001091053869409513,0.0022268295288085938,0,0,0,0,0,1.2519874572753906,1.2533998489379883,1.2511730194091797,1.2533998489379883
2024-04-11 17:00:00,153.23399353027344,192.10499572753906,10.856650352478027,1.9215099811553955,1.0720411539077759,0.9104800224304199,0.6524561643600464,1.3698999881744385,0.8548300266265869,164.2239990234375,99.9739990234375,0.5986589789390564,0.9757900238037109,1.4685399532318115,1.7178000211715698,-0.0013766612810162115,47.90797632468997,1.254288113117218,1.256348406807943,1.2522278194264933,1.2543829807213374,1.2588958853767032,-0.0005116590431757384,34.27196816178066,0.00037615509573640793,0.0011786222457885742,1.253612220287323,1.2536198496818542,0.00023573637008666992,0.0010878955693723767,0.0011786222457885742,0,0,0,0,0,1.2533683776855469,1.2542015314102173,1.2530229091644287,1.2538713216781616
2024-04-11 18:00:00,153.177001953125,192.29299926757812,10.831379890441895,1.9200700521469116,1.0730764865875244,0.909309983253479,0.6538383364677429,1.368209958076477,0.8545100092887878,164.32000732421875,100.1449966430664,0.5997720956802368,0.9754999876022339,1.4676899909973145,1.7174899578094482,-0.001212878855224142,52.46814978938283,1.2543707549571992,1.2564846035813209,1.2522569063330775,1.2543283104896545,1.2586037090846471,0.0011487603187561035,30.98309631469892,0.0012806331100227997,0.0018101930618286133,1.2546034455299377,1.254587709903717,0.0008028745651245117,0.001118065253299768,0.0018101930618286133,0,0,0,0,2,1.2536983489990234,1.255508542060852,1.2536983489990234,1.2554770708084106
2024-04-11 19:00:00,153.24000549316406,192.36099243164062,10.830889701843262,1.9196100234985352,1.072961449623108,0.9099900126457214,0.6540179252624512,1.3684799671173096,0.8544099926948547,164.36199951171875,100.1989974975586,0.5998080968856812,0.9760400056838989,1.467710018157959,1.7177499532699585,-0.0010629350279867111,52.183575880881726,1.2544557690620421,1.2566237784500962,1.252287759673988,1.2542899889605386,1.2583183646202087,0.0012973504407065573,27.79674650192593,8.783003321877203e-05,0.0010409355163574219,1.2558714151382446,1.2554928064346313,5.513429641723633e-05,0.0011499502861100578,0.0010409355163574219,0,-1,0,0,2,1.2553982734680176,1.2563918828964233,1.255350947380066,1.2555873394012451
2024-04-11 20:00:00,153.1999969482422,192.40899658203125,10.82388973236084,1.920050024986267,1.0731916427612305,0.9096699953079224,0.6541891098022461,1.367900013923645,0.854200005531311,164.36500549316406,100.20800018310547,0.6001680493354797,0.9759500026702881,1.4678900241851807,1.7183799743652344,-0.0009068780948042754,54.12524051300861,1.254571509361267,1.2568151017239058,1.2523279169986283,1.2543586194515228,1.2580420119421822,0.0016545355319976807,24.928695208857928,0.0003391365689291437,0.0008357763290405273,1.2557688355445862,1.2557293176651,0.0002129077911376953,0.0012039981674204542,0.0008357763290405273,0,0,0,0,2,1.2554454803466797,1.2561867237091064,1.255350947380066,1.2560131549835205
2024-04-11 21:00:00,153.25100708007812,192.36000061035156,10.81742000579834,1.9193899631500244,1.072961449623108,0.9098700284957886,0.6538768410682678,1.3688499927520752,0.8543599843978882,164.38600158691406,100.18399810791016,0.5998080968856812,0.9759299755096436,1.4681299924850464,1.7182300090789795,-0.0008109998523107009,55.29339837227342,1.254650992155075,1.2568887003621911,1.252413283947959,1.2544299874986922,1.2577472073691232,0.0009366955075944539,22.370071645821543,-0.0005147015974067415,0.0007094144821166992,1.2556268572807312,1.255674123764038,0.00032323598861694336,0.0012168042794452067,0.0007094144821166992,0,0,0,0,0,1.2559815645217896,1.2559815645217896,1.2552721500396729,1.2553666830062866
2024-04-11 22:00:00,153.20199584960938,192.343994140625,10.829489707946777,1.9199999570846558,1.072961449623108,0.9097399711608887,0.6540008783340454,1.3690400123596191,0.8543199896812439,164.3419952392578,100.1510009765625,0.5999879837036133,0.9756600260734558,1.4681799411773682,1.7185699939727783,-0.000717644184337507,47.604225254447535,1.2547061145305634,1.256972551710242,1.2524396773508848,1.2544541827269964,1.257457693417867,0.00105435933385567,19.864742966121742,0.00011300208655029564,0.0007251501083374023,1.255524456501007,1.255697786808014,7.092952728271484e-05,0.0012323080892943197,0.0007251501083374023,0,0,0,0,0,1.2558870315551758,1.2558870315551758,1.2551618814468384,1.255508542060852
2024-04-11 23:00:00,153.2239990234375,192.36700439453125,10.810589790344238,1.919659972190857,1.0731916427612305,0.9095699787139893,0.6541078090667725,1.368399977684021,0.8543999791145325,164.37600708007812,100.20099639892578,0.6004202961921692,0.975849986076355,1.468209981918335,1.718209981918335,-0.0006328367894250508,50.7007917030176,1.2547549486160279,1.2570517554698617,1.252458141762194,1.25455641746521,1.2571666269075303,0.00099945068359375,17.441039319947336,3.769475584292081e-05,0.00026798248291015625,1.255563735961914,1.2554928064346313,2.3663043975830078e-05,0.0012001819758397818,0.00026798248291015625,0,0,0,0,0,1.255429744720459,1.2556977272033691,1.255429744720459,1.2555558681488037
2024-04-12 00:00:00,153.197998046875,192.33200073242188,10.82056999206543,1.919469952583313,1.072961449623108,0.9097899794578552,0.6541206240653992,1.3687000274658203,0.8543099761009216,164.31399536132812,100.1989974975586,0.6002761125564575,0.9758700132369995,1.468000054359436,1.7182600498199463,-0.0005613357415403808,57.72061894904902,1.2548022031784059,1.2571212025082643,1.2524832038485474,1.2546008484704154,1.256880555834089,0.0009076935904366312,15.257434289015553,-3.769333500180938e-05,0.00033104419708251953,1.2555637955665588,1.2555558681488037,2.3663043975830078e-05,0.001159390037422012,0.00033104419708251953,0,0,0,0,-2,1.2556031942367554,1.2557293176651,1.2553982734680176,1.255508542060852
2024-04-12 01:00:00,152.968994140625,192.05499267578125,10.823800086975098,1.9199899435043335,1.0728462934494019,0.9096900224685669,0.6539580821990967,1.368299961090088,0.8542699813842773,164.07400512695312,100.02100372314453,0.6005645394325256,0.9757099747657776,1.4678399562835693,1.718250036239624,-0.0004965422733667069,55.94118785064809,1.2548400163650513,1.2571823030036273,1.2524977297264752,1.2546542712620325,1.2565749486287434,0.0008858612605504579,13.41179614016163,2.5161486897573582e-05,0.0005830526351928711,1.255358874797821,1.2555086016654968,1.5795230865478516e-05,0.0011657184592250454,0.0005830526351928711,0,0,0,0,0,1.2554770708084106,1.2556504011154175,1.2550673484802246,1.255540132522583
2024-04-12 02:00:00,153.0989990234375,192.2429962158203,10.819439888000488,1.9196399450302124,1.0727311372756958,0.9097099900245667,0.654167652130127,1.3684799671173096,0.8541100025177002,164.18600463867188,100.13700103759766,0.601142168045044,0.9755799770355225,1.4675699472427368,1.718369960784912,-0.00043030444969072157,57.07256360531419,1.2549006640911102,1.2572669120065094,1.252534416175711,1.2547211817332677,1.2562612153234936,0.0009765454701013976,11.900252533898138,0.0001255194292113515,0.0005675554275512695,1.2556189894676208,1.2556740641593933,7.87973403930664e-05,0.0011319789360511952,0.0005675554275512695,1,0,0,0,0,1.2556504011154175,1.2559027671813965,1.2553352117538452,1.2556977272033691
2024-04-12 03:00:00,153.1790008544922,192.3470001220703,10.820079803466797,1.920009970664978,1.0730764865875244,0.9098600149154663,0.6540907025337219,1.368939995765686,0.854200005531311,164.30499267578125,100.1719970703125,0.6008532047271729,0.9759699702262878,1.4683599472045898,1.7188800573349,-0.00037102869271543604,45.01062883132292,1.2550147831439973,1.257304749527129,1.2527248167608656,1.2547869767461504,1.2559344286010379,0.0009423409189497356,10.591620358600695,2.5157696033506483e-05,0.0002995729446411133,1.255611002445221,1.2556583285331726,1.5795230865478516e-05,0.0011215105747931836,0.0002995729446411133,0,0,0,0,2,1.2555873394012451,1.2557607889175415,1.2554612159729004,1.2557293176651
2024-04-12 04:00:00,153.20399475097656,192.19500732421875,10.833820343017578,1.921470046043396,1.0720411539077759,0.9108800292015076,0.6528992056846619,1.3701200485229492,0.8542500138282776,164.18899536132812,100.01300048828125,0.599951982498169,0.9761300086975098,1.468309998512268,1.7187399864196777,-0.00038608820769736596,47.25750989424512,1.2549328207969666,1.257152928875571,1.2527127127183622,1.2548195591994695,1.2555767865408034,-0.00020890150751395886,9.57016973192954,-0.0008908448320888995,0.001354813575744629,1.2551149725914001,1.255201518535614,0.0005593299865722656,0.001091331625207899,0.001354813575744629,0,0,0,0,0,1.2557923793792725,1.2557923793792725,1.2544375658035278,1.2546106576919556
2024-04-12 05:00:00,153.23500061035156,192.1199951171875,10.839369773864746,1.9210000038146973,1.0715816020965576,0.9111899733543396,0.6526989340782166,1.3703999519348145,0.8543400168418884,164.13499450683594,100.00900268554688,0.599628210067749,0.9759699702262878,1.468269944190979,1.7186199426651,-0.00044282763484027043,62.27173243964161,1.2548549115657806,1.2571221001778896,1.2525877229536715,1.25482012118612,1.2551881500652857,-0.001027358429772418,8.893580871784838,-0.0006519113563984158,0.0007549524307250977,1.2541702389717102,1.2541308999061584,0.0004089474678039551,0.0010536150735427048,0.0007549524307250977,0,0,-1,0,0,1.2544690370559692,1.2545477151870728,1.2537927627563477,1.2537927627563477
2024-04-12 06:00:00,153.20700073242188,192.06900024414062,10.840579986572266,1.921030044555664,1.0713521242141724,0.9111499786376953,0.6526094675064087,1.37090003490448,0.8540800213813782,164.09800720214844,99.96600341796875,0.5994485020637512,0.9759600162506104,1.468400001525879,1.718500018119812,-0.0004709450543904925,55.21797369702874,1.2548792779445648,1.2570962258955714,1.2526623299935582,1.2548060757773263,1.2548197280792963,-0.0007932526724678812,8.566297067828543,0.00017551572719787245,0.0005661249160766602,1.2541072964668274,1.2539185285568237,0.0001100301742553711,0.0010749867344931495,0.0005661249160766602,0,0,0,1,0,1.253824234008789,1.2543903589248657,1.253824234008789,1.2540128231048584
2024-04-12 07:00:00,153.27099609375,191.8300018310547,10.874449729919434,1.9213900566101074,1.0684902667999268,0.9119300246238708,0.6514063477516174,1.3721599578857422,0.8534799814224243,163.72999572753906,99.83000183105469,0.5977643728256226,0.9742000102996826,1.465749979019165,1.7172900438308716,-0.0006283761269416654,35.73547266663593,1.2547584116458892,1.2573854600447028,1.2521313632470756,1.2547017633914948,1.254590060029711,-0.0030433237552642822,8.560946753673017,-0.0018774795801518307,0.0028094053268432617,1.2528125643730164,1.2529378533363342,0.0011771917343139648,0.0011458802839502747,0.0028094053268432617,0,0,-1,0,0,1.254217267036438,1.254217267036438,1.2514078617095947,1.2516584396362305
2024-04-12 08:00:00,153.2469940185547,191.8520050048828,10.834400177001953,1.9203399419784546,1.0686043500900269,0.9123299717903137,0.6520009636878967,1.3723499774932861,0.8533700108528137,163.72999572753906,99.90399932861328,0.5983365774154663,0.9747300148010254,1.4661600589752197,1.718000054359436,-0.0007373631908442757,21.361943807123794,1.2546532332897187,1.257569121261724,1.2517373453177134,1.2546047270298004,1.2544671694437664,-0.0027582943439483643,8.866622543912914,0.0001501951680014102,0.0013309717178344727,1.251384675502777,1.2517681121826172,9.399652481079102e-05,0.0013163382643207693,0.0013309717178344727,0,0,0,1,0,1.2516897916793823,1.2520501613616943,1.2507191896438599,1.251846432685852
2024-04-12 09:00:00,153.302001953125,191.75,10.852470397949219,1.9201799631118774,1.0673497915267944,0.9126700162887573,0.6514785289764404,1.3736000061035156,0.8531000018119812,163.593994140625,99.85800170898438,0.5976929068565369,0.9739000201225281,1.4657700061798096,1.718019962310791,-0.0008778539487341863,17.164854327405536,1.2543600738048553,1.257576459216669,1.2511436883930416,1.2544634682791573,1.2543283190046037,-0.003634844507489854,9.573044720700477,-0.0008130461433683012,0.0015038251876831055,1.251580536365509,1.2514472603797913,0.0005089044570922852,0.0016137213916984946,0.0015038251876831055,0,0,0,0,0,1.252065896987915,1.2523324489593506,1.2508286237716675,1.2508286237716675
