date,Hammer,Doji,Dark Cloud Cover,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Moving Average2,Moving Average3,Volatility,Log Returns,RSI,MACD,MACD_Signal,Stochastic,Close
2024-03-29 15:45:00,0,0,0,0,-0.00010789547501621755,0.00011646747589111328,0.0,0.0,-0.00010790711770590131,1.0798683563868205,1.0785560177432165,1.0794233464532428,1.0789034775009863,0.0003266645678658698,-0.00010790129615170191,41.38259244897239,-0.00012682874205838246,-7.714301600882608e-05,9.079925650557621,1.0793308019638062
2024-03-29 15:50:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0798456867535908,1.0785586052470737,1.079441123538547,1.0789164039823744,0.0003347645577152167,0.0,37.03900037864446,-0.0001300403522117577,-8.77224832494124e-05,9.079925650557621,1.0793308019638062
2024-03-29 15:55:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0798230171203613,1.0785611927509309,1.0794572863313887,1.0789293304637626,0.00034117012437200094,0.0,37.03900037864446,-0.000131074629657002,-9.639291253093032e-05,9.079925650557621,1.0793308019638062
2024-03-29 16:00:00,0,0,0,0,0.0,0.00023305416107177734,-0.00023305416107177734,0.0,-0.00021587806941622816,1.0798003474871318,1.0785650736755794,1.0794686045911577,1.0789422569451508,0.00034597539491156677,0.0,37.03900037864446,-0.00013039123301550326,-0.00010319257662784492,9.079925650557621,1.0793308019638062
2024-03-29 16:05:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.079777677853902,1.0785689546002282,1.0794799228509266,1.0789541083353538,0.00034924643085203986,0.0,37.03900037864446,-0.00012836986831921138,-0.00010822803496611823,9.079925650557621,1.0793308019638062
2024-03-29 16:10:00,0,0,0,0,-0.00010790711770591876,0.00011646747589111328,-0.00011646747589111328,0.0,-0.00010790711770590131,1.079748531182607,1.0785721884833441,1.0794880075587168,1.078964881323002,0.00035125444442996154,-0.00010791294009780001,33.33459557709786,-0.00013461412632520542,-0.00011350525323793567,0.0,1.079214334487915
2024-03-29 16:15:00,0,0,0,0,-0.00010791876290849878,0.00011646747589111328,-0.00011646747589111328,0.0,-0.00010791876290855315,1.0797129074732463,1.0785747753249275,1.079494474662675,1.0789745759080958,0.0003504040904466413,-0.0001079245865571837,29.629629629629633,-0.00014726313991886286,-0.00012025683057412111,0.0,1.079097867012024
2024-03-29 16:20:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0796772837638855,1.0785773621665107,1.079500941766633,1.0789842704931896,0.0003459021120699261,0.0,29.629629629629633,-0.00015549512333357107,-0.0001273044891260111,0.0,1.079097867012024
2024-03-29 16:25:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0796449018849268,1.0785812411043378,1.079504175318612,1.0789939650782832,0.0003440578327029305,0.0,30.77044086994141,-0.00016017265879142428,-0.00013387812305909374,0.0,1.079097867012024
2024-03-29 16:30:00,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0796254807048373,1.0785851200421652,1.079504175318612,1.079003659663377,0.0003544970734345529,0.0,36.368707293264535,-0.00016201206510402244,-0.0001395049114680795,0.0,1.079097867012024
