date,EURUSD=X,GBPUSD=X,USDJPY=X,USDCHF=X,AUDUSD=X,USDCAD=X,USDNOK=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2023-12-15 10:00:00,1.0967316627502441,1.27811861038208,141.6909942626953,0.8662499785423279,0.67204749584198,1.3379600048065186,10.446629524230957,0.04702059862938768,49.762292822355604,181.10539932250975,181.63484170392016,180.57595694109935,181.08999633789062,181.08999633789062,0.0,11.294924208859593,-0.00036442798624936046,0.3070068359375,181.04150390625,181.09849548339844,0.03299713134765625,0.29634693915523785,0.3070068359375,1,0,0,0,0,181.10699462890625,181.19500732421875,180.88800048828125,181.08999633789062
2023-12-15 11:00:00,1.0970927476882935,1.277090311050415,141.74400329589844,0.8660600185394287,0.6717585921287537,1.3379900455474854,10.43433952331543,0.03980285930808236,49.0779871213928,181.11834945678712,181.62491023308186,180.61178868049237,181.05699920654297,181.05699920654297,-0.03299713134765625,11.294924208859593,-0.00036442798624936046,0.3010101318359375,181.0094985961914,181.05500030517578,0.03299713134765625,0.29634693915523785,0.3010101318359375,0,0,0,0,0,181.08599853515625,181.16000366210938,180.85899353027344,181.0240020751953
2023-12-15 12:00:00,1.0944511890411377,1.2746647596359253,141.66000366210938,0.866379976272583,0.6707178354263306,1.3383400440216064,10.459099769592285,0.008017326520075585,43.53853184610958,181.11354904174806,181.63875745550592,180.5883406279902,180.9019978841146,180.9019978841146,-0.3100026448567803,11.294924208859593,-0.002386461634839132,0.5739898681640625,180.76599884033203,180.8105010986328,0.21600341796875,0.29634693915523785,0.5739898681640625,0,0,-1,0,0,181.0290069580078,181.05299377441406,180.47900390625,180.5919952392578
2023-12-15 13:00:00,1.0920606851577759,1.2712942361831665,142.31500244140625,0.8692299723625183,0.667338490486145,1.3402099609375,10.510279655456543,-0.0003830744282424803,37.39260997067448,181.10699920654298,181.64068620485875,180.5733122082272,180.89699935913086,180.89699935913086,-0.014995574951171875,11.294924208859593,0.001605877074106532,0.68499755859375,180.7415008544922,180.7375030517578,0.1450042724609375,0.29634693915523785,0.68499755859375,0,0,0,1,0,180.59300231933594,181.08399963378906,180.3990020751953,180.8820037841797
2023-12-15 14:00:00,1.0925379991531372,1.2714234590530396,141.822998046875,0.8677600026130676,0.6693888902664185,1.3380999565124512,10.473950386047363,-0.04409861590860942,33.89085929592679,181.07514877319335,181.72540861895268,180.424888927434,180.76919860839843,180.76919860839843,-0.5112030029296761,11.294924208859593,-0.0034498079723590536,0.8379974365234375,180.49700164794922,180.5739974975586,0.31200408935546875,0.29634693915523785,0.8379974365234375,0,0,0,0,0,180.88999938964844,180.91600036621094,180.0780029296875,180.25799560546875
2023-12-15 15:00:00,1.0917030572891235,1.2699702978134155,141.74099731445312,0.8668400049209595,0.6721378564834595,1.3371200561523438,10.471320152282715,-0.09426898211691537,28.868642915420182,181.02209854125977,181.8320915923759,180.21210549014364,180.6403325398763,180.6403325398763,-0.6443303426106866,11.294924208859593,-0.0014534357120921104,0.4580078125,180.04100036621094,180.1269989013672,0.1309967041015625,0.29634693915523785,0.4580078125,0,0,0,0,0,180.25799560546875,180.27000427246094,179.81199645996094,179.99600219726562
2023-12-15 16:00:00,1.0907504558563232,1.27068030834198,141.8000030517578,0.8687999844551086,0.6714383959770203,1.337440013885498,10.444990158081055,-0.1223983757400049,34.43745953509743,180.9760986328125,181.8667480480043,180.0854492176207,180.57528468540735,180.57528468540735,-0.3902871268136039,11.294924208859593,0.0010499975500621872,0.4080047607421875,180.03400421142578,180.08999633789062,0.0944976806640625,0.29634693915523785,0.4080047607421875,0,0,0,0,0,179.9949951171875,180.23800659179688,179.8300018310547,180.18499755859375
2023-12-15 17:00:00,1.0913456678390503,1.2706964015960693,142.03700256347656,0.8685899972915649,0.6710689067840576,1.336650013923645,10.439249992370605,-0.12764376648732423,40.83277340011809,180.94479904174804,181.8631970566644,180.02640102683168,180.56049919128418,180.56049919128418,-0.10349845886230469,11.294924208859593,0.0015095772540090202,0.37799072265625,180.37100219726562,180.31999969482422,0.1360015869140625,0.29634693915523785,0.37799072265625,0,0,0,0,0,180.18299865722656,180.55999755859375,180.1820068359375,180.45700073242188
2023-12-15 18:00:00,1.089680790901184,1.2674431800842285,142.20700073242188,0.8705999851226807,0.6697564721107483,1.337820053100586,10.466300010681152,-0.14428140675829582,40.39081256142951,180.90319900512696,181.873891701081,179.93250630917294,180.52333238389758,180.52333238389758,-0.2973344590928946,11.294924208859593,-0.00128009889713121,0.31298828125,180.3125,180.34749603271484,0.11550140380859375,0.29634693915523785,0.31298828125,0,0,0,0,-2,180.468994140625,180.468994140625,180.156005859375,180.2259979248047
2023-12-15 19:00:00,1.0901559591293335,1.2690516710281372,142.1739959716797,0.8700699806213379,0.6706773042678833,1.3369699716567993,10.45971965789795,-0.14494819408494664,42.13230722304994,180.83889923095703,181.75567359546477,179.92212486644928,180.5125991821289,180.5125991821289,-0.09659881591795738,11.294924208859593,0.001054245467324355,0.4499969482421875,180.26599884033203,180.31700134277344,0.095001220703125,0.29634693915523785,0.4499969482421875,0,0,0,0,0,180.21800231933594,180.49099731445312,180.04100036621094,180.41600036621094
