date,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2023-09-27 15:00:00,0.5834806542470687,36.493088614456575,7622.117529296875,7655.265725786891,7588.969332806858,7581.25,7581.25,0.0,29.359393084743626,0.0012807862737016507,43.31982421875,7598.889892578125,7599.425048828125,4.85498046875,41.36992452497249,43.31982421875,0,0,0,0,0,7617.60009765625,7620.5498046875,7577.22998046875,7581.25
2023-09-27 16:00:00,-0.9943579833143303,35.872505710506275,7621.612524414062,7656.379690761189,7586.845358066936,7586.10498046875,7586.10498046875,4.85498046875,29.359393084743626,0.0012807862737016507,15.63037109375,7586.885009765625,7586.06005859375,4.85498046875,41.36992452497249,15.63037109375,0,0,0,0,0,7581.16015625,7594.7001953125,7579.06982421875,7590.9599609375
2023-09-28 08:00:00,-3.7031345272007457,29.597214834872588,7620.31552734375,7661.089308641817,7579.541746045682,7579.553385416667,7579.553385416667,-13.10319010416697,29.359393084743626,-0.0032288097620228884,40.1796875,7582.669921875,7579.835205078125,12.2548828125,41.36992452497249,40.1796875,0,0,0,0,0,7593.22021484375,7602.759765625,7562.580078125,7566.4501953125
2023-09-28 09:00:00,-7.203232894247776,24.0193272363734,7616.57353515625,7669.926397164518,7563.220673147982,7570.527587890625,7570.527587890625,-27.077392578125,29.359393084743626,-0.0030397345394870268,38.6103515625,7549.14501953125,7555.050048828125,11.5,41.36992452497249,38.6103515625,0,0,-1,0,0,7566.64990234375,7568.4501953125,7529.83984375,7543.4501953125
2023-09-28 10:00:00,-9.268241320700326,24.090994099423497,7612.941015625,7672.685727838886,7553.196303411113,7567.38203125,7567.38203125,-12.582226562500182,29.359393084743626,0.0015045647656097838,31.47021484375,7539.994873046875,7549.23486328125,5.6748046875,41.36992452497249,31.47021484375,0,0,0,1,0,7543.669921875,7555.72998046875,7524.259765625,7554.7998046875
2023-09-28 11:00:00,-9.821048245550628,32.2098722098722,7609.6365234375,7670.843036772369,7548.430010102631,7568.133382161458,7568.133382161458,3.75675455729197,29.359393084743626,0.002262181986694811,23.5400390625,7566.60986328125,7563.364990234375,8.545166015625,41.36992452497249,23.5400390625,0,0,1,0,0,7554.83984375,7578.3798828125,7554.83984375,7571.89013671875
2023-09-28 12:00:00,-10.941590131586054,31.55950588600936,7606.617529296875,7671.671328444329,7541.56373014942,7566.804338727678,7566.804338727678,-7.9742606026784415,29.359393084743626,-0.0017248082523565467,17.0400390625,7563.35009765625,7565.35009765625,6.530029296875,41.36992452497249,17.0400390625,0,0,-1,-1,0,7571.8701171875,7571.8701171875,7554.830078125,7558.830078125
2023-09-28 13:00:00,-11.151388517228042,32.60728870872258,7603.535546875,7669.700241552529,7537.370852197471,7567.0338134765625,7567.0338134765625,1.6063232421875,29.359393084743626,0.0012978276389807863,25.9599609375,7571.7001953125,7563.775146484375,4.905029296875,41.36992452497249,25.9599609375,0,0,0,1,0,7558.91015625,7584.68017578125,7558.72021484375,7568.64013671875
2023-09-28 14:00:00,-10.957177520350342,35.82643507457868,7600.561547851563,7666.614231768111,7534.508863935015,7567.685601128473,7567.685601128473,5.214301215277374,29.359393084743626,0.0005628178309513565,22.8798828125,7566.9599609375,7570.7548828125,2.1298828125,41.36992452497249,22.8798828125,0,0,0,0,0,7568.60986328125,7578.39990234375,7555.52001953125,7572.89990234375
2023-09-28 15:00:00,-9.493110152285226,45.280415754648466,7598.370532226562,7662.208116383724,7534.532948069401,7570.23203125,7570.23203125,22.917871093750364,29.359393084743626,0.002674008670540129,22.43017578125,7582.635009765625,7583.074951171875,10.125,41.36992452497249,22.43017578125,0,0,0,0,2,7573.0,7593.85009765625,7571.419921875,7593.14990234375
2023-09-28 16:00:00,-7.671588645544034,48.17807109789559,7596.0870361328125,7655.544214451587,7536.629857814038,7573.163662997159,7573.163662997159,29.31631747159099,29.359393084743626,0.0012287493655458448,14.51025390625,7598.284912109375,7597.81005859375,4.6650390625,41.36992452497249,14.51025390625,0,0,0,0,2,7593.14013671875,7605.5400390625,7591.02978515625,7602.47998046875
2023-09-29 08:00:00,-3.695592347955426,54.71572160701687,7596.333032226563,7656.568341900479,7536.097722552647,7579.0358479817705,7579.0358479817705,64.59403483072947,29.359393084743626,0.0054126946009021015,63.75,7633.72509765625,7622.739990234375,20.574951171875,41.36992452497249,63.75,0,0,0,0,2,7601.85009765625,7665.60009765625,7601.85009765625,7643.6298828125
2023-09-29 09:00:00,0.1691663183610217,56.09112621414906,7597.5765380859375,7661.604023374669,7533.549052797206,7584.8323317307695,7584.8323317307695,69.55780498798049,29.359393084743626,0.0014077413573418962,27.349609375,7650.14501953125,7648.965087890625,5.380126953125,41.36992452497249,27.349609375,0,0,0,0,2,7643.5400390625,7663.81982421875,7636.47021484375,7654.39013671875
2023-09-29 10:00:00,4.02202795732228,60.23042252163224,7599.114038085938,7668.328537528982,7529.899538642893,7590.708600725447,7590.708600725447,76.39149693080344,29.359393084743626,0.001660479895913447,19.39990234375,7662.329833984375,7660.72509765625,6.35498046875,41.36992452497249,19.39990234375,0,0,1,0,2,7654.35009765625,7672.02978515625,7652.6298828125,7667.10009765625
2023-09-29 11:00:00,7.0634296908619945,70.67624515654609,7601.135522460938,7675.8589094912095,7526.412135430666,7595.78935546875,7595.78935546875,71.13056640625018,29.359393084743626,-2.3499860306364084e-05,14.330078125,7667.02490234375,7666.989990234375,0.090087890625,41.36992452497249,14.330078125,1,0,0,-1,0,7667.06005859375,7674.18994140625,7659.85986328125,7666.919921875
2023-09-29 12:00:00,8.429263720828203,63.75804997130703,7603.059008789062,7680.823344336242,7525.294673241882,7599.175018310547,7599.175018310547,50.784942626953125,29.359393084743626,-0.002212095745138809,23.4296875,7660.455078125,7658.39990234375,8.47998046875,41.36992452497249,23.4296875,0,0,0,0,0,7666.83984375,7672.169921875,7648.740234375,7649.9599609375
2023-09-29 13:00:00,9.397606942694438,71.7034768178,7605.027514648437,7685.461949274634,7524.59308002224,7602.11825022978,7602.11825022978,47.09171070772027,29.359393084743626,-9.803972881294865e-05,17.05029296875,7650.864990234375,7649.56494140625,0.375,42.77635146704572,17.05029296875,1,0,0,0,0,7649.919921875,7659.39013671875,7642.33984375,7649.2099609375
2023-09-29 14:00:00,9.872684166362887,79.85864111786466,7606.22001953125,7688.391775672249,7524.04826339025,7604.538357204861,7604.538357204861,41.14181857638869,29.359393084743626,-0.00046145748048176394,14.919921875,7645.0498046875,7647.4951171875,1.764892578125,43.818026109128866,14.919921875,0,1,0,0,0,7649.31005859375,7652.509765625,7637.58984375,7645.68017578125
2023-09-29 15:00:00,9.437574178156865,72.89634180967415,7606.6300048828125,7689.284050751251,7523.975959014374,7606.065275493421,7606.065275493421,27.484529194079187,29.359393084743626,-0.0015865653303384075,22.27978515625,7640.719970703125,7639.614990234375,6.065185546875,42.95393692597325,22.27978515625,0,0,0,0,0,7645.68017578125,7651.85986328125,7629.580078125,7633.5498046875
