date,Adj Close,MACD,MACD_Signal,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,Volatility,MA_diff,ADX,ADX_14,DMP_14,DMN_14,Moving Average Slope,Doji,Engulfing,Hammer,ShootingStar,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Open,High,Low,Close
2024-03-28 15:20:00,1.080263614654541,-0.00010693076748746755,1.908913158333525e-05,43.75358714367706,1.0807659029960632,1.081918295877954,1.0796135101141724,1.080572497844696,1.081052351565588,0.00035623647003275177,-0.0003088831901549849,22.56466800902398,17.004118213441508,35.822004836979936,35.540427106599516,-4.170500502292158e-06,0,0,0,0,0.00010804631622218785,0.0002334117889404297,0.00011670589447021484,0.0002160926324442008,0.0,1.0801469087600708,1.0803803205490112,1.0801469087600708,1.080263614654541
2024-03-28 15:25:00,1.0804970264434814,-8.950502165072649e-05,-2.6296990634770965e-06,46.00110201832616,1.0807133138179779,1.0818099194147033,1.0796167082212524,1.080558294909341,1.0810400917416527,0.0003491419005017165,-6.126846585963186e-05,20.264960368934734,16.103873537454486,36.622126060865355,33.53473802947857,-1.1914846848513707e-06,0,0,0,0,0.00021606928695372396,0.00011670589447021484,0.00011670589447021484,0.00010802297325344561,0.0,1.0803803205490112,1.0804970264434814,1.0803803205490112,1.0804970264434814
2024-03-28 15:30:00,1.0804970264434814,-7.483237153205202e-05,-1.707023355719208e-05,43.75,1.0806490242481233,1.0816258463364674,1.079672202159779,1.080544091973986,1.0810306231180826,0.00033230248277673366,-4.7065530504486475e-05,18.204889289508262,15.267932052609396,35.54208912990857,32.545752423301494,-1.787531132605277e-06,0,0,0,0,0.0,0.00011670589447021484,0.00011670589447021484,0.00010802297325344561,0.0,1.0803803205490112,1.0804970264434814,1.0803803205490112,1.0804970264434814
2024-03-28 15:35:00,1.0807305574417114,-4.385466150602646e-05,-2.2427119146958955e-05,50.0,1.0805964112281798,1.0814169577427635,1.0797758647135962,1.0805315571171896,1.0810250554765974,0.00033230248277673366,0.00019900032452180305,16.37924696549195,15.074654139052639,38.25148601629057,29.713674507014677,0.0,0,0,0,0,0.0002161329392997846,0.0003502368927001953,0.0003502368927001953,0.00032417925987601964,0.0,1.0803803205490112,1.0807305574417114,1.0803803205490112,1.0807305574417114
2024-03-28 15:40:00,1.0806137323379517,-2.84039891469412e-05,-2.3622493146955406e-05,47.82599050534628,1.080555510520935,1.0812762143353318,1.0798348067065382,1.0805181877953665,1.081020602725801,0.0003030619099400801,9.554454258520195e-05,14.635869520413937,14.895181790749934,37.09203990828373,28.813019190066516,-1.7881393432617188e-06,0,0,0,0,-0.00010809827015190177,0.00011682510375976562,-0.00011682510375976562,0.0,-0.00010809827015191667,1.0807305574417114,1.0807305574417114,1.0806137323379517,1.0806137323379517
2024-03-28 15:45:00,1.0803803205490112,-3.459481317835689e-05,-2.5816957153235703e-05,38.09049377916019,1.080520474910736,1.081200596335443,1.079840353486029,1.0805039882659913,1.0810133672895885,0.0002893321191275183,-0.00012366771698002488,13.17779740580387,14.004531045897501,34.82104897339756,33.17150118515275,-1.7869229219329746e-06,0,0,0,0,-0.00021599928073778862,0.00011670589447021484,-0.00011670589447021484,0.0,-0.00010801130555107501,1.0804970264434814,1.0804970264434814,1.0803803205490112,1.0803803205490112
2024-03-28 15:50:00,1.0801469087600708,-5.767067484874211e-05,-3.2187700692336986e-05,33.324422193598565,1.0804737687110901,1.0811192194579307,1.0798283179642496,1.0804872844900404,1.081005577246348,0.0002192901344131966,-0.00034037572996958865,12.120444659206694,14.019122624949649,30.765064576830206,40.955739639488804,-4.765938739389622e-06,1,0,0,0,-0.00021604594650692643,0.0002332925796508789,0.0,0.0,-0.00021598226848483198,1.0801469087600708,1.0801469087600708,1.07991361618042,1.0801469087600708
2024-03-28 15:55:00,1.0803803205490112,-5.6473094135256474e-05,-3.7044779380920885e-05,36.35309128871361,1.080456256866455,1.0810912936211485,1.0798212201117616,1.0804714109216418,1.0809983418101357,0.0002192901344131966,-9.109037263055342e-05,11.354018706237497,13.915621129115339,43.23487262328191,33.57925826367219,0.0,0,0,0,0,0.00021609263244415367,0.0007005929946899414,0.00011670589447021484,0.0006485389169698037,0.0,1.080263614654541,1.080964207649231,1.080263614654541,1.0803803205490112
2024-03-28 16:00:00,1.0801469087600708,-7.351099447028275e-05,-4.4338022398793264e-05,37.204995488864625,1.080421233177185,1.081042560153911,1.0797999062004588,1.0804538701261792,1.0809894374438695,0.0002232167685898253,-0.00030696136610841585,10.830638878010406,13.278666187958551,39.91805445238445,36.117600827444654,-5.954382370974644e-07,0,0,0,0,-0.00021604594650692643,0.0002334117889404297,-0.00011670589447021484,0.0,-0.00021606928695369672,1.080263614654541,1.080263614654541,1.0800302028656006,1.0801469087600708
2024-03-28 16:05:00,1.0797970294952393,-0.00011393264127823599,-5.8256946174681816e-05,37.21117997672817,1.0803745567798615,1.0810369446884114,1.0797121688713116,1.080433830193111,1.0809799813088916,0.0002571802275136745,-0.0006368006978716423,10.571214662498184,12.707536444135009,35.95986877344993,39.97119268228578,-2.9759747641427178e-06,0,0,0,0,-0.00032391822074751,0.00046646595001220703,-0.00034987926483154297,0.0,-0.00043185417301029507,1.0801469087600708,1.0801469087600708,1.0796804428100586,1.0797970294952393
2024-03-28 16:10:00,1.07991361618042,-0.00013500328265125816,-7.360621346999709e-05,38.6363108914108,1.080322027206421,1.0809534316957365,1.0796906227171053,1.0804146230220795,1.0809710803486052,0.0002713709110722002,-0.0005010068416595459,10.422881226760406,12.406932079140837,33.2940628029989,39.47910954385751,-1.1902682635226266e-06,0,0,0,0,0.00010797092601300129,0.0003497600555419922,0.00023317337036132812,0.00021596516998534618,-0.00010798258499267309,1.0796804428100586,1.07991361618042,1.079563856124878,1.07991361618042
2024-03-28 16:15:00,1.0800302028656006,-0.0001406727586110712,-8.701952249821192e-05,42.85749021324191,1.0802870094776154,1.0809004432821319,1.0796735756730989,1.0803962486130851,1.0809649626413982,0.0002713709110722002,-0.00036604574748455576,10.351848394666188,11.599375442835706,36.66661395414059,37.48310556080919,0.0,1,0,0,0,0.0001079592695507614,0.00011670589447021484,0.0,0.00010805799149001926,0.0,1.0800302028656006,1.0801469087600708,1.0800302028656006,1.0800302028656006
2024-03-28 16:20:00,1.0803803205490112,-0.00011558193159988406,-9.273200431854635e-05,45.45306842447312,1.0802519738674163,1.0807421111240354,1.0797618366107973,1.0803803750446865,1.080959955851237,0.0002566370376762008,-5.4495675305687996e-08,10.31081327418683,11.186427400972649,38.93283242444948,34.65161366442676,2.3811447377175554e-06,0,0,0,0,0.0003241739744701544,0.00035011768341064453,0.00035011768341064453,0.0003241739744700578,0.0,1.0800302028656006,1.0803803205490112,1.0800302028656006,1.0803803205490112
2024-03-28 16:25:00,1.0804970264434814,-8.529683131608401e-05,-9.12449697180539e-05,47.72648144279647,1.08025780916214,1.0807570740744425,1.0797585442498374,1.0803653350898197,1.080954947358086,0.00025946132609258794,0.00013169135366175588,10.313631450180752,11.264763231645686,42.07438158643493,32.86899049405874,1.7863147112765328e-06,1,0,0,0,0.00010802297325351873,0.00011670589447021484,0.0,0.00010801130555107501,0.0,1.0804970264434814,1.0806137323379517,1.0804970264434814,1.0804970264434814
2024-03-28 16:30:00,1.0804970264434814,-6.059714498185542e-05,-8.511540477081421e-05,45.23502662743477,1.0802694797515868,1.0807800992001435,1.0797588603030301,1.080350295134953,1.080949938864935,0.0002637096147188632,0.00014673130852838057,10.29324731736067,11.051625408241055,39.865762398991805,33.76825210809483,1.1908764741790684e-06,0,0,0,0,0.0,0.0002334117889404297,-0.00011670589447021484,0.0,-0.00021599928073783942,1.0806137323379517,1.0806137323379517,1.0803803205490112,1.0804970264434814
2024-03-28 16:35:00,1.0807305574417114,-2.192571970471846e-05,-7.247746775759507e-05,50.0,1.0802869915962219,1.0808361827164052,1.0797378004760385,1.0803369232586453,1.080946599869501,0.00028106777566250333,0.0003936341830661494,10.23976667645408,11.096137769714307,40.40963708270493,31.960562168598116,1.1914846848513707e-06,0,0,0,0,0.0002161329392997846,0.00023353099822998047,0.00023353099822998047,0.00021613293929985283,0.0,1.0804970264434814,1.0807305574417114,1.0804970264434814,1.0807305574417114
2024-03-28 16:40:00,1.0807305574417114,8.622271264080439e-06,-5.625751995325997e-05,46.15001833324604,1.080316174030304,1.080895238044572,1.079737110016036,1.0803227143628256,1.0809427034287227,0.00029647753864484207,0.00040784307888586113,10.176321523293826,11.379249178475401,42.08003512513489,31.064664612886748,1.1914846848513707e-06,1,0,0,0,0.0,0.00011682510375976562,0.0,0.00010809827015191667,0.0,1.0807305574417114,1.0808473825454712,1.0807305574417114,1.0807305574417114
2024-03-28 16:45:00,1.0808473825454712,4.1777004416987396e-05,-3.66506150792105e-05,55.88571085206105,1.0803570330142975,1.0809657003641238,1.0797483656644713,1.0803101769515446,1.0809388064202807,0.00030832757139009225,0.0005372055939265596,10.060666606121035,11.316393798258225,39.68409946979983,32.14279691635766,5.960464477539062e-07,0,0,0,0,0.00010809827015201279,0.00023365020751953125,0.00023365020751953125,0.00021621991330243373,0.0,1.0806137323379517,1.0808473825454712,1.0806137323379517,1.0808473825454712
2024-03-28 16:50:00,1.0803803205490112,3.001833689131317e-05,-2.3316824685105766e-05,51.35135135135135,1.080380368232727,1.0809521234067516,1.0798086130587026,1.0802951404026577,1.0809321278617496,0.0003005702587231049,8.51801463535029e-05,9.983941296255605,10.637812942472005,35.35104314734088,34.089815348902235,-1.1908764741949289e-06,0,0,0,0,-0.00043212575984596935,0.0003502368927001953,-0.0003502368927001953,0.0,-0.00032407420174115426,1.0807305574417114,1.0807305574417114,1.0803803205490112,1.0803803205490112
2024-03-28 16:55:00,1.0801469087600708,1.843872482698572e-06,-1.82846852515449e-05,47.368421052631575,1.080380368232727,1.0809521234067516,1.0798086130587026,1.0802775996071952,1.0809248952638535,0.00030470666122166707,-0.00013069084712435952,9.873808001427061,10.315657167306831,33.388976095046715,37.74798750454015,-1.1908764741790684e-06,0,0,0,0,-0.00021604594650692643,0.0002334117889404297,-0.0002334117889404297,0.0,-0.00021604594650689122,1.0803803205490112,1.0803803205490112,1.0801469087600708,1.0801469087600708
2024-03-28 17:00:00,1.080263614654541,-1.0941278962173229e-05,-1.6816003993670564e-05,51.35135135135135,1.080380368232727,1.0809521234067516,1.0798086130587026,1.0802617294447763,1.0809182184083121,0.00030114934822121376,1.885209764740381e-06,9.55559921384398,10.01651251893917,32.42007312059489,36.65259190844264,5.954382370816041e-07,0,0,0,0,0.00010804631622218785,0.00011670589447021484,0.00011670589447021484,0.0001080463162221004,0.0,1.0801469087600708,1.080263614654541,1.0801469087600708,1.080263614654541
