date,Hammer,Doji,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Log Returns,RSI,MACD,MACD_Signal,Stochastic,Close
2024-03-04 20:20:00,0,0,0,0.0,0.00011801719665527344,0.0,0.0,-0.00010867022658620386,1.0860122442245483,1.0860122442245483,0.0,47.05707491082045,0.0,0.0,39.983828582979584,1.0860122442245483
2024-03-04 20:25:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0860122442245483,1.0860122442245483,0.0,47.05707491082045,0.0,0.0,39.983828582979584,1.0860122442245483
2024-03-04 20:30:00,0,0,0,0.0,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,1.0860122442245483,1.0860122442245483,0.0,47.05707491082045,0.0,0.0,39.983828582979584,1.0860122442245483
2024-03-04 20:35:00,0,0,0,0.00010856045868057329,0.0002359151840209961,0.0002359151840209961,0.00021725429434015788,0.0,1.0860417187213898,1.0860417187213898,0.00010855456642041928,47.05707491082045,9.404967653114937e-06,1.8809935306229875e-06,39.983828582979584,1.086130142211914
2024-03-04 20:40:00,0,0,0,0.0,0.00011801719665527344,-0.00011801719665527344,0.0,-0.00010864662520535858,1.0860594034194946,1.0860594034194946,0.0,47.05707491082045,1.6666352935068574e-05,4.838065411512105e-06,39.983828582979584,1.086130142211914
2024-03-04 20:45:00,0,0,0,-0.0001085486745866504,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010854867458665894,1.0860515435536702,1.0860515435536702,-0.00010855456642039868,47.05707491082045,1.2760574856773843e-05,6.422567300564453e-06,39.983828582979584,1.0860122442245483
2024-03-04 20:50:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0860459293637956,1.0860459293637956,0.0,47.05707491082045,9.555072660427655e-06,7.0490683725370935e-06,39.983828582979584,1.0860122442245483
2024-03-04 20:55:00,0,0,0,-0.00010867022658622716,0.00011801719665527344,0.0,0.00010868203708780005,0.0,1.0860269665718079,1.0860269665718079,-0.00010867613162310532,47.05707491082045,-2.479727627235917e-06,5.143309172582492e-06,39.983828582979584,1.085894227027893
2024-03-04 21:00:00,0,0,0,0.00010868203708769286,0.00011801719665527344,0.00011801719665527344,0.00010868203708780005,0.0,1.0860253307554457,1.0860253307554457,0.00010867613162297485,47.05707491082045,-2.465965981190976e-06,3.621454141827799e-06,39.983828582979584,1.0860122442245483
2024-03-04 21:05:00,1,0,0,-0.00010867022658622716,0.0,0.0,0.0,0.0,1.0860122203826905,1.0860122203826905,-0.00010867613162310532,47.05707491082045,-1.1841559114378342e-05,5.288514905865709e-07,39.983828582979584,1.085894227027893
2024-03-04 21:10:00,0,0,0,-0.00010857225725235953,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010857225725235782,1.085990775715221,1.085990775715221,-0.00010857815164653095,47.05707491082045,-2.845713040056097e-05,-5.268344887642938e-06,39.983828582979584,1.0857763290405273
2024-03-04 21:15:00,0,0,0,0.00010858404646740816,0.00011789798736572266,0.00011789798736572266,0.00010858404646738439,0.0,1.085982729991277,1.085982729991277,0.00010857815164655301,47.05707491082045,-3.1745762696377966e-05,-1.0563828449389944e-05,39.983828582979584,1.085894227027893
2024-03-04 21:20:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0859759220710168,1.0859759220710168,0.0,47.05707491082045,-3.396055138749077e-05,-1.524317303701011e-05,39.983828582979584,1.085894227027893
2024-03-04 21:25:00,0,0,0,-0.00010857225725235953,0.00011789798736572266,-0.00011789798736572266,0.0,-0.00010857225725235782,1.0859616654259818,1.0859616654259818,-0.00010857815164653095,47.05707491082045,-4.471373751480101e-05,-2.113728593256829e-05,39.983828582979584,1.0857763290405273
2024-03-04 21:30:00,0,0,0,0.00010858404646740816,0.00011789798736572266,0.00011789798736572266,0.00010858404646738439,0.0,1.0859571695327759,1.0859571695327759,0.00010857815164655301,47.05707491082045,-4.322407252566052e-05,-2.5554643251186735e-05,39.983828582979584,1.085894227027893
2024-03-04 21:35:00,0,0,0,0.0,0.00011801719665527344,-0.00011801719665527344,0.0,-0.00010867022658620386,1.0859532356262207,1.0859532356262207,0.0,47.05707491082045,-4.156437405788971e-05,-2.875658941252733e-05,39.983828582979584,1.085894227027893
2024-03-04 21:40:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0859497645322014,1.0859497645322014,0.0,47.05707491082045,-3.979037242007877e-05,-3.096334601403762e-05,39.983828582979584,1.085894227027893
2024-03-04 21:45:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0859466791152954,1.0859466791152954,0.0,47.05707491082045,-3.7947033559415644e-05,-3.2360083523113225e-05,39.983828582979584,1.085894227027893
2024-03-04 21:50:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0859439184791164,1.0859439184791164,0.0,47.05707491082045,-3.607037737451968e-05,-3.310214229339452e-05,39.983828582979584,1.085894227027893
2024-03-04 21:55:00,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0859414339065552,1.0859414339065552,0.0,47.05707491082045,-3.418900426810367e-05,-3.331951468833635e-05,39.983828582979584,1.085894227027893
2024-03-04 22:00:00,0,0,0,-0.00010857225725235953,0.0002359151840209961,-0.00011789798736572266,0.00010868203708780005,-0.00010857225725235782,1.0859335717700778,1.0859335717700778,-0.00010857815164653095,47.05707491082045,-4.1730343370405265e-05,-3.500168042475013e-05,39.983828582979584,1.0857763290405273
2024-03-04 22:05:00,0,0,0,0.00010858404646740816,0.00011789798736572266,0.0,0.0,-0.00010857225725235782,1.0859317833727056,1.0859317833727056,0.00010857815164655301,47.05707491082045,-3.775827281038424e-05,-3.555299890187696e-05,39.983828582979584,1.085894227027893
2024-03-04 22:10:00,0,0,0,0.0,0.00011801719665527344,0.0,0.00010868203708780005,0.0,1.0859301504881487,1.0859301504881487,0.0,47.05707491082045,-3.4215958009120584e-05,-3.528559072332568e-05,39.983828582979584,1.085894227027893
