date,Doji,Three Crows Pattern,Hammer_Signal,Engulfing,Harami,Three_crows,Piercing,Three line Strike,Three Outside,Daily Return,High-Low Range,Close-Open Change,Moving Average,BB_Middle,BB_Upper,BB_Lower,RSI,Stochastic,Close
2024-04-01 15:20:00,1,0,0,0,0,0,0,0,0,5.015273510466933e-05,0.011249542236328125,0.0006198883056640625,10.943085034688314,10.907288816240099,10.950755110581031,10.863822521899166,72.7931271261512,91.71376490595627,10.95341968536377
2024-04-01 15:25:00,0,0,0,0,0,0,0,0,0,0.00036977080565891995,0.004879951477050781,0.0039997100830078125,10.949535051981607,10.909629371431139,10.954594246814565,10.864664496047713,72.9890769815209,95.8711019593691,10.957469940185547
2024-04-01 15:30:00,0,0,0,0,0,0,0,0,0,-0.0005356953246984375,0.013909339904785156,-0.005000114440917969,10.950045108795166,10.91180549727546,10.95711005009004,10.866500944460878,70.71610866210041,89.27125722280967,10.951600074768066
2024-04-01 15:35:00,0,0,0,0,0,0,0,0,0,0.0008683699384817167,0.012530326843261719,0.009420394897460938,10.952611764272055,10.91420578956604,10.960565973943527,10.867845605188553,71.91478657946674,96.5851257670639,10.96111011505127
2024-04-01 15:40:00,0,0,0,0,0,0,0,0,0,-3.654221230209309e-05,0.006259918212890625,0.001209259033203125,10.956196626027426,10.916396326488918,10.96390459303033,10.868888059947507,70.70874029551716,95.9013929251428,10.960709571838379
2024-04-01 15:45:00,0,0,0,0,0,0,0,0,0,1.3747334604907735e-05,0.01016998291015625,0.001720428466796875,10.957528273264566,10.918535232543945,10.966941568547163,10.870128896540727,70.41997764300636,92.32343117520848,10.960860252380371
2024-04-01 15:50:00,0,0,0,0,0,1,0,0,0,0.00014773831177228303,0.007159233093261719,0.003269195556640625,10.959038257598877,10.920700788497925,10.96981637464799,10.871585202347859,70.56973332595228,94.00388838060384,10.962479591369629
2024-04-01 15:55:00,1,0,0,0,0,0,0,0,0,0.00015693789461201924,0.004559516906738281,0.00030040740966796875,10.96015993754069,10.92270384894477,10.972888807364257,10.872518890525285,69.63229528542423,95.79363234952358,10.964200019836426
2024-04-01 16:00:00,0,0,1,0,0,0,0,0,0,0.00014960688616150186,0.008600234985351562,0.00164031982421875,10.962533315022787,10.924664974212646,10.975940327248614,10.87338962117668,69.38059584271429,97.89742774319019,10.965840339660645
2024-04-01 16:05:00,0,0,0,0,0,0,0,0,0,0.0003930072025810638,0.011159896850585938,0.005450248718261719,10.964039961496988,10.926331361134848,10.979530388178079,10.873132334091617,67.48654538985011,96.36674454384865,10.970149993896484
2024-04-01 16:10:00,0,0,0,0,0,0,0,0,-1,-0.0007730133157889396,0.011110305786132812,-0.01020050048828125,10.964200019836426,10.927667750252617,10.981952822652744,10.87338267785249,63.620262323763036,86.23283377970255,10.961669921875
2024-04-01 16:15:00,0,0,0,-1,0,0,0,0,0,3.6540346111113564e-06,0.005889892578125,-0.0010995864868164062,10.964341640472412,10.929164701037937,10.984165338363358,10.874164063712517,65.7655093910074,86.28069975497179,10.961709976196289
2024-04-01 16:20:00,0,0,0,0,1,0,0,0,0,3.558320702312656e-05,0.0039997100830078125,0.00034046173095703125,10.96427838007609,10.930692752202352,10.986224217915192,10.875161286489513,66.12508246765591,86.74682318080802,10.9621000289917
2024-04-01 16:25:00,0,0,0,0,0,0,0,0,0,0.0002454196950827381,0.00543975830078125,0.0015802383422851562,10.9643767674764,10.932482216093275,10.988145113324872,10.876819318861678,69.34067066746071,89.96182118639238,10.964790344238281
2024-04-01 16:30:00,0,0,0,0,0,0,0,0,0,0.00020517653705831584,0.008540153503417969,0.0037298202514648438,10.964576721191406,10.93420500225491,10.990208924696148,10.878201079813671,68.89231037387793,92.65029346401505,10.967040061950684
2024-04-01 16:35:00,0,0,0,0,0,0,0,0,0,0.00022426525736363168,0.0044403076171875,0.0024595260620117188,10.964468320210775,10.936129437552559,10.99208987425824,10.880169000846879,71.40886827261421,95.58949227876232,10.969499588012695
2024-04-01 16:40:00,0,0,0,0,0,0,0,0,1,-5.103303202114162e-05,0.0043201446533203125,0.000919342041015625,10.96567996342977,10.93796804216173,10.99376551028216,10.8821705740413,70.70616665174975,94.92050829107072,10.968939781188965
2024-04-01 16:45:00,0,0,0,0,0,0,0,0,0,6.016466861136216e-05,0.006289482116699219,0.002559661865234375,10.966994921366373,10.939946095148722,10.995015036902073,10.88487715339537,72.80456891549338,95.70915721693544,10.969599723815918
2024-04-01 16:50:00,1,0,0,0,0,0,0,0,0,0.0001413610776617169,0.00572967529296875,-4.9591064453125e-05,10.96850331624349,10.941931380165947,10.996174873928492,10.887687886403402,72.84984267141499,97.50447053999567,10.971150398254395
2024-04-01 16:55:00,0,0,0,0,0,0,0,0,0,-0.0004293257568941389,0.009089469909667969,-0.00482940673828125,10.968778292338053,10.943949990802341,10.996191312951076,10.891708668653607,73.4130154243225,91.87899358748021,10.966440200805664
2024-04-01 17:00:00,0,-1,0,0,0,0,0,0,0,-8.757172054341122e-05,0.004469871520996094,-0.0005502700805664062,10.968518257141113,10.945939991209242,10.995728178371973,10.89615180404651,72.94945742496823,90.4267209430921,10.965479850769043
2024-04-01 17:05:00,1,0,0,0,0,0,0,0,0,8.844909597982564e-05,0.00337982177734375,-0.0002803802490234375,10.968009948730469,10.947895526885986,10.995083990018259,10.900707063753714,72.73270387957848,91.40376930228065,10.966449737548828
2024-04-01 17:10:00,0,0,0,0,0,0,0,0,0,-0.00010487726229646555,0.006659507751464844,-0.002330780029296875,10.967403252919516,10.949738846884834,10.99416280014823,10.905314893621439,71.67168102454855,89.61651181642452,10.965299606323242
2024-04-01 17:15:00,0,0,0,0,0,0,0,0,0,-0.00044042633686869337,0.006159782409667969,-0.0048198699951171875,10.96588166554769,10.95144412252638,10.992448932198005,10.910439312854756,69.45290590851948,83.14005464687291,10.960470199584961
2024-04-01 17:20:00,0,0,0,0,0,0,0,0,0,-0.000106761695887303,0.0042400360107421875,-0.002559661865234375,10.963906606038412,10.953129132588705,10.989981570412077,10.916276694765333,69.13326234350654,81.55606869313952,10.95930004119873
2024-04-01 17:25:00,0,0,0,0,0,0,0,0,0,-0.0002235534486361157,0.0052204132080078125,-0.0024595260620117188,10.962308247884115,10.954693290922377,10.98684219823898,10.922544383605773,67.69965886676619,77.51730092489633,10.956850051879883
2024-04-01 17:30:00,0,0,0,0,0,0,0,0,0,-9.217440197617499e-05,0.004189491271972656,-0.0022401809692382812,10.960701624552408,10.955758306715223,10.985269929719257,10.92624668371119,63.39448135240849,70.80566445315625,10.955840110778809
2024-04-01 17:35:00,0,0,0,0,0,0,0,0,0,-5.205417708220583e-05,0.002689361572265625,-0.0005598068237304688,10.958838303883871,10.956689145829943,10.983805452743306,10.92957283891658,62.016771086974366,69.3604774061367,10.955269813537598
2024-04-01 17:40:00,0,0,0,0,0,0,0,0,0,-0.00011046854419083374,0.0036401748657226562,-0.0012302398681640625,10.95696496963501,10.9575658109453,10.98204705558388,10.933084566306718,61.2793717662938,67.29702921998731,10.954059600830078
2024-04-01 17:45:00,0,0,0,1,0,0,0,0,0,0.00023193121741948985,0.004220008850097656,0.0015497207641601562,10.95631996790568,10.95829831229316,10.980922008283867,10.935674616302451,59.787618137411066,71.6288069724711,10.956600189208984
2024-04-01 17:50:00,0,0,0,0,-1,0,0,0,0,-9.678968124515741e-05,0.002849578857421875,-0.0009899139404296875,10.955693244934082,10.959084139929878,10.979083860832445,10.939084419027312,60.65195846080924,69.82064749020309,10.95553970336914
2024-04-01 17:55:00,0,0,0,0,0,0,0,0,0,-2.733354480555228e-05,0.0029296875,-0.0002994537353515625,10.955424944559732,10.960097206963432,10.974647563930459,10.945546849996406,64.63371701463295,69.31007008244036,10.955240249633789
2024-04-01 18:00:00,0,0,0,0,0,0,0,0,0,-0.00016888065726261559,0.0044403076171875,-0.0016298294067382812,10.955016613006592,10.960231939951578,10.974427488846171,10.946036391056985,52.5081863731408,42.26352288488211,10.953390121459961
