date,Hammer,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Moving Average2,Moving Average3,Volatility,Log Returns,RSI,MACD,MACD_Signal,Stochastic,Close
2024-03-29 16:15:00,0,0,-0.00010791876290849878,0.00011646747589111328,-0.00011646747589111328,0.0,-0.00010791876290855315,1.0797129074732463,1.0785747753249275,1.079494474662675,1.0789745759080958,0.00035040409044703237,-0.0001079245865571837,29.629629629629633,-0.00014726313991886286,-0.00012025683057412111,0.0,1.079097867012024
2024-03-29 16:20:00,1,0,0.0,0.0,0.0,0.0,0.0,1.0796772837638855,1.0785773621665107,1.079500941766633,1.0789842704931896,0.00034590211207032224,0.0,29.629629629629633,-0.00015549512333357107,-0.0001273044891260111,0.0,1.079097867012024
2024-03-29 16:25:00,1,0,0.0,0.0,0.0,0.0,0.0,1.0796449018849268,1.0785812411043378,1.079504175318612,1.0789939650782832,0.00034405783270332875,0.0,30.77044086994141,-0.00016017265879142428,-0.00013387812305909374,0.0,1.079097867012024
2024-03-29 16:30:00,1,0,0.0,0.0,0.0,0.0,0.0,1.0796254807048373,1.0785851200421652,1.079504175318612,1.079003659663377,0.0003544970734349394,0.0,36.368707293264535,-0.00016201206510402244,-0.0001395049114680795,0.0,1.079097867012024
2024-03-29 16:35:00,1,0,0.0,0.0,0.0,0.0,0.0,1.079606059524748,1.0785889989799924,1.0795057929224439,1.0790133542484708,0.0003636016961336144,0.0,36.368707293264535,-0.00016160690406574751,-0.0001439253099876131,0.0,1.079097867012024
2024-03-29 16:40:00,1,0,0.0,0.0,0.0,0.0,0.0,1.0795866383446588,1.0785935236348045,1.0795106424225702,1.0790208953398246,0.00037146984711605485,0.0,36.368707293264535,-0.00015944779608356718,-0.0001470298072068039,0.0,1.079097867012024
2024-03-29 16:45:00,0,0,0.0,0.00011646747589111328,0.00011646747589111328,0.00010794206085589989,0.0,1.079560740126504,1.078598048289617,1.0795171095265284,1.0790327412110787,0.00037214231885710305,0.0,30.00460193281178,-0.00015593911836431218,-0.00014881166943830557,9.083302342878394,1.079097867012024
2024-03-29 16:50:00,0,0,0.0,0.00011646747589111328,0.0,0.0,-0.000107930410624948,1.079531600077947,1.0786025729444293,1.0795219590266545,1.0790488885508642,0.00036612555994034834,0.0,26.316072774249108,-0.0001514130703692551,-0.0001493319496244955,9.083302342878394,1.079097867012024
2024-03-29 16:55:00,1,0,0.0,0.0,0.0,0.0,0.0,1.0794992181989882,1.0786090347501966,1.0795251925786336,1.0790671838654413,0.00035119855321852264,0.0,22.217171430194895,-0.00014614151629488425,-0.00014869386295857326,9.083302342878394,1.079097867012024
2024-03-29 17:00:00,1,0,0.0,0.0,0.0,0.0,0.0,1.0794700781504314,1.0786154965559642,1.0795284261306126,1.0790833312052268,0.00033957759058841626,0.0,23.525872442839955,-0.00014034595095124835,-0.00014702428055710827,9.083302342878394,1.079097867012024
2024-03-29 17:05:00,0,0,0.00010793041062484576,0.00011646747589111328,0.00011646747589111328,0.000107930410624948,0.0,1.07944741513994,1.0786238968372346,1.0795316613382764,1.079100556947567,0.00032848308479412915,0.00010792458655713585,29.407870983271152,-0.0001249150290187906,-0.00014260243024944474,19.98568067914493,1.079214334487915
2024-03-29 17:10:00,0,0,-0.00010791876290849878,0.00011646747589111328,-0.00011646747589111328,0.0,-0.00010791876290855315,1.0794215169217851,1.078630358643002,1.0795316613382764,1.079115629196167,0.0003181036455429697,-0.0001079245865571837,27.774936061381084,-0.00012069259505143037,-0.0001382204632098419,11.104796544669243,1.079097867012024
2024-03-29 17:15:00,1,0,0.00010793041062484576,0.0,0.0,0.0,0.0,1.079398853911294,1.078637467490302,1.07953489654594,1.0791307036523465,0.00030261698399992014,0.00010792458655713585,31.574413094981693,-0.00010671815332430334,-0.00013192000123273418,22.209593089338487,1.079214334487915
2024-03-29 17:20:00,1,0,0.0,0.0,0.0,0.0,0.0,1.0793761909008026,1.0786445763376025,1.0795316613382764,1.0791447041211304,0.00028449415567569905,0.0,31.574413094981693,-9.45533553520228e-05,-0.00012444667205659192,22.209593089338487,1.079214334487915
2024-03-29 17:25:00,0,0,-0.00010791876290849878,0.00011646747589111328,0.0,0.000107930410624948,0.0,1.0793535312016804,1.0786497473716736,1.0795300437344446,1.0791576261873599,0.0002730426763181434,-0.0001079245865571837,31.576113294922195,-9.323585239240373e-05,-0.00011820450812375429,11.104796544669243,1.079097867012024
2024-03-29 17:30:00,1,0,0.00010793041062484576,0.0,0.0,0.0,0.0,1.079334106710222,1.0786555654472776,1.0795284261306126,1.0791716266561437,0.0002569035844723675,0.00010792458655713585,34.99590750971967,-8.185025111484556e-05,-0.00011093365672197256,22.209593089338487,1.079214334487915
2024-03-29 17:35:00,0,0,0.0,0.00011646747589111328,0.0,0.0,-0.00010791876290855315,1.0793146822187636,1.0786620292398665,1.0795284261306126,1.0791845509299525,0.00023810077404680732,0.0,34.99590750971967,-7.199714183925288e-05,-0.00010314635374542862,22.209593089338487,1.079214334487915
2024-03-29 17:40:00,0,0,-0.00010791876290849878,0.00011646747589111328,0.0,0.000107930410624948,0.0,1.0792920225196414,1.0786672002739377,1.0795284261306126,1.0791963968012068,0.00021799041406043006,-0.0001079245865571837,33.330085261875766,-7.274784185873351e-05,-9.706665136808962e-05,11.104796544669243,1.079097867012024
2024-03-29 17:45:00,0,0,0.00010793041062484576,0.00011646747589111328,0.00011646747589111328,0.000107930410624948,0.0,1.0792758365472157,1.0786736640665266,1.0795316613382764,1.0792082448800404,0.00020085134372597508,0.00010792458655713585,38.09198986552329,-6.321610913206932e-05,-9.029654292088557e-05,24.987212276214834,1.079214334487915
2024-03-29 17:50:00,0,0,0.0,0.00011646747589111328,0.00011646747589111328,0.000107930410624948,0.0,1.07925965057479,1.0786801278591156,1.0795332789421082,1.0792190178676888,0.00018066192881759094,0.0,38.09198986552329,-5.502781586619321e-05,-8.324279750994709e-05,24.987212276214834,1.079214334487915
2024-03-29 17:55:00,0,0,0.0,0.00011646747589111328,0.0,0.0,-0.00010791876290855315,1.0792402260833316,1.0786852995554606,1.07953489654594,1.0792287146603619,0.00014296403141200026,0.0,34.99437225007674,-4.798538876737979e-05,-7.619131576143365e-05,28.55890090616779,1.079214334487915
2024-03-29 18:00:00,0,0,-0.00010791876290849878,0.00011646747589111328,0.0,0.000107930410624948,0.0,1.079227281941308,1.0786904705895317,1.07953489654594,1.0792373330504805,0.00013388340554899172,-0.0001079245865571837,38.88794132696572,-5.121182841905103e-05,-7.119541829295713e-05,16.66098226466576,1.079097867012024
2024-03-29 18:05:00,1,0,0.00010793041062484576,0.0,0.0,0.0,0.0,1.079214334487915,1.0786969343821207,1.0795365141497717,1.0792470298431538,0.00010980658930078562,0.00010792458655713585,38.88446668182852,-4.386520239529901e-05,-6.57293751134255e-05,33.32196452933152,1.079214334487915
