date,Doji,Three Crows Pattern,ADX,Hammer_Signal,Candle Pattern,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average,Moving Average1,Log Returns,RSI,MACD,MACD_Signal,Stochastic,Close
2024-03-05 18:10:00,0,0,43.423217677241404,0,0,0.00027453593856896497,0.0024595260620117188,0.001110076904296875,0.00023285188940483272,0.0,10.563730239868164,10.563730239868164,0.00027449826047401836,51.89513803918259,0.0,0.0,45.115082062736725,10.563730239868164
2024-03-05 18:15:00,0,0,43.423217677241404,0,0,0.00027453593856896497,0.003940582275390625,0.0028905868530273438,0.00037302909374152516,0.0,10.56518030166626,10.56518030166626,0.00027449826047401836,51.89513803918259,0.0002313488908640693,4.626977817281386e-05,45.115082062736725,10.56518030166626
2024-03-05 18:20:00,1,0,43.423217677241404,0,-2,-0.00010036178075378821,0.0029001235961914062,-7.05718994140625e-05,0.00017032412220119422,-0.00010416218178069854,10.56531016031901,10.56531016031901,-0.00010036681733429586,51.89513803918259,0.0003253715287794279,0.00010209012829413667,45.115082062736725,10.56531016031901
2024-03-05 18:25:00,1,0,43.423217677241404,0,0,-2.7981362246132235e-06,0.0025300979614257812,-0.0001201629638671875,0.00012582478871093496,-0.00011363946125327627,10.565367698669434,10.565367698669434,-2.798140139403692e-06,51.89513803918259,0.00039296967694113505,0.00016026603802353636,45.115082062736725,10.565367698669434
2024-03-05 18:30:00,0,0,43.423217677241404,0,0,-0.0005679329802977806,0.007830619812011719,-0.006000518798828125,0.00015425897382850733,-0.0005868881496974575,10.564202117919923,10.564202117919923,-0.0005680943153207144,51.89513803918259,-3.722096217551041e-05,0.00012076863798372702,45.115082062736725,10.564202117919923
2024-03-05 18:35:00,0,0,43.423217677241404,0,2,0.00032485947141025484,0.005419731140136719,0.0032901763916015625,0.00045833748395931697,-5.4910185270396987e-05,10.5639967918396,10.5639967918396,0.00032480671599726015,51.89513803918259,-0.00010019326832022557,7.657625672293651e-05,45.115082062736725,10.5639967918396
2024-03-05 18:40:00,0,0,43.423217677241404,0,0,0.0005491113866398223,0.00659942626953125,0.004879951477050781,0.0005025709932308643,-0.0001221445219761738,10.564678737095424,10.564678737095424,0.0005489606801495963,51.89513803918259,0.00031430904014051464,0.00012412281340645214,45.115082062736725,10.564678737095424
2024-03-05 18:45:00,1,0,43.423217677241404,0,-2,-0.00010602627159561617,0.0022907257080078125,-0.00010013580322265625,0.0001220999127432331,-9.466578600713342e-05,10.56505012512207,10.56505012512207,-0.0001060318927780826,51.89513803918259,0.000546089705830255,0.00020851619189121273,45.115082062736725,10.56505012512207
2024-03-05 18:50:00,1,0,43.423217677241404,0,0,9.556912996178113e-05,0.0024204254150390625,0.00010013580322265625,0.00011360828764788252,-0.00011541302613315468,10.565451198154026,10.565451198154026,9.556456352341835e-05,51.89513803918259,0.0008020261020416086,0.00032721817392129197,45.115082062736725,10.565451198154026
2024-03-05 18:55:00,0,0,43.423217677241404,0,0,0.00020059478202716363,0.005099296569824219,0.0021200180053710938,0.00036049309680534535,-0.00012199916567730336,10.565984058380128,10.565984058380128,0.00020057466558399942,51.89513803918259,0.0011625244174275906,0.0004942794226225517,45.115082062736725,10.565984058380128
