date,GBPAUD=X,GBPJPY=X,EURUSD=X,GBPUSD=X,USDJPY=X,USDCHF=X,AUDUSD=X,USDCAD=X,EURGBP=X,EURJPY=X,AUDJPY=X,NZDUSD=X,EURCHF=X,EURCAD=X,GBPCAD=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2024-04-11 09:00:00,1.924340009689331,192.3159942626953,1.0745755434036255,1.255350947380066,153.23599243164062,0.9137899875640869,0.6522391438484192,1.3685400485992432,0.8557500243186951,164.5850067138672,99.93499755859375,0.5989458560943604,0.9814599752426147,1.46983003616333,1.7175099849700928,0.021980077835348055,32.87642374619048,10.827620458602905,10.855982265124698,10.799258652081111,10.783879620688301,10.74702451342628,0.014979975564139991,45.22999007394822,0.00020925609766431208,0.026470184326171875,10.795784950256348,10.797679901123047,0.0011296272277832031,0.013673617069176235,0.026470184326171875,1,0,0,0,0,10.796500205993652,10.809020042419434,10.782549858093262,10.798859596252441
2024-04-11 10:00:00,1.9217400550842285,191.99600219726562,1.073306918144226,1.2535254955291748,153.16299438476562,0.9131100177764893,0.652277410030365,1.3687900304794312,0.8560199737548828,164.36099243164062,99.89900207519531,0.5990176200866699,0.9799000024795532,1.4687199592590332,1.7157399654388428,0.0201717931215164,44.73571152907938,10.827697467803954,10.855880031810306,10.799514903797602,10.789203201021467,10.750209036327544,0.023597206388201286,45.11832486627345,0.0012909521633250876,0.020700454711914062,10.806839942932129,10.806550025939941,0.006970405578613281,0.014071288215911028,0.020700454711914062,0,0,0,0,0,10.800299644470215,10.817190170288086,10.796489715576172,10.812800407409668
2024-04-11 11:00:00,1.9217000007629395,191.9459991455078,1.073306918144226,1.2540757656097412,153.0659942626953,0.9121900200843811,0.6525583267211914,1.3686100244522095,0.8555999994277954,164.24099731445312,99.8740005493164,0.5991970896720886,0.9787300229072571,1.4684200286865234,1.7161200046539307,0.01918280008431239,48.09249582797581,10.828238487243652,10.85564924334211,10.800827731145194,10.794388226100377,10.753565243312291,0.029572078159876725,44.639996182284804,0.0010321005132896133,0.01668071746826172,10.819220066070557,10.818520069122314,0.005579948425292969,0.013295431658808785,0.01668071746826172,0,0,0,0,2,10.813079833984375,10.827560424804688,10.810879707336426,10.823960304260254
2024-04-11 12:00:00,1.9225599765777588,191.94900512695312,1.0731916427612305,1.2539499998092651,153.08799743652344,0.9128000140190125,0.65237957239151,1.3691099882125854,0.8555899858474731,164.23699951171875,99.83599853515625,0.598802387714386,0.9793199896812439,1.4687199592590332,1.7166099548339844,0.01846277676875907,52.484861213203125,10.827728462219238,10.85470357586653,10.800753348571945,10.80044606753758,10.756925719124931,0.027953590665545036,43.61459480787047,0.000410141373220263,0.01779937744140625,10.82997989654541,10.825454711914062,0.002219676971435547,0.013307130991908502,0.01779937744140625,0,0,0,0,2,10.822509765625,10.838879585266113,10.821080207824707,10.828399658203125
2024-04-11 13:00:00,1.9200400114059448,192.0760040283203,1.0744600296020508,1.256691813468933,152.84300231933594,0.9089499711990356,0.6545873284339905,1.3670599460601807,0.8547000288963318,164.1739959716797,100.03900146484375,0.600672721862793,0.9762200117111206,1.4682799577713013,1.7178399562835693,0.016196306817800377,43.5255108137173,10.825738000869752,10.853883326497973,10.79759267524153,10.805607863834926,10.759819530305409,-0.0026274408612927402,42.12172625299836,-0.0023474600155005687,0.045139312744140625,10.816699981689453,10.81647539138794,0.012709617614746094,0.014401449587393545,0.045139312744140625,0,0,-1,0,0,10.829970359802246,10.839269638061523,10.794130325317383,10.802980422973633
2024-04-11 14:00:00,1.9206500053405762,192.18499755859375,1.073767900466919,1.2551145553588867,153.13499450683594,0.9108800292015076,0.65353924036026,1.3690999746322632,0.8553199768066406,164.37899780273438,100.05599975585938,0.5997001528739929,0.9777299761772156,1.4697999954223633,1.718400001525879,0.01529546327298803,45.777596769382555,10.825746011734008,10.853885761440836,10.79760626202718,10.811291796820504,10.763274760473342,0.009878056389945655,40.22811291067579,0.0016837418494377587,0.047240257263183594,10.802119731903076,10.812459945678711,0.009094715118408203,0.014407668059671152,0.047240257263183594,0,0,0,1,0,10.803750038146973,10.825739860534668,10.778499603271484,10.82116985321045
2024-04-11 15:00:00,1.9210100173950195,191.88099670410156,1.0708931684494019,1.2520816326141357,153.26800537109375,0.9112100005149841,0.6517205238342285,1.3716599941253662,0.8550699949264526,164.0780029296875,99.8759994506836,0.5975143313407898,0.9754700064659119,1.4683300256729126,1.7170900106430054,0.017282520777378352,56.93413031791302,10.826949977874756,10.860218164284808,10.793681791464705,10.818831409726824,10.767930939084007,0.05061820575169129,37.80047868212051,0.00446160285098407,0.0686502456665039,10.84849500656128,10.84586477279663,0.024139881134033203,0.01804447733706726,0.0686502456665039,0,0,0,0,0,10.822279930114746,10.882820129394531,10.814169883728027,10.869449615478516
2024-04-11 16:00:00,1.921239972114563,192.00999450683594,1.0722709894180298,1.2533998489379883,153.1929931640625,0.9107900261878967,0.6524306535720825,1.3706799745559692,0.8552700281143188,164.23199462890625,99.93099975585938,0.5983008146286011,0.9764099717140198,1.4693800210952759,1.7179299592971802,0.017816342017869857,54.22714590086395,10.828342008590699,10.863804207113883,10.792879810067515,10.825866052082606,10.772306669326056,0.028564146586827377,34.91235934489549,-0.0013818010424091476,0.03246021270751953,10.869659900665283,10.862985134124756,0.007509708404541016,0.01913361016840167,0.03246021270751953,0,0,-1,0,-2,10.871540069580078,10.885890007019043,10.853429794311523,10.854430198669434
2024-04-11 17:00:00,1.9215099811553955,192.10499572753906,1.0720411539077759,1.2538713216781616,153.23399353027344,0.9104800224304199,0.6524561643600464,1.3698999881744385,0.8548300266265869,164.2239990234375,99.9739990234375,0.5986589789390564,0.9757900238037109,1.4685399532318115,1.7178000211715698,0.01820031788575882,55.76754578112679,10.829710531234742,10.867369587177913,10.79205147529157,10.829366070883614,10.776734056926909,0.02728428159441343,31.95009088238415,0.00020453895487437812,0.017789840698242188,10.857455253601074,10.8559250831604,0.001110076904296875,0.020138963518686305,0.017789840698242188,1,0,0,1,0,10.855199813842773,10.866350173950195,10.848560333251953,10.856650352478027
2024-04-11 18:00:00,1.9200700521469116,192.29299926757812,1.0730764865875244,1.2554770708084106,153.177001953125,0.909309983253479,0.6538383364677429,1.368209958076477,0.8545100092887878,164.32000732421875,100.1449966430664,0.5997720956802368,0.9754999876022339,1.4676899909973145,1.7174899578094482,0.016831181581199672,49.96093857345315,10.830198049545288,10.867668604870843,10.792727494219733,10.83008463042123,10.780550956726074,0.0012952600206652676,29.20181959492979,-0.002327648143367278,0.032039642333984375,10.842490196228027,10.843389987945557,0.012635231018066406,0.02008098974278211,0.032039642333984375,0,0,0,0,0,10.855400085449219,10.85851001739502,10.826470375061035,10.831379890441895
