date,Return,HL_Spread_Return,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Open,High,Low,Close
2024-03-28 15:15:00,0.00021602892690242292,0.00021602892690252272,1.0800302624702454,1.0800302624702454,0.00011664628982543945,0.0004358744026954985,0.0002332925796508789,1.07991361618042,1.0801469087600708,1.07991361618042,1.0801469087600708
2024-03-28 15:20:00,0.00010804631622218785,0.0002160926324442008,1.080263614654541,1.080205261707306,5.835294723510742e-05,0.0003893503484269731,0.0002334117889404297,1.0801469087600708,1.0803803205490112,1.0801469087600708,1.080263614654541
2024-03-28 15:25:00,0.00021606928695372396,0.00010802297325344561,1.0804386734962463,1.0804386734962463,0.00011670589447021484,0.00036425775362216065,0.00011670589447021484,1.0803803205490112,1.0804970264434814,1.0803803205490112,1.0804970264434814
2024-03-28 15:30:00,0.0,0.00010802297325344561,1.0804386734962463,1.0804386734962463,0.0,0.00033333042278336724,0.00011670589447021484,1.0803803205490112,1.0804970264434814,1.0803803205490112,1.0804970264434814
2024-03-28 15:35:00,0.0002161329392997846,0.00032417925987601964,1.0805554389953613,1.0805554389953613,0.00011676549911499023,0.00033333042278336724,0.0003502368927001953,1.0803803205490112,1.0807305574417114,1.0803803205490112,1.0807305574417114
2024-03-28 15:40:00,-0.00010809827015190177,0.00010810995665121687,1.0806721448898315,1.0806721448898315,5.841255187988281e-05,0.0003216194569413175,0.00011682510375976562,1.0807305574417114,1.0807305574417114,1.0806137323379517,1.0806137323379517
2024-03-28 15:45:00,-0.00021599928073778862,0.00010802297325344561,1.0804386734962463,1.0804386734962463,0.00011670589447021484,0.0003143398675289011,0.00011670589447021484,1.0804970264434814,1.0804970264434814,1.0803803205490112,1.0803803205490112
2024-03-28 15:50:00,-0.00021604594650692643,0.00021602892690252272,1.0800302624702454,1.0801469087600708,0.00011670589447021484,0.0002902872012440654,0.0002332925796508789,1.0801469087600708,1.0801469087600708,1.07991361618042,1.0801469087600708
2024-03-28 15:55:00,0.00021609263244415367,0.0006485389169698037,1.080613911151886,1.0803219676017761,0.00011670589447021484,0.00027648235929385637,0.0007005929946899414,1.080263614654541,1.080964207649231,1.080263614654541,1.0803803205490112
2024-03-28 16:00:00,-0.00021604594650692643,0.00021611598298003853,1.0801469087600708,1.080205261707306,0.00011670589447021484,0.00020988921727390584,0.0002334117889404297,1.080263614654541,1.080263614654541,1.0800302028656006,1.0801469087600708
2024-03-28 16:05:00,-0.00032391822074751,0.00043204075161178915,1.0799136757850647,1.079971969127655,0.00017493963241577148,0.0002422221881271003,0.00046646595001220703,1.0801469087600708,1.0801469087600708,1.0796804428100586,1.0797970294952393
2024-03-28 16:10:00,0.00010797092601300129,0.0003239827394717204,1.079738736152649,1.0797970294952393,5.829334259033203e-05,0.0002572346795169907,0.0003497600555419922,1.0796804428100586,1.07991361618042,1.079563856124878,1.07991361618042
2024-03-28 16:15:00,0.0001079592695507614,0.00010805799149001926,1.0800885558128357,1.0800302028656006,5.829334259033203e-05,0.0002600150440219675,0.00011670589447021484,1.0800302028656006,1.0801469087600708,1.0800302028656006,1.0800302028656006
2024-03-28 16:20:00,0.0003241739744701544,0.0003241739744700578,1.080205261707306,1.080205261707306,0.00017505884170532227,0.00026164480278071447,0.00035011768341064453,1.0800302028656006,1.0803803205490112,1.0800302028656006,1.0803803205490112
2024-03-28 16:25:00,0.00010802297325351873,0.00010801130555107501,1.0805553793907166,1.0804970264434814,5.835294723510742e-05,0.00026245278110901296,0.00011670589447021484,1.0804970264434814,1.0806137323379517,1.0804970264434814,1.0804970264434814
2024-03-28 16:30:00,0.0,0.00021604594650689122,1.0804970264434814,1.0805553793907166,0.0,0.0002505317049362849,0.0002334117889404297,1.0806137323379517,1.0806137323379517,1.0803803205490112,1.0804970264434814
2024-03-28 16:35:00,0.0002161329392997846,0.00021613293929985283,1.0806137919425964,1.0806137919425964,0.00011676549911499023,0.0002664889635153008,0.00023353099822998047,1.0804970264434814,1.0807305574417114,1.0804970264434814,1.0807305574417114
2024-03-28 16:40:00,0.0,0.00010809827015191667,1.0807889699935913,1.0807305574417114,0.0,0.00028125887151942715,0.00011682510375976562,1.0807305574417114,1.0808473825454712,1.0807305574417114,1.0807305574417114
